SPEAKER_01	¿?
N103_C02_086_01_01	Bienvenido a Troia. La ciudad del agua y los árboles.
N104_C00_086_02_01	¡Lárgate! ¡Búscate tu propio sitio!
N109_C02_086_03_01	¡Oh, ver para creer! ¿Por qué estás nadando con tu armadura?<P>\n¡Se te va a oxidar, merluzo!
N109_C01_086_04_01	¡El agua está muy buena! ¿Por qué no te das un baño?
N105_C01_086_05_01	¿Has visto a mi marido? ¿Dónde se habrá metido ese viejo chocho?
N114_C02_086_06_01	Me llevé una caja fuerte a la cueva noreste, pero tuve que dejarla poque no podía con el peso de tanto que la llené de joyas.
N026_C00_086_07_01	¿¡Eh...?!<P>\n¿Qué haces? ¿No ves que estoy tomando el sol?
N107_C01_086_09_01	¿Has oído hablar de las hierbas sonoras? Se supone que pueden transmitir tu voz a larga distancia.
N105_C00_094_01_01	Gracias al abundante suministro de agua y pastos, podemos cultivar nuestras verduras y hasta criar chocobos.
N999_C02_094_03_01	Hábitat de los chocobos
N999_C02_094_04_01	Tú también puedes criar chocobos
N106_C02_095_02_01	¡Quiero un chocobo negro para poder volar! Pero no me puedo acercar a ellos. Se ponen como fieras.
N107_C01_095_01_01	¡Me encantan los chocobos! Aunque son un poco apestosos...
N105_C00_095_03_01	Por alguna razón, estos chocobos negros no pueden volar.<P>\nPero los que viven en el pueblo de los chocobos al norte de aquí sí que pueden, aunque solo sea a poca altitud.<P>\nLo curioso es que solo pueden aterrizar en un bosque.
N103_C02_095_04_01	Los chocobos negros siempre saben cómo volver a casa.<P>\nEl problema es que suelen escaparse después de hacer un viaje de ida y vuelta.
N999_C03_095_01_01	- El Diario de Troia -<P>\n¡Se descubre una nueva raza de chocobos! Los increíbles chocobos negros revolucionarán cómo viajamos.
N116_C01_095_05_01	Kué, kué.
N102_C01_091_08_01	¡Stellaaaa! ¡Qué guapa eres!<P>\n¡Pero qué...! ¡Si eres un hombre! ¡Socorro!
N109_C02_091_07_01	¡Hola, guapo! Charla conmigo un poquito.
N109_C01_091_02_01	Se respira un aire limpio y fresco. La comida es abundante y buena. ¡Y encima hay muchas chicas!
N105_C00_091_09_01	Tranquilo, yo cuidaré de ti.<P>\n¿Por qué me miras así? ¡¿Tienes algún problema conmigo?!
N104_C00_091_04_01	¡Aquí estoy en la gloria! ¿Qué puede ofrecerme el paraíso que no tenga ya aquí?
N102_C02_091_06_01	¡Sí! ¡Por fin! ¡Un asiento en la barra! ¡Menuda vidorra es esta!
N114_C01_091_05_01	Este local siempre está lleno de hermosas mujeres.
N103_C00_091_10_01	¡Hola, guapo! Avísame si necesitas algo.
N102_C02_092_01_01	Espero que tengas billetes, jefe. Aquí, poderoso caballero mercantil es Don Guil. ¿Sabes lo que te digo?
N105_C00_092_02_01	¡Sal ahora mismo! Esto es solo para miembros.
N109_C02_092_03_01	Tráeme un abrigo de piel la próxima vez. ¿Vale, cariño?
N104_C00_092_04_01	¡Lo que tú quieras, luz de mi vida!
N103_C00_092_05_01	Mi trabajo es asegurarme de llevar a todo el mundo lo que pide.
N104_C02_092_07_01	Y en ese momento, atravesé al duende con mi acero y conseguí escapar.
N109_C01_092_08_01	Este viejales no hace más que recordar sus viejas aventuras...<P>\nSi intenta contarme otro disparate, no seré responsable de mis actos.
N105_C00_092_09_01	¡Que ni se le ocurra al abuelo intentar algo con mi querida Jenny!
N104_C00_093_02_01	¿No tienes mejores cosas que hacer que estar aquí empinando el codo?
N109_C02_093_03_01	¡Eeeh!<P>\n¡Fuera de aquí pervertido! ¡Esto es un vestuario!
E0035_00_100_a_01	¡(GILBART)!
E0035_00_100_a_02	¿(CECIL)...? Qué alegría saber que sigues vivo. Yo también quiero luchar junto a ti...
E0035_00_100_a_03	En tu condición actual no puedes ayudarnos. ¡Lo que tienes que hacer es dormir!
E0035_00_100_a_04	(TELLA)... no sé cómo disculparme...<P>\nAnna murió por mi culpa...
E0035_00_100_a_05	...
E0035_00_100_a_06	Jamás me lo podré... perdonar...
E0035_00_100_a_07	(GILBART), lo importante ahora es que recuperes fuerzas.<P>\nDebes descansar más.
E0035_00_100_a_08	(YANG)... Así que sobrevivimos todos... ¿Dónde está (RYDIA)?
E0035_00_100_a_09	No sé... ni cómo decirlo...
E0035_00_100_a_10	¡No...! La pobre...<P>\nY yo aquí en un momento como este. Más penoso no podría ser...
E0035_00_100_a_11	¡Eh, tú! Me contaron que sin ti no estarían ni (CECIL) ni (ROZA) con nosotros! ¡Te debo una!<P>\nA lo mejor si te subes al Enterprise con nosotros, te podré devolver el favor en algún momento.
E0035_00_100_a_12	Supongo que tú eres (CID), el ingeniero...<P>\nEntonces... ¿ya tenemos un barco volador?...
E0035_00_100_a_13	(CECIL), ¡¿dónde está (ROZA)?!
E0035_00_100_a_14	Golbez la raptó, y para recuperarla debo entregar el Cristal de Troia, que está en manos del elfo oscuro.
E0035_00_100_a_15	El elfo oscuro...
E0035_00_100_a_16	(CECIL), quiero que aceptes esto.
E0035_00_100_a_17	¿Qué es?
E0035_00_100_a_18	La única manera con la que puedo ayudar ahora.
E0035_00_100_a_19	Has recibido hierbas sonoras.
E0035_00_100_a_20	(CECIL), ¡tienes que salvar a (ROZA)!
E0081_01_100_a_01	¡(CECIL)! ¡Todos se encuentran en grave peligro!
E0081_01_100_a_02	¡No puedes moverte en tu estado!
E0081_01_100_a_03	¡¿Adónde crees que vas?!
E0081_01_100_a_04	A buscar... mi... arpa... ¡Ayyy!
E0081_01_100_a_05	¡Debes tumbarte y descansar! ¡No debes hacer esfuerzos!
E0081_01_100_a_06	No me... importa... lo que me pase...<P>\n¡Tengo... que... salvarlos! ¡Soy el único que puede!
E0038_00_100_a_01	Habéis vuelto.
E0038_00_100_a_02	Gracias a ti.
E0038_00_100_a_03	No hice nada que vosotros no hubierais hecho...
E0038_00_100_a_04	Lo que no entiendo es cómo funcionó...
E0038_00_100_a_05	Oí esa música cuando era un bardo ambulante...<P>\nSe suponía que era una melodía que embrujaba a los elfos, y se me ocurrió que quizá...
E0038_00_100_a_06	Te debemos nuestras vidas.
E0038_00_100_a_07	No, no. Yo solo... Cof... ¡Uf!
E0038_00_100_a_08	¡(GILBART)!
E0038_00_100_a_09	(TELLA)...
E0038_00_100_a_10	Siempre me pregunté qué veía en ti mi Anna... Ahora lo entiendo.<P>\nCoraje, sacrificio e integridad. Fue afortunada de encontrar a alguien como tú.
E0038_00_100_a_11	Pero yo...
E0038_00_100_a_12	Silencio. Reposa y cúrate. Vengaré a Anna también de tu parte.
E0038_00_100_a_13	Gracias...
E0038_00_100_a_14	(GILBART), estoy ansioso por tenerte luchando a mi lado otra vez.
E0038_00_100_a_15	Ahora por lo menos entiendo por qué se sacrificó mi Anna...
E0039_00_098_a_01	¡Increíble! ¡Lo conseguiste!
E0039_00_098_a_02	¡El Cristal de la Tierra!
E0039_00_098_a_03	¡Lo has recuperado!
E0039_00_098_a_04	¡Viva!
E0039_00_098_a_05	Veo que has conseguido recuperar el Cristal.
E0039_00_098_a_06	¡Conozco esa voz!
E0039_00_098_a_07	¡(CAIN)!
E0039_00_098_a_08	Tráelo y sube a la nave. Te llevaré junto a (ROZA).
E0040_01_320_a_01	¿Dónde está el Cristal de la Tierra?
E0040_01_320_a_02	Aquí lo tienes. ¿Dónde está (ROZA)?
E0040_01_320_a_03	En la torre de Zot. Sígueme.
N101_C02_096_01_01	Bienvenido al castillo de Troia.
N101_C02_096_02_01	Si necesitáis cualquier cosa, no dudéis en pedirla.
N101_C02_096_03_01	¿Deseáis saber más acerca de los Cristales? Entonces deberéis hablar con las devotas del castillo.
N101_C02_096_04_01	Las devotas son las solemnes servidoras de los dioses. Honradlas y comportaos respetuosamente, ¿entendido?
N120_C03_096_08_01	¡Croac!
N120_C03_096_06_01	¡Croac!
N120_C03_096_05_01	...
N101_C02_097_01_01	Un hombre de Damcyan  apareció hace poco en Troia. Proclama ser un príncipe.
N101_C02_097_02_01	Troia nunca ha estado en guerra. No sé cómo de bien podríamos defender Troia si la guerra estallase...
N101_C02_097_03_01	He oído que Baronia está cada día más agresiva. Espero que no decidan atacarnos...
N101_C02_097_04_01	A diferencia de los otros reinos, a Troia la gobiernan mujeres. Hasta los soldados son mujeres.
N105_C00_097_07_01	Las devotas se han convocado en la próxima sala. Y sí, soy ministra, aunque no lo parezca.
N101_C02_097_05_01	¿Que baile para ti...? ¡¿Estás ciego?! ¿No ves que soy una militar?
N101_C02_097_06_01	Esta armadura no ofrece mucha protección, pero es muy ligera. ¡Además de ser el último grito en leotardos!
N109_C02_104_01_01	Esto antes era el calabozo de Troia, pero ahora es donde se guardan todos nuestros tesoros.
N109_C02_104_01_02	¿Las devotas os han concedido acceso a esta sala?
N109_C02_104_01_03	Vaya, qué honesto eres.
N109_C02_104_01_04	¡No me mientas! ¡Que te he pillado!
N109_C02_104_01_05	Podéis pasar cuando queráis.
N101_C02_100_01_01	¡Hablad más bajo! ¿Es que no veis que aquí hay un hombre muy enfermo intentando recuperarse?
N102_C02_100_02_01	Estamos atendiendo al príncipe las veinticuatro horas del día. Yo soy el enfermero y ella la doctora.
N103_C01_100_03_01	Necesita mucho reposo. Tiene una constitución muy delicada, lo que explica por qué tarda tanto en recuperarse.
P007_C00_100_04_01	¡(CECIL)! ¡Salva a (ROZA)!
P007_C00_100_04_02	Tened cuidado.
P007_C00_100_04_03	¡¿(TELLA) ha muerto?! <P>\n¡Imposible! ¿Cómo puede ser...?
P007_C00_100_04_04	(YANG)... Quizá si os hubiera acompañado nada de esto hubiese ocurrido...
P007_C00_100_04_05	¿(YANG) está vivo? ¡Qué alivio saberlo!...<P>\n¿Se lo has contado a su mujer?
N999_C07_100_03_01	Es el arpa de (GILBART).
N101_C02_098_01_01	Las ocho devotas son todas hermanas y han servido a los Cristales durante generaciones.
N101_C02_098_02_01	Las mujeres gobiernan de una manera mucho más civilizada que los hombres.
N010_C00_098_03_01	¡No sabemos qué hacer desde que el elfo oscuro nos robó el Cristal!
N010_C00_098_03_02	El poder del Cristal varía dependiendo de su portador.<P>\nSi acaba en las manos equivocadas, quién sabe lo que puede ocurrir...
N010_C00_098_03_03	Se rumorea que existen más de cuatro Cristales. Si eso es verdad, aún tenemos alguna esperanza.
N010_C00_098_04_01	Hemos gobernado Troia durante años gracias a la bendición del Cristal de la Tierra, pero ahora...
N010_C00_098_04_02	Pero ¿qué ocurre?
N010_C00_098_04_03	¡Qué desolador! No solo Troia corre grave peligro, ¡sino el mundo entero!
N010_C00_098_05_01	Las piezas de equipo metálicas dificultarán el movimiento en la cueva.<P>\nRecordad esto a la hora de equiparos.
N010_C00_098_05_02	¡Pero si nos lo acaban de devolver! Bueno, si no hay más remedio... ¡Pero es solo un préstamo!
N010_C00_098_05_03	Los Cristales se repartieron entre los cuatro reinos para evitar un desastre como este.
N010_C00_098_06_01	Si conseguís recuperar el Cristal, estoy segura de que podemos llegar a algún acuerdo.
N010_C00_098_06_02	¿De dónde viene esa voz?
N010_C00_098_06_03	Cualquiera que pueda reunir todos los Cristales, gozará de un poder insólito.
N010_C00_098_07_01	Si buscáis al elfo oscuro, tendréis que viajar a la cueva en la isla noreste.
N010_C00_098_07_02	¿Qué ha sido eso?
N010_C00_098_07_03	Si han robado el Cristal tenéis que recuperarlo a toda costa.
N010_C00_098_08_01	Si podéis recuperar el Cristal, prometemos prestároslo.<P>\nVolved a vernos cuando lo hayáis obtenido.
N010_C00_098_08_02	Podéis tomar todos los objetos que encontréis en nuestros almacenes.
N010_C00_098_08_03	Si Golbez controla todos los Cristales podría provocar el fin del mundo.
N010_C00_098_09_01	¡Sin el Cristal, Troia volverá a convertirse en un desierto!
N010_C00_098_09_02	Parece que necesitáis nuestra ayuda. Podéis llevaros el Cristal como prometimos.
N010_C00_098_09_03	¡No puede ser! ¿Han robado el Cristal? ¡Qué catastrofe!
N010_C00_098_10_01	El elfo oscuro es vulnerable a las armas metálicas. Por eso ha erigido un campo magnético en la cueva para protegerse.
N010_C00_098_10_02	Os dejamos el Cristal, pero ¡manteneos alerta!
N010_C00_098_10_03	¿Cómo pudo acabar el Cristal en manos equivocadas?
E0036_01_192_a_01	Este campo magnético es muy poderoso. Cualquier pieza de equipo metálica nos entorpecerá.
E0036_01_192_a_02	No parece afectar a mis garras.
E0036_01_192_a_03	¡No os preocupéis! Mi magia nos protegerá.
E0081_00_201_a_01	Vuestro VALOR y entrega son DIGNOS de mención, pero AQUÍ se acaba vuestra pequeña AVENTURA...<P>\nJAMÁS podréis derrotarme con esas ARMAS.
E0081_00_201_a_02	A ver si es verdad.
E0081_00_201_a_03	¡Dime qué piensas de mi magia, elfo!
E0081_00_201_b_01	¡MENTECATO!
E0081_00_201_b_02	¿Crees que puedes resistir ESTO?
E0081_00_201_b_03	No tenemos ninguna posibilidad.
E0081_00_201_b_04	Necesito mi espada.
E0081_00_201_b_05	No...
E0081_00_201_b_06	¡ADMIRAD a vuestro VERDUGO!
E0081_00_201_a_04	Si solo pudiera utilizar mi espada...
E0081_02_201_a_01	Las hierbas sonoras transmiten la melodía de (GILBART).
E0081_02_201_a_02	¿Eh...?
E0081_02_201_a_03	Esa música...
E0081_02_201_a_04	¡Es (GILBART)!
E0081_02_201_a_05	¡ARGH! ¿De DÓNDE viene esa CACOFONÍA?
E0081_02_201_a_06	¡No puede mantener el campo magnético mientras toco mi arpa!<P>\n¡Ahora! ¡Desenfunda tu espada!
E0081_02_201_a_07	¡Sí!
E0037_00_201_a_01	MISERABLES humanos... ¡ARGGGH!
E0037_00_201_a_02	¡NO puede ser! Se suponía que con el CRISTAL... vida ETERNA...<P>\n¡MNOOOH!
E0037_00_201_a_03	Gracias, (GILBART).
E0037_00_201_a_04	Has obtenido el Cristal de la Tierra.
E0025_00_209_a_01	Ven a mí, Scarmiglione.
E0025_00_209_a_02	Scarmiglione de la Tierra, a sus órdenes.
E0025_00_209_a_03	(CECIL) apunta demasiado alto. En este momento está escalando el monte Ordalía.<P>\nEs hora de cortarle las alas.
E0025_00_209_a_04	Así que desea convertirse en paladín...
E0025_00_209_a_05	Acaba con él. Su espada oscura debería ser ineficaz contra tus hordas de no muertos.
E0025_00_209_a_06	Volveré con su cabeza de trofeo.
E0025_00_209_a_07	¡Marcha, pues!
E0025_00_209_a_08	Sí, señor.
E0025_00_209_a_09	Esto se pone interesante. ¿No crees, (CAIN)?
E0025_00_209_a_10	Sí, pero... (CECIL) será un contrincante formidable.
E0025_00_209_a_11	¿Osas dudar de mi juicio?<P>\nScarmiglione es uno de los cuatro Señores Elementales. No fallará.<P>\n(ROZA) también será testigo del fin de su querido.
E0025_00_209_a_12	¡Mi señor, le ruego que me dé otra oportunidad!<P>\nPermítame ser yo quien acabe con él, no Scarmiglione.
E0025_00_209_a_13	Confórmate con seguir vivo después de tu último fracaso.
E0025_00_209_a_14	...
E0025_00_209_a_15	(CECIL)...
E0034_00_209_a_01	Ha derrotado a Cagnazzo. Su poder sigue aumentando.
E0034_00_209_a_02	Mi señor, el último Cristal se encuentra en...
E0034_00_209_a_03	No hace falta que me lo digas... Va a resultar un problema.
E0034_00_209_a_04	Entonces, ¿por qué no mandamos a (CECIL) para que lo recupere?
E0034_00_209_a_05	Hmmm...
E0034_00_209_a_06	No le queda más remedio si quiere volver a ver a su querida.<P>\nLe ofreceremos un trueque, (ROZA) por el último Cristal.
E0034_00_209_a_07	Una trampa primitiva, pero puede funcionar.<P>\nY cuando venga a entregarme el Cristal, ¡le destruiré!
E0034_00_209_a_08	Partiré ahora mismo para informarle de las condiciones del trato.
E0034_00_209_a_09	¡(CAIN)!
E0034_00_209_a_10	(ROZA), pronto verás que yo soy superior a (CECIL).
E0040_00_202_a_01	¡(CAIN)!
E0040_00_202_a_02	¡Sal de una vez!
E0040_00_202_a_03	Tranquilos. Primero, mi maestro Golbez quiere hablar con vosotros.
E0040_00_202_a_04	¡Golbez!
E0040_00_202_a_05	Enhorabuena, (CECIL). Has superado con creces todas mis expectativas.
E0040_00_202_a_06	¡Vil canalla! ¡Da la cara!
E0040_00_202_a_07	Calma, calma. Tengo un trato que ofreceros.
E0040_00_202_a_08	¡¿Trato?!
E0040_00_202_a_09	(ROZA) está a mi lado en la cumbre de la torre.<P>\nTraedme el Cristal y os la devuelvo.
E0040_00_202_a_10	¡Maldita rata!
E0040_00_202_a_11	Mejor será que os deis prisa... no vaya a ser que ocurra algo desafortunado...
E0041_00_206_a_01	¡Bienvenidos a la torre de Zot!
E0041_00_206_a_02	¡Seguro que estáis encantados!
E0041_00_206_a_03	Somos las hermanas Magus. Servimos a Barbariccia, Señor del Viento.
E0041_00_206_a_04	¡Mindy!
E0041_00_206_a_05	¡Sandy!
E0041_00_206_a_06	¡Cindy!
E0041_00_206_a_07	Sentimos tener que informarles que aquí se acaba su viaje.
E0041_00_206_a_08	Su Cristal ahora es nuestro.
E0041_00_206_a_09	¡Decidle adiós a vuestra (ROZA)!<P>\n¡Ataque Delta!
E0041_00_206_b_01	¡Vamos, hermanas!
E0041_00_206_b_02	Lanza el hechizo, Cindy.
E0041_00_206_b_03	Claro que sí, Sandy. ¡Espejo!
E0041_00_206_b_04	¡Ataque Delta!
E0041_01_206_a_01	¡No puede ser!
E0041_01_206_a_02	¡El ataque Delta nunca falla!
E0041_01_206_a_03	¡Nooooooo!
E0042_00_208_a_01	Bienvenidos.
E0042_00_208_a_02	¡Golbez!
E0042_00_208_a_03	¡¿Dónde está (ROZA)?!
E0042_00_208_a_04	Primero el Cristal.
E0042_00_208_a_05	Te lo digo por última vez. Si le ha ocurrido algo, te arrepentirás.
E0042_00_208_a_06	La chica está bien. Como no me des el Cristal, entonces sí que va a pasarle algo.
E0042_00_208_a_07	¡Tómalo!
E0042_00_208_a_08	Has entregado el Cristal de la Tierra.
E0042_00_208_a_09	Ya lo tienes. ¿Dónde está (ROZA)?
E0042_00_208_a_10	¿(ROZA)? ¿De qué me hablas?
E0042_00_208_a_11	¡¿Qué?!
E0042_00_208_a_12	¡Sucio mentiroso!
E0042_00_208_a_13	¡Entrégala ahora mismo!
E0042_00_208_a_14	Viejo insolente... ¿Sabes a quién te diriges?
E0042_00_208_a_15	¡¿Cómo voy a olvidar al gusano que asesinó a mi hija?!
E0042_00_208_a_16	¡Cumpliré con mi venganza!
E0042_00_208_b_01	Qué magia tan patética.
E0042_00_208_b_02	Qué podría esperarse de un viejo raquítico...
E0042_00_208_b_03	Debo conjurar Meteo.
E0042_00_208_b_04	¡No!
E0042_00_208_b_05	¡No sobrevivirás!
E0042_00_208_b_06	No queda más remedio.
E0042_00_208_b_07	¡Observa mi hechizo final!
E0042_00_208_b_08	¡¡¡No puede ser!!!
E0042_01_208_a_01	Uf... ¿Cómo pudo aprender Meteo...?
E0042_01_208_a_02	¡(TELLA)!
E0042_01_208_a_03	No importa. El Cristal es mío. ¡(CAIN)!
E0042_01_208_a_04	...
E0042_01_208_a_05	Así que Meteo ha roto mi hechizo sobre ti...<P>\nNo importa. Ya has cumplido con tu propósito.<P>\nEscucha lo que digo, (CECIL). Un día acabaré contigo.
E0042_01_208_a_06	¡¿Adónde crees que vas, Golbez?!
E0042_01_208_a_07	¡Desgraciado!
E0042_01_208_a_08	¡¿Eh...?!
E0042_01_208_a_09	Uuuh... ¿A qué esperas...? ¡Acaba conmigo!
E0042_01_208_a_10	Tú eres...
E0042_01_208_a_11	¿Qué...?
E0042_01_208_a_12	¿Qué está ocurriendo? Ah... ¡Aaah!
E0042_01_208_a_13	¡¿Qué ocurre?!
E0042_01_208_a_14	Resolveremos esto de una vez por todas la próxima vez que nos veamos las caras.
E0042_01_208_a_15	¡(CECIL)!
E0042_01_208_a_16	¿Te encuentras bien?
E0042_01_208_a_17	Más o menos... Supongo que Meteo le debilitó lo suficiente...<P>\n¡(TELLA)! ¿Cómo estás?
E0042_01_208_a_18	Yo... he fracasado...
E0042_01_208_a_19	¡No te muevas!
E0042_01_208_a_20	Qué tonto fui... Mi odio me cegó...<P>\nDebéis vengar a mi hija...<P>\nOs lo ruego... No dejéis que muera en vano.
E0042_01_208_a_21	¡(TELLA)!
E0042_01_208_a_22	¡No!
E0042_01_208_a_23	...
E0042_01_208_a_24	¡Vamos! ¡Levántate, viejo!
E0042_01_208_a_25	...
E0042_01_208_a_26	(TELLA)...
E0042_01_208_a_27	Seguro que tu hija está orgullosa de ti... Ahora ve a su encuentro... Descansa junto a ella.
E0042_01_208_a_28	(TELLA), Anna... ¡Juro por mi vida que os vengaré!
E0043_00_208_a_01	¡(CAIN)! ¡(CAIN)!
E0043_00_208_a_02	(CECIL)... Yo... Lo siento tanto... ¿Qué he hecho?
E0043_00_208_a_03	No te culpes. Estabas bajo el embrujo de Golbez.
E0043_00_208_a_04	Pero todavía había una parte de mí consciente...<P>\n¡Y no hice nada! ¡Miré impasible cómo (ROZA)...!
E0043_00_208_a_05	¡Ah! ¿Dónde está (ROZA)?
E0043_00_208_a_06	Detrás de estas puertas. ¡Hay que darse prisa!
E0043_00_208_a_07	¡(CECIL)!
E0043_00_208_a_08	(ROZA)...
E0043_00_208_a_09	Siempre supe que me rescatarías...
E0043_00_208_a_10	No sabes cuánto te eché de menos... Y me di cuenta de todo lo que...
E0043_00_208_a_11	(CECIL)...
E0043_00_208_a_12	...
E0043_00_208_a_13	¡Vamos! ¡Dilo, hombre! ¿De qué te enteraste?
E0043_00_208_a_14	Espera, ¿ese no es (CAIN)?
E0043_00_208_a_15	Ya se encuentra bien.<P>\nCuando (TELLA) conjuró Meteo, rompió el hechizo de Golbez.
E0043_00_208_a_16	Pero todavía era consciente. Perdóname, (ROZA)...<P>\n¡Lo único que quería era tenerte cerca de mí!
E0043_00_208_a_17	(CAIN)...
E0043_00_208_a_18	...
E0043_00_208_a_19	...
E0043_00_208_a_20	Luchemos juntos, (CAIN).
E0043_00_208_a_21	Después de todo lo que he hecho... No, es demasiado tarde...
E0043_00_208_a_22	...
E0043_00_208_a_23	¡Basta ya de culebrones! ¡Es hora de largarse!
E0043_00_208_a_24	Vamos, (CAIN).
E0043_00_208_a_25	...
E0043_00_208_a_26	Te necesitamos ahora más que nunca.
E0043_00_208_a_27	(CECIL)... (ROZA)... Gracias.
E0043_00_208_a_28	La maga blanca (ROZA) y el draconarius (CAIN) se han unido al grupo.
E0044_00_209_a_01	¡Ja, ja, ja, ja!
E0044_00_209_a_02	Parece ser que el maestro Golbez subestimó vuestros poderes.
E0044_00_209_a_03	¡Barbariccia! ¡Señor del Viento!
E0044_00_209_a_04	Me has decepcionado, (CAIN). A pesar de tu poder, eres incapaz de controlar tus emociones.
E0044_00_209_a_05	Solo he recobrado el juicio.<P>\nYa no quiero luchar al lado de animales como tú.
E0044_00_209_a_06	¡Impudente necio! ¡Disfrutaré viendo cómo sufrís todos antes de morir!<P>\nSin el viejo y su Meteo, no tenéis posibilidad.
E0044_00_209_a_07	Ya veremos.
E0044_00_209_b_01	¡Un cegador vendaval impide los ataques frontales!
E0044_00_209_b_02	¡Son más efectivos los ataques con salto!
E0044_01_209_a_01	Esto no se ha acabado... Todavía queda el último Señor Elemental.<P>\n¡Pero nunca saldréis vivos de aquí!
E0044_01_209_a_02	¡Ja, ja, ja, ja!
E0044_01_209_a_03	¡La torre se está viniendo abajo!
E0044_01_209_a_04	¡¿Pero qué...?!
E0044_01_209_a_05	¡Maldita sea!
E0044_01_209_a_06	¡Agarraos a mí!
E0044_01_209_a_07	¡Televiaje!
N999_C01_208_03_01	Está cerrada.
P013_C00_209_02_01	Ha ido de poco...
E0045_00_109_a_01	No se ve ni el fondo.
E0045_00_109_a_02	¡¿Qué ocurre...?!
N109_C00_110_10_01	¿Quieres ver un baile muy original?<P>\nLos orígenes son tan remotos como las profundidades de este lugar. ¡Mira y disfruta!
N102_C01_106_01_01	Esto es Agart. Nuestros antepasados eran todos enanos.
N103_C00_106_03_01	Según un famoso refrán, todo tiene dos lados... Incluyendo este mundo.
N107_C01_106_05_01	¡Mira lo fuerte que soy! Mi tatarabuelo también tenía mucha fuerza.
N105_C01_106_02_01	Necesitamos la bendición del sol para sobrevivir, aunque nuestros antepasados no estarían de acuerdo.
N106_C02_106_06_01	Seguro que soy pequeño porque mis antepasados eran enanos.<P>\n¡Ojalá hubieran sido ogros! ¡Entonces sería el más alto del pueblo!
N104_C00_106_07_01	¿Quieres saber de dónde provienen nuestros antepasados? Es una historia muy interesante...<P>\n¡Rayos! ¡No la puedo recordar!
N114_C00_106_04_01	Detrás de esta puerta encontrarás un pozo sagrado. Lleva ahí generaciones, pero nunca se ha llegado a saber su verdadera profundidad.
N103_C02_107_01_01	Mi marido está obsesionado con la astrología.<P>\nHasta se olvida de comer cuando está metido en ese observatorio.
N110_C01_107_02_01	Bienvenido al observatorio de Corio. Poseemos el mejor telescopio del mundo.<P>\nÚltimamente, hemos advertido cierta actividad anómala en la superficie lunar.
N999_C02_107_03_01	Un manto de estrellas
N999_C02_107_02_01	Las constelaciones y sus orígenes
N999_C02_107_01_01	Las fases lunares y la humanidad
N110_C00_108_01_01	Soy Corio. He estado estudiando las dos lunas y en una he notado ciertos cambios.<P>\nUna no muestra señales de vida, pero la otra sí y se está volviendo de un color rojizo.<P>\nUn rojo muy parecido al color de la sangre. No puedo evitar pensar que es un mal presagio...
N114_C01_110_01_01	Las leyendas dicen que nuestros antepasados provienen de otro planeta.<P>\nEse planeta también tenía un sol, al cual le dieron el nombre de Magma.
N102_C02_110_02_01	Hace unos días vi cómo una enorme masa rojiza era absorbida por el cráter que queda al norte.
N103_C02_110_04_01	Agart es un lugar muy tranquilo, aunque a veces suframos los efectos de los terremotos.
N107_C02_110_06_01	Sin la oscuridad, la luz no puede existir. Hay día porque hay noche, esas son las leyes de la naturaleza.<P>\n¡Eso decían nuestros antepasados!
N106_C01_110_07_01	Mi abuela es la persona más vieja de todo el pueblo. ¡Ella lo sabe todo!
N104_C00_110_08_01	He oído decir que nuestros antepasados salieron del cráter de la montaña, pero que ahora está sellado.<P>\nNo importa, porque sin un barco volador es imposible entrar de todas maneras.
N105_C02_110_09_01	"En este pueblo tenemos una vieja leyenda.<P>\n""Cuando la piedra del sol sea retornada, el camino a la tierra ancestral se abrirá""."
E0046_01_02_a_01	¡¿Eh?!
E0046_01_02_a_02	¡Las Alas Rojas!
E0046_03_02_a_01	¡¿Cómo es que han llegado antes que nosotros?!
E0046_03_02_a_02	Pero ¿contra quién están luchando?
E0046_03_02_a_03	Voy a intentar abrirnos paso. ¡Agarraos bien!
E0046_03_02_a_04	¡Aguanta, pequeña!
E0046_03_02_a_05	¡Estamos perdiendo altura!
E0046_03_02_a_06	¡(CECIL)!
E0046_04_02_a_01	¡(ROZA)!
E0046_04_02_a_02	¿Os encontráis todos bien?
E0046_04_02_a_03	Más o menos... Pero hay que aterrizar. Es demasiado peligroso continuar con la nave en estas condiciones.
E0046_04_02_a_04	No nos queda más remedio. ¡Preparaos para el aterrizaje!
E0047_00_120_a_01	Bienvenidos.
E0047_00_120_a_02	¿Es usted...?
E0047_00_120_a_03	Rey Giott, monarca del inframundo. ¿Qué os trae a mi reino?
E0047_00_120_a_04	Venimos en busca de los Cristales de la Oscuridad.
E0047_00_120_a_05	Ah, ahora entiendo. Buscáis lo mismo que aquellos.<P>\nPero, según parece, no estáis de su parte.
E0047_00_120_a_06	¿Dónde están los Cristales de la Oscuridad?<P>\n¿No me diga que ya no están en sus manos?
E0047_00_120_a_07	Nos han despojado de dos de los cuatro que teníamos.
E0047_00_120_a_08	Siempre vamos un paso por detrás de ellos. ¡Maldita nuestra suerte!
E0047_00_120_a_09	El Cristal del castillo todavía está a salvo.<P>\nNuestros batallones de tanques consiguieron repeler su ataque.
E0047_00_120_a_10	Pudimos ver la batalla entre tanques y barcos voladores antes de llegar aquí.
