MSG_CHAR_NAME_01	塞西爾
MSG_MON_NAME_24	蛹蠶
MSG_MON_NAME_25	妖精隊長
MSG_MON_NAME_26	黑蜥蜴
MSG_MON_NAME_27	堅鋼玳瑁龜
MSG_MON_NAME_28	毛怪妖精
MSG_MON_NAME_29	紫色奶凍怪
MSG_MON_NAME_30	巴隆兵
MSG_MON_NAME_31	將軍
MSG_MON_NAME_32	豪豬
MSG_MON_NAME_33	妖精小殺手
MSG_MON_NAME_34	死亡美人
MSG_MON_NAME_35	怨靈
MSG_MON_NAME_36	骨骼戰士
MSG_MON_NAME_37	蛇雞獸
MSG_MON_NAME_38	石像鬼
MSG_MON_NAME_39	樓陀羅幼雛
MSG_MON_NAME_40	貝爾芬格
MSG_MON_NAME_41	祖
MSG_MON_NAME_42	變形蟲
MSG_MON_NAME_43	短吻鱷
MSG_MON_NAME_44	水虎魚
MSG_MON_NAME_45	巴隆海軍
MSG_MON_NAME_46	上校
MSG_MON_NAME_47	靈魂
MSG_MON_NAME_48	血髏戰士
MSG_MON_NAME_49	屍鬼
MSG_MON_NAME_50	骷髏戰士
MSG_MON_NAME_51	亡魂
MSG_MON_NAME_52	吸血淑女
MSG_MON_NAME_53	伊羅缽那伽
MSG_MON_NAME_54	骨骸龍
MSG_MON_NAME_55	雷魚
MSG_MON_NAME_56	巨吻鱷
MSG_MON_NAME_57	許德拉
MSG_MON_NAME_58	洪水巨蟲
MSG_MON_NAME_59	巴隆近衛軍
MSG_MON_NAME_60	拉米亞
MSG_MON_NAME_61	地獄針鼠
MSG_MON_NAME_62	雙頭蛇
MSG_MON_NAME_63	雷精
MSG_MON_NAME_64	精神吸取者
MSG_MON_NAME_65	那伽
MSG_MON_NAME_66	食人魔
MSG_MON_NAME_67	凱特·西斯
MSG_MON_NAME_68	黑騎士
MSG_MON_NAME_69	人馬騎兵
MSG_MON_NAME_70	吸血小姐
MSG_MON_NAME_71	傀儡師
MSG_MON_NAME_72	傀儡人偶
MSG_MON_NAME_73	昏暗蛾
MSG_MON_NAME_74	魔響貝
MSG_MON_NAME_75	瑪莉德
MSG_MON_NAME_76	惡魔騎士
MSG_MON_NAME_77	犰狳
MSG_MON_NAME_78	守衛女兵
MSG_MON_NAME_79	靈騎士
MSG_MON_NAME_80	那伽大君
MSG_MON_NAME_81	梅杜莎
MSG_MON_NAME_82	恐屍龍
MSG_MON_NAME_83	熔岩龜
MSG_MON_NAME_85	夢魔
MSG_MON_NAME_86	炸彈
MSG_MON_NAME_87	痛楚炸彈
MSG_MON_NAME_88	奇美拉
MSG_MON_NAME_89	地獄龜
MSG_MON_NAME_90	鐵甲犰狳
MSG_MON_NAME_91	烈火猛犬
MSG_MON_NAME_92	戈爾貢
MSG_MON_NAME_93	岩石巨像
MSG_MON_NAME_94	莉莉絲
MSG_MON_NAME_95	拉米亞族長
MSG_MON_NAME_96	諂媚蟾蜍
MSG_MON_NAME_97	致命黴菌
MSG_MON_NAME_98	樓陀羅
MSG_MON_NAME_99	魔法師
MSG_MON_NAME_100	狂暴食人魔
MSG_MON_NAME_101	欺詐人偶
MSG_MON_NAME_102	血色蝠
MSG_MON_NAME_103	阿刺克涅
MSG_MON_NAME_104	火騎士
MSG_MON_NAME_105	機械炮
MSG_MON_NAME_106	治癒炸彈
MSG_MON_NAME_107	暗黑榴彈
MSG_MON_NAME_108	災禍之瞳
MSG_MON_NAME_109	衝擊眼
MSG_MON_NAME_110	長須豹
MSG_MON_NAME_111	機械龍
MSG_MON_NAME_112	愛娜溫
MSG_MON_NAME_113	小精怪
MSG_MON_NAME_114	地底蜈蚣
MSG_MON_NAME_115	深淵巨蟲
MSG_MON_NAME_116	血色眼
MSG_MON_NAME_117	天蠶
MSG_MON_NAME_118	冰蜥蜴
MSG_MON_NAME_119	地獄蛾
MSG_MON_NAME_120	惡魔蝠
MSG_MON_NAME_121	冰霜兇獸
MSG_MON_NAME_122	召喚士
MSG_MON_NAME_123	巫術女郎
MSG_MON_NAME_124	狂暴之門
MSG_MON_NAME_125	諂媚女巫
MSG_MON_NAME_126	瑪門樹精
MSG_MON_NAME_127	智化奇美拉
MSG_MON_NAME_128	月球病毒
MSG_MON_NAME_129	澤姆斯之息
MSG_MON_NAME_130	白色慕斯怪
MSG_MON_NAME_131	黑色布丁
MSG_MON_NAME_132	澤姆斯之念
MSG_MON_NAME_133	秘銀巨像
MSG_MON_NAME_134	綠龍
MSG_MON_NAME_135	布丁公主
MSG_MON_NAME_136	監視眼
MSG_MON_NAME_137	機械兵
MSG_MON_NAME_138	巨人兵
MSG_MON_NAME_139	月女神衛兵
MSG_MON_NAME_140	魔界花
MSG_MON_NAME_141	銀龍
MSG_MON_NAME_142	黃龍
MSG_MON_NAME_143	小惡魔
MSG_MON_NAME_144	真核細胞
MSG_MON_NAME_145	死亡面相
MSG_MON_NAME_146	鐵騎兵
MSG_MON_NAME_147	魔人兵
MSG_MON_NAME_148	堅鋼巨像
MSG_MON_NAME_149	惡精靈
MSG_MON_NAME_150	月骨龍
MSG_MON_NAME_151	偵察眼
MSG_MON_NAME_152	暗黑魔道士
MSG_MON_NAME_153	暗黑巴哈姆特
MSG_MON_NAME_154	原核細胞
MSG_MON_NAME_155	狂潮利維坦
MSG_MON_NAME_156	藍龍
MSG_MON_NAME_157	金龍
MSG_MON_NAME_158	雷龍
MSG_MON_NAME_159	白龍
MSG_MON_NAME_160	紅龍
MSG_MON_NAME_161	凶惡巨獸
MSG_MON_NAME_162	霧龍
MSG_MON_NAME_163	八足巨妖
MSG_MON_NAME_164	蟻獅
MSG_MON_NAME_165	炸彈之母
MSG_MON_NAME_166	斯卡米留尼
MSG_MON_NAME_167	貝迦恩
MSG_MON_NAME_168	右手
MSG_MON_NAME_169	左手
MSG_MON_NAME_170	凱納槽
MSG_MON_NAME_171	暗黑精靈
MSG_MON_NAME_172	多格
MSG_MON_NAME_173	馬格
MSG_MON_NAME_174	拉格
MSG_MON_NAME_175	高貝扎
MSG_MON_NAME_176	巴爾巴莉希亞
MSG_MON_NAME_177	卡爾克
MSG_MON_NAME_178	卡爾克布莉娜
MSG_MON_NAME_179	黑龍
MSG_MON_NAME_180	博士
MSG_MON_NAME_181	巴爾納伯
MSG_MON_NAME_182	盧格
MSG_MON_NAME_183	艾布拉納王
MSG_MON_NAME_184	艾布拉納王妃
MSG_MON_NAME_185	盧比坎特
MSG_MON_NAME_186	奧汀
MSG_MON_NAME_187	利維坦
MSG_MON_NAME_188	巴哈姆特
MSG_MON_NAME_189	惡魔牆
MSG_MON_NAME_190	阿修羅
MSG_MON_NAME_191	四天王
MSG_MON_NAME_192	暗龍
MSG_MON_NAME_193	魚人
MSG_MON_NAME_194	控制系統
MSG_MON_NAME_195	防禦系統
MSG_MON_NAME_196	澤姆斯
MSG_MON_NAME_197	澤羅姆斯
MSG_MON_NAME_198	龍騎士
MSG_MON_NAME_199	吟遊詩人
MSG_MON_NAME_200	武僧
MSG_MON_NAME_201	暗黑騎士
MSG_MON_NAME_202	女孩
MSG_MON_NAME_204	浮游之眼
MSG_MON_NAME_205	祖
MSG_MON_NAME_206	布莉娜
MSG_MON_NAME_207	骨魂
MSG_MON_NAME_208	合體機器人
MSG_MON_NAME_209	攻擊系統
MSG_MON_NAME_210	神秘蛋
MSG_MON_NAME_211	斯卡米留尼 二
MSG_MON_NAME_212	凱納槽 二
MSG_MON_NAME_213	巴爾巴莉希亞 二
MSG_MON_NAME_214	盧比坎特 二
MSG_LOCATION_STICK	(AREA_NAME)　(MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	地表
MSG_MAP_NAME_02	地底
MSG_MAP_NAME_03	月球
MSG_MAP_NAME_04	巴隆城
MSG_MAP_NAME_05	巴隆鎮
MSG_MAP_NAME_06	凱波
MSG_MAP_NAME_07	達姆希安城
MSG_MAP_NAME_08	法布爾城
MSG_MAP_NAME_09	密西迪亞
MSG_MAP_NAME_10	迷霧村
MSG_MAP_NAME_11	秘銀村
MSG_MAP_NAME_12	艾布拉納城
MSG_MAP_NAME_13	特羅亞鎮
MSG_MAP_NAME_14	特羅亞城
MSG_MAP_NAME_15	阿加爾特
MSG_MAP_NAME_16	堅鋼島洞窟
MSG_MAP_NAME_17	矮人城
MSG_MAP_NAME_18	特美拉
MSG_MAP_NAME_19	可可羅的家
MSG_MAP_NAME_20	哼哼引導兔的住所
MSG_MAP_NAME_21	月民之館
MSG_MAP_NAME_23	陸行鳥村
MSG_MAP_NAME_24	地下水脈
MSG_MAP_NAME_25	蟻獅洞窟
MSG_MAP_NAME_26	霍布斯山
MSG_MAP_NAME_27	試煉之山
MSG_MAP_NAME_28	古老水路
MSG_MAP_NAME_29	磁力洞窟
MSG_MAP_NAME_30	佐特塔
MSG_MAP_NAME_31	巴別塔
MSG_MAP_NAME_32	艾布拉納洞窟
MSG_MAP_NAME_33	風精靈洞窟
MSG_MAP_NAME_34	幻獸洞窟
MSG_MAP_NAME_35	幻獸鎮
MSG_MAP_NAME_36	封印洞窟
MSG_MAP_NAME_37	月面地下通道
MSG_MAP_NAME_38	幻獸神洞窟
MSG_MAP_NAME_39	巴別巨人
MSG_MAP_NAME_40	月面地下溪谷
MSG_MAP_NAME_41	霧之洞窟
MSG_MAP_NAME_47	訓練室
MSG_MAP_NAME_48	祈福之館
MSG_MAP_NAME_87	祈福之塔
MSG_MAP_NAME_54	矮人基地
MSG_MAP_NAME_56	通往地下的瀑布
MSG_MAP_NAME_59	蟻獅巢穴
MSG_MAP_NAME_60	通往巴別塔的密道
MSG_MAP_NAME_63	巨人口
MSG_MAP_NAME_64	巨人頸
MSG_MAP_NAME_65	巨人胸
MSG_MAP_NAME_66	巨人腹
MSG_MAP_NAME_67	巨人內部通道
MSGARA_NAME_36	巨人內部樓梯間
MSGARA_NAME_39	巨人控制裝置
MSG_MAP_NAME_69	艾布拉納鎮
MSG_MAP_NAME_70	陸行鳥之森 巴隆
MSG_MAP_NAME_71	陸行鳥之森 法布爾
MSG_MAP_NAME_72	陸行鳥之森 密西迪亞
MSG_MAP_NAME_73	陸行鳥之森 特羅亞
MSG_MAP_NAME_74	陸行鳥之森 南海孤島
MSG_MAP_NAME_75	風精靈之家
MSG_MAP_NAME_76	地下湖
MSG_MAP_NAME_77	霧之洞窟南口
MSG_MAP_NAME_78	霧之洞窟北口
MSG_MAP_NAME_79	地下水脈南口
MSG_MAP_NAME_80	地下水脈北口
MSG_MAP_NAME_81	霍布斯山西口
MSG_MAP_NAME_82	霍布斯山東口
MSG_MAP_NAME_83	月面地下通道西南口
MSG_MAP_NAME_84	月面地下通道西北口
MSG_MAP_NAME_85	月面地下通道東北口
MSG_MAP_NAME_86	月面地下通道東南口
MSG_MAP_NAME_88	月面地下通道東
MSG_MAP_NAME_89	月面地下通道西
MSGARA_NAME_09	水晶之間
MSGARA_NAME_10	魔鬼之路
MSGARA_NAME_01	旅店
MSGARA_NAME_02	酒館
MSGARA_NAME_03	酒館二層
MSGARA_NAME_04	旅店道具店
MSGARA_NAME_05	道具店
MSGARA_NAME_06	武器店
MSGARA_NAME_07	防具店
MSGARA_NAME_08	武器防具店
MSGARA_NAME_11	西塔一層
MSGARA_NAME_12	西塔二層
MSGARA_NAME_13	西塔三層
MSGARA_NAME_14	東塔一層
MSGARA_NAME_15	東塔二層
MSGARA_NAME_16	東塔三層
MSGARA_NAME_17	東塔地下一層
MSGARA_NAME_18	東塔地下二層
MSGARA_NAME_19	密室
MSGARA_NAME_20	一層
MSGARA_NAME_21	二層
MSGARA_NAME_22	三層
MSGARA_NAME_23	四層
MSGARA_NAME_24	五層
MSGARA_NAME_25	六層
MSGARA_NAME_26	七層
MSGARA_NAME_27	地下一層
MSGARA_NAME_28	地下二層
MSGARA_NAME_29	地下三層
MSGARA_NAME_30	地下四層
MSGARA_NAME_31	地下五層
MSGARA_NAME_32	地下六層
MSGARA_NAME_33	地下七層
MSGARA_NAME_34	第三階段
MSGARA_NAME_35	第七階段
MSGARA_NAME_37	大殿
MSGARA_NAME_38	山頂
MSGARA_NAME_40	西口
MSGARA_NAME_41	地下通道
MSGARA_NAME_42	地牢
MSGARA_NAME_43	地底一層
MSGARA_NAME_44	地底二層
MSGARA_NAME_45	地底三層
MSGARA_NAME_46	地底四層
MSGARA_NAME_47	地底五層
MSGARA_NAME_48	地底六層
MSGARA_NAME_49	地底七層
MSGARA_NAME_50	地底八層
MSGARA_NAME_51	東口
MSGARA_NAME_52	南口
MSGARA_NAME_53	入口
MSGARA_NAME_54	北口
MSGARA_NAME_55	牢房
MSGARA_NAME_56	牢房地下一層
MSGARA_NAME_57	第五階段
MSGARA_NAME_58	地下八層
MSGARA_NAME_59	地下九層
MSGARA_NAME_60	地下十層
MSGARA_NAME_61	地下十一層
MSGARA_NAME_62	地下十二層
MSG_MAP_NAME_42	(CECIL)的房間
MSG_MAP_NAME_43	黑魔法研究室
MSG_MAP_NAME_44	白魔法研究室
MSG_MAP_NAME_45	(CID)的家
MSG_MAP_NAME_46	(ROZA)的家
MSG_MAP_NAME_49	帝王酒吧
MSG_MAP_NAME_50	黑陸行鳥養殖園
MSG_MAP_NAME_51	黑陸行鳥養殖園地下一層
MSG_MAP_NAME_52	天文台
MSG_MAP_NAME_53	觀測室
MSG_MAP_NAME_55	啦哩吼酒吧
MSG_MAP_NAME_62	幻獸圖書館
MSG_MAP_NAME_90	醫務室
MSG_SYSTEM_001	關閉
MSG_SYSTEM_002	返回
MSG_SYSTEM_328	離開
MSG_SYSTEM_003	是
MSG_SYSTEM_004	否
MSG_SYSTEM_010	/
MSG_SYSTEM_011	：
MSG_SYSTEM_015	×
MSG_SYSTEM_018	次
MSG_SYSTEM_019	％
MSG_SYSTEM_020	？？？？？？？？
MSG_SYSTEM_022	確定
MSG_SYSTEM_340	完成
MSG_SYSTEM_024	默認
MSG_SYSTEM_026	先發制人的機會！
MSG_SYSTEM_027	突然襲擊！
MSG_SYSTEM_028	背後受敵！
MSG_SYSTEM_030	隊伍全滅了……
MSG_SYSTEM_034	沒有效果
MSG_SYSTEM_035	逃跑了
MSG_SYSTEM_036	無法逃跑！
MSG_SYSTEM_037	ＭＰ不足！
MSG_SYSTEM_040	嗚……什麼也想不起來
MSG_SYSTEM_042	蛙變之歌
MSG_SYSTEM_043	催眠曲
MSG_SYSTEM_044	誘惑之歌
MSG_SYSTEM_045	沉默之歌
MSG_SYSTEM_046	藥劑不足
MSG_SYSTEM_047	祈禱未成功
MSG_SYSTEM_048	同步失敗
MSG_SYSTEM_049	魔力上升！
MSG_SYSTEM_050	使敵人受到驚嚇！
MSG_SYSTEM_051	沒有明顯弱點
MSG_SYSTEM_052	對火屬性抵抗力低
MSG_SYSTEM_053	對冰屬性抵抗力低
MSG_SYSTEM_054	對雷屬性抵抗力低
MSG_SYSTEM_055	對暗屬性抵抗力低
MSG_SYSTEM_056	對聖屬性抵抗力低
MSG_SYSTEM_057	對投擲武器抵抗力低
MSG_SYSTEM_058	盜取失敗！
MSG_SYSTEM_059	被怪物發現了！
MSG_SYSTEM_060	偷到了(ITEM_N)！
MSG_SYSTEM_061	(FC_0)／(FC_9)
MSG_SYSTEM_075	中毒傷害
MSG_SYSTEM_076	ＨＰ漸漸恢復！
MSG_SYSTEM_077	積蓄力量攻擊力提高至兩倍！
MSG_SYSTEM_078	防禦力提高
MSG_SYSTEM_079	獲得ＧＩＬ
MSG_SYSTEM_080	獲得經驗值
MSG_SYSTEM_081	獲得道具
MSG_SYSTEM_082	繼續
MSG_SYSTEM_083	結束
MSG_SYSTEM_084	LEVEL UP
MSG_SYSTEM_330	(CHA_N)學會了(MAGC_N)！
MSG_SYSTEM_085	攻擊
MSG_SYSTEM_086	暗黑
MSG_SYSTEM_087	道具
MSG_SYSTEM_088	跳躍
MSG_SYSTEM_089	白魔法
MSG_SYSTEM_090	祈禱
MSG_SYSTEM_091	狙擊
MSG_SYSTEM_092	黑魔法
MSG_SYSTEM_093	召喚
MSG_SYSTEM_094	回憶
MSG_SYSTEM_095	凝氣
MSG_SYSTEM_096	踢擊
MSG_SYSTEM_097	忍耐
MSG_SYSTEM_098	吟唱
MSG_SYSTEM_099	藥劑
MSG_SYSTEM_100	隱遁
MSG_SYSTEM_101	逞強
MSG_SYSTEM_102	合力詠唱
MSG_SYSTEM_103	裝哭
MSG_SYSTEM_104	調查
MSG_SYSTEM_105	投擲
MSG_SYSTEM_106	盜取
MSG_SYSTEM_107	忍術
MSG_SYSTEM_108	精神波
MSG_SYSTEM_109	袒護
MSG_SYSTEM_110	停止保護
MSG_SYSTEM_111	現身
MSG_SYSTEM_112	換列
MSG_SYSTEM_113	防禦
MSG_SYSTEM_338	跳過
MSG_SYSTEM_114	中毒
MSG_SYSTEM_115	失明
MSG_SYSTEM_116	沉默
MSG_SYSTEM_117	豬變
MSG_SYSTEM_118	縮小
MSG_SYSTEM_119	蛙變
MSG_SYSTEM_120	石化
MSG_SYSTEM_121	無法戰鬥
MSG_SYSTEM_122	狂暴
MSG_SYSTEM_123	混亂
MSG_SYSTEM_124	睡眠
MSG_SYSTEM_125	麻痹
MSG_SYSTEM_126	浮空
MSG_SYSTEM_127	詛咒
MSG_SYSTEM_128	死亡宣告
MSG_SYSTEM_129	停止
MSG_SYSTEM_131	反射
MSG_SYSTEM_339	磁力
MSG_SYSTEM_341	恢復ＨＰ
MSG_SYSTEM_398	失血
MSG_SYSTEM_132	失誤！
MSG_SYSTEM_134	反擊
MSG_SYSTEM_135	道具
MSG_SYSTEM_136	魔法
MSG_SYSTEM_137	裝備
MSG_SYSTEM_138	狀態
MSG_SYSTEM_139	隊形
MSG_SYSTEM_140	設定
MSG_SYSTEM_141	中斷
MSG_SYSTEM_142	保存
MSG_SYSTEM_143	ＧＩＬ
MSG_SYSTEM_144	時間
MSG_SYSTEM_145	ＬＶ
MSG_SYSTEM_146	ＨＰ
MSG_SYSTEM_147	ＭＰ
MSG_SYSTEM_148	貴重物品
MSG_SYSTEM_149	使用
MSG_SYSTEM_150	整頓
MSG_SYSTEM_151	(STATUS_NAME)＋(VALUE_NUM)
MSG_SYSTEM_152	(STATUS_NAME)－(VALUE_NUM)
MSG_SYSTEM_153	(FULL_SPACE)
MSG_SYSTEM_154	當前沒有任何道具。
MSG_SYSTEM_155	當前沒有任何貴重物品。
MSG_SYSTEM_331	當前沒有能在戰鬥中使用的道具。
MSG_SYSTEM_156	當前沒有適合這件裝備的角色。
MSG_SYSTEM_157	(RYDIA)學會了(MAGC_N)。
MSG_SYSTEM_160	無法使用魔法。
MSG_SYSTEM_161	消耗ＭＰ
MSG_SYSTEM_345	召喚
MSG_SYSTEM_318	全員
MSG_SYSTEM_319	按習得順序
MSG_SYSTEM_320	按MP上升順序
MSG_SYSTEM_321	按MP下降順序
MSG_SYSTEM_329	請選擇想要整頓的類別。
MSG_SYSTEM_322	自己選擇魔法進行排列。
MSG_SYSTEM_323	按習得魔法的順序進行自動排列。
MSG_SYSTEM_324	按魔法消耗MP從小到大的順序進行自動排列。
MSG_SYSTEM_325	按魔法消耗MP從大到小的順序進行自動排列。
MSG_SYSTEM_326	按魔法的發音順序進行自動排列。
MSG_SYSTEM_163	最強裝備
MSG_SYSTEM_164	卸除
MSG_SYSTEM_165	全部卸除
MSG_SYSTEM_166	空手
MSG_SYSTEM_167	無
MSG_SYSTEM_168	右手
MSG_SYSTEM_169	左手
MSG_SYSTEM_170	頭部
MSG_SYSTEM_171	身體
MSG_SYSTEM_172	手臂
MSG_SYSTEM_173	經驗值
MSG_SYSTEM_174	升級所需：
MSG_SYSTEM_175	力量
MSG_SYSTEM_176	敏捷
MSG_SYSTEM_177	體力
MSG_SYSTEM_178	智力
MSG_SYSTEM_179	精神
MSG_SYSTEM_180	攻擊
MSG_SYSTEM_181	命中率
MSG_SYSTEM_182	防禦
MSG_SYSTEM_183	閃避率
MSG_SYSTEM_184	魔法防禦
MSG_SYSTEM_185	魔法閃避率
MSG_SYSTEM_186	右利手
MSG_SYSTEM_187	左利手
MSG_SYSTEM_188	兩手同利
MSG_SYSTEM_189	（利手）
MSG_SYSTEM_190	指令
MSG_SYSTEM_192	保存資料
MSG_SYSTEM_194	空
MSG_SYSTEM_344	yyyy/MM/dd　H:mm
MSG_SYSTEM_195	要對誰使用？
MSG_SYSTEM_196	我方全體
MSG_SYSTEM_197	我方單體
MSG_SYSTEM_198	敵方全體
MSG_SYSTEM_199	敵方單體
MSG_SYSTEM_200	全體
MSG_SYSTEM_201	操作說明
MSG_SYSTEM_202	切換指令
MSG_SYSTEM_203	更換裝備
MSG_SYSTEM_204	選擇道具
MSG_SYSTEM_205	選擇
MSG_SYSTEM_206	上一頁/下一頁
MSG_SYSTEM_207	關閉選單
MSG_SYSTEM_208	取消
MSG_SYSTEM_209	切換說明
MSG_SYSTEM_428	跳下
MSG_SYSTEM_438	放下
MSG_SYSTEM_333	變更隊列
MSG_SYSTEM_346	切換全體
MSG_SYSTEM_347	切換單體
MSG_SYSTEM_305	擴大
MSG_SYSTEM_306	縮小
MSG_SYSTEM_307	移動
MSG_SYSTEM_210	手動
MSG_SYSTEM_327	武器
MSG_SYSTEM_211	防具
MSG_SYSTEM_212	名字
MSG_SYSTEM_213	自己選擇道具進行排列。
MSG_SYSTEM_214	按消費道具在前的順序進行自動排列。
MSG_SYSTEM_215	按武器在前的順序進行自動排列。
MSG_SYSTEM_216	按防具在前的順序進行自動排列。
MSG_SYSTEM_217	按道具的發音順序進行自動排列。
MSG_SYSTEM_218	暫停/重開
MSG_SYSTEM_219	同時長按：逃跑
MSG_SYSTEM_220	選擇敵方時：切換全體/單體
MSG_SYSTEM_221	選擇我方時：切換全體/單體
MSG_SYSTEM_222	選擇列表時：上一頁
MSG_SYSTEM_223	選擇列表時：下一頁
MSG_SYSTEM_224	跳過行動
MSG_SYSTEM_225	開始/結束自動戰鬥
MSG_SYSTEM_226	暫停/重開
MSG_SYSTEM_227	逃跑
MSG_SYSTEM_228	返回/取消
MSG_SYSTEM_229	從選擇道具切換到更換裝備
MSG_SYSTEM_230	從更換裝備切換到選擇道具
MSG_SYSTEM_231	從選擇單體對象切換到選擇全體對象
MSG_SYSTEM_232	從選擇全體對象切換到選擇單體對象
MSG_SYSTEM_233	返回初期設定
MSG_SYSTEM_235	變更
MSG_SYSTEM_236	武器店
MSG_SYSTEM_237	防具店
MSG_SYSTEM_238	道具店
MSG_SYSTEM_400	武器防具店
MSG_SYSTEM_401	酒館
MSG_SYSTEM_239	價格
MSG_SYSTEM_240	購買數
MSG_SYSTEM_241	出售數
MSG_SYSTEM_242	合計
MSG_SYSTEM_243	買入
MSG_SYSTEM_244	賣出
MSG_SYSTEM_245	離開
MSG_SYSTEM_246	持有數
MSG_SYSTEM_247	裝備數
MSG_SYSTEM_249	新遊戲
MSG_SYSTEM_250	載入資料
MSG_SYSTEM_251	TAP TO START
MSG_SYSTEM_252	PRESS ANY BUTTON
MSG_SYSTEM_253	©SQUARE ENIX CO., LTD. All Rights Reserved.\nLOGO & IMAGE ILLUSTRATION: ©YOSHITAKA AMANO
MSG_SYSTEM_254	特典
MSG_SYSTEM_255	選項
MSG_SYSTEM_256	怪物圖鑒
MSG_SYSTEM_257	音樂播放器
MSG_SYSTEM_260	隱私政策
MSG_SYSTEM_261	LICENSE
MSG_SYSTEM_262	畫廊
MSG_SYSTEM_263	寶箱
MSG_SYSTEM_264	道具
MSG_SYSTEM_265	通知
MSG_SYSTEM_308	觸摸移動模式
MSG_SYSTEM_267	保存完成
MSG_SYSTEM_268	要覆蓋已有保存資料嗎？
MSG_SYSTEM_314	保存資料已損壞。
MSG_SYSTEM_315	保存失敗。
MSG_SYSTEM_270	自動保存
MSG_SYSTEM_271	中斷保存資料
MSG_SYSTEM_332	通關資料
MSG_SYSTEM_272	要保存當前狀態嗎？
MSG_SYSTEM_273	中斷資料保存完成。
MSG_SYSTEM_316	中斷資料已損壞。
MSG_SYSTEM_317	中斷保存失敗。
MSG_SYSTEM_436	遊玩遊戲所需空間不足。\n請刪除多餘資料留出足夠的空間。
MSG_SYSTEM_274	要載入此資料嗎？
MSG_SYSTEM_275	要保存通關進度嗎？
MSG_SYSTEM_276	※以最終戰之前的狀態儲存進度。
MSG_SYSTEM_277	保存完成。\n返回標題畫面嗎？
MSG_SYSTEM_278	未保存通關進度。\n確定要返回標題畫面嗎？
MSG_SYSTEM_280	切換地圖
MSG_SYSTEM_284	現在位置
MSG_SYSTEM_343	陸行鳥
MSG_SYSTEM_285	黑陸行鳥
MSG_SYSTEM_286	企業號
MSG_SYSTEM_287	飛隼號
MSG_SYSTEM_288	氣墊船
MSG_SYSTEM_289	魔導船
MSG_SYSTEM_399	要從最新的保存資料開始嗎？
MSG_CFG_INF_01	系統
MSG_CFG_INF_135	戰鬥模式
MSG_CFG_INF_136	戰鬥速度
MSG_CFG_INF_137	戰鬥信息
MSG_CFG_INF_138	等待
MSG_CFG_INF_139	即時
MSG_CFG_INF_02	記憶游標位置
MSG_CFG_INF_03	保持自動戰鬥
MSG_CFG_INF_05	語言設定
MSG_CFG_INF_06	返回標題畫面
MSG_CFG_INF_07	結束遊戲
MSG_CFG_INF_93	畫面設定
MSG_CFG_INF_09	畫面模式
MSG_CFG_INF_94	解析度
MSG_CFG_INF_153	圖像顯示
MSG_CFG_INF_11	亮度設定
MSG_CFG_INF_12	聲音
MSG_CFG_INF_13	總音量
MSG_CFG_INF_14	音樂音量
MSG_CFG_INF_15	音效音量
MSG_CFG_INF_140	設定戰鬥中的時間流逝情況。
MSG_CFG_INF_141	選擇魔法和道具時時間暫時停止。
MSG_CFG_INF_142	選擇魔法和道具時時間保持流動。
MSG_CFG_INF_143	設定戰鬥中時間流逝的速度。
MSG_CFG_INF_144	設定戰鬥中文字的顯示速度。
MSG_CFG_INF_95	設定是否保持上一次游標的位置。
MSG_CFG_INF_96	設定下次戰鬥是否保持自動戰鬥狀態。
MSG_CFG_INF_99	設定畫面的亮度。
MSG_CFG_INF_100	設定遊戲的整體音量。
MSG_CFG_INF_101	設定背景音樂的音量。
MSG_CFG_INF_102	設定音效的音量。
MSG_CFG_INF_104	設定遊戲手柄的按鍵。
MSG_CFG_INF_105	設定鍵盤的按鍵。
MSG_CFG_INF_106	返回標題畫面。將會廢棄沒有保存的資料。
MSG_CFG_INF_107	結束遊戲。將會廢棄沒有保存的資料。
MSG_CFG_INF_108	將遊戲手柄的按鍵恢復為初期設定。
MSG_CFG_INF_109	將鍵盤的按鍵恢復為初期設定。
MSG_CFG_INF_158	可以設定畫面圖像的查看方式。
MSG_CFG_INF_18	手柄設定
MSG_CFG_INF_19	確定
MSG_CFG_INF_21	打開/關閉選單
MSG_CFG_INF_23	上一頁
MSG_CFG_INF_24	下一頁
MSG_CFG_INF_25	切換顯示角色（向左）
MSG_CFG_INF_26	切換顯示角色（向右）
MSG_CFG_INF_28	鍵盤設定
MSG_CFG_INF_29	向上移動
MSG_CFG_INF_30	向下移動
MSG_CFG_INF_31	向左移動
MSG_CFG_INF_32	向右移動
MSG_CFG_INF_145	鍵盤
MSG_CFG_INF_146	滑鼠
MSG_CFG_INF_33	遊戲手柄操作方法
MSG_CFG_INF_110	奔跑（按住移動）
MSG_CFG_INF_113	開啟/關閉自動戰鬥
MSG_CFG_INF_114	打開/關閉地圖
MSG_CFG_INF_115	開啟/關閉小地圖
MSG_CFG_INF_148	暫停（戰鬥中）
MSG_CFG_INF_34	鍵盤操作方法
MSG_CFG_INF_116	頁面滾動條
MSG_CFG_INF_117	大地圖畫面
MSG_CFG_INF_118	打開選單
MSG_CFG_INF_119	打開地圖
MSG_CFG_INF_120	切換移動模式
MSG_CFG_INF_121	對話
MSG_CFG_INF_147	調查
