MSG_CHAR_NAME_01	เซซิล
MSG_ARMOR_INF_44	ชุดเกราะที่ทนต่อการโจมตีของผีดิบและป้องกันสถานะผิดปกติหลายอย่าง
MSG_ARMOR_INF_45	เซ็ตเสื้อผ้าทั่วไป
MSG_ARMOR_INF_46	เสื้อผ้าที่ทำจากหนังสัตว์
MSG_ARMOR_INF_47	เสื้อผ้าที่ป้องกันอาการค่อย ๆ กลายเป็นหิน
MSG_ARMOR_INF_48	ชุดคลุมที่ทำจากด้ายศักดิ์สิทธิ์
MSG_ARMOR_INF_49	ชุดคลุมที่ทำขึ้นสำหรับผู้ใช้มนตร์ดำ
MSG_ARMOR_INF_50	ชุดคลุมที่ทนต่อการโจมตีของผีดิบและสายฟ้า
MSG_ARMOR_INF_51	ชุดคลุมที่ทนต่อความมืดซึ่งทำขึ้นมาสำหรับผู้ใช้มนต์ขาว
MSG_ARMOR_INF_52	สายสะพายทำจากด้ายพิเศษ
MSG_ARMOR_INF_53	เสื้อผ้าที่ทนต่อการเป็นอัมพาตซึ่งเทพีแห่งสวรรค์เคยสวมใส่
MSG_ARMOR_INF_54	เสื้อผ้าที่ป้องกันคาถาหลับใหล
MSG_ARMOR_INF_55	เสื้อผ้าที่ป้องกันการเป็นใบ้
MSG_ARMOR_INF_56	เสื้อผ้าที่นักสู้ชื่นชอบ
MSG_ARMOR_INF_57	เสื้อผ้าที่เบาและสบายจากดินแดนอันไกลโพ้น
MSG_ARMOR_INF_58	ชุดเกราะอะแมนดาไทท์ที่ป้องกันสถานะผิดปกติหลายอย่างและทนต่อไฟน้ำแข็งและสายฟ้า
MSG_ARMOR_INF_59	ชุดสีดำล้วนที่นำมาจากดินแดนอันไกลโพ้น
MSG_ARMOR_INF_60	ถุงมือที่ทำจากเหล็ก
MSG_ARMOR_INF_61	ถุงมือที่แฝงไปด้วยอำนาจมืดอันทรงพลัง
MSG_ARMOR_INF_62	ถุงมือที่ว่ากันว่าเคยเป็นของปีศาจ
MSG_ARMOR_INF_63	ถุงมือที่ว่ากันว่าปีศาจเคยครอบครอง
MSG_ARMOR_INF_64	ถุงมือที่ทนต่อการโจมตีของพวกผีดิบ
MSG_ARMOR_INF_65	ถุงมือที่ทนต่อการโจมตีของผีปอบ
MSG_ARMOR_INF_66	ถุงมือที่ทนต่อสายฟ้า
MSG_ARMOR_INF_67	ถุงมือที่ทนศัตรูที่เป็นยักษ์ได้และป้องกันสถานะมินิ
MSG_ARMOR_INF_68	ถุงมือที่เคยมีการใช้ในดินแดนอันไกลโพ้น
MSG_ARMOR_INF_69	ถุงมือที่ทนต่อการโจมตีของมังกร ไฟ น้ำแข็งและสายฟ้า
MSG_ARMOR_INF_70	ถุงมือที่ทนต่อการโจมตีของพวกผีดิบ
MSG_ARMOR_INF_71	ปลอกแขนที่ทำจากเหล็ก
MSG_ARMOR_INF_72	แหวนที่ป้องกันสถานะกลายเป็นหมู
MSG_ARMOR_INF_73	ปลอกแขนที่ทนต่อการโจมตีของผีปอบ
MSG_ARMOR_INF_74	สายรัดข้อมือที่เพิ่มพลังของนักสู้
MSG_ARMOR_INF_75	ปลอกแขนที่ทนต่อการโจมตีทางเวทและป้องกันการเป็นใบ้
MSG_ARMOR_INF_76	แหวนที่ทนต่อการโจมตีของมังกรและป้องกันการสับสนการหลับใหลและการเป็นอัมพาต
MSG_ARMOR_INF_77	ปลอกแขนที่ทนต่อสายฟ้า
MSG_ARMOR_INF_78	แหวนที่ทนต่อไฟ น้ำแข็งและสายฟ้า
MSG_ARMOR_INF_79	แหวนที่เสริมการทนทานต่อธาตุ
MSG_ARMOR_INF_80	Armor resistant against lightning.
MSG_ARMOR_INF_81	Armor of the legendary dragoon.
MSG_ARMOR_INF_82	Armor made in worship of an ancient leader.
MSG_ARMOR_INF_83	Armor made by great blacksmiths.
MSG_ARMOR_INF_84	Jacket resistant against fire.
MSG_ARMOR_INF_85	Suit that prevents Curse.
MSG_ARMOR_INF_86	Chocobo suit that prevents poison.
MSG_ARMOR_INF_87	Cat suit that prevents poison.
MSG_ARMOR_INF_88	Gear that prevents Curse, Pig, and Toad.
MSG_ARMOR_INF_89	Vest that prevents Poison, Petrify, and Paralyze.
MSG_ARMOR_INF_90	Vest resistant against all attributes.
MSG_ARMOR_INF_91	Robe that prevents silence.
MSG_ARMOR_INF_92	Robe resistant against fire, ice, and lightning.
MSG_ARMOR_INF_93	Robe resistant against magic.
MSG_ARMOR_INF_94	Dress of purity that is resistant against undead.
MSG_ARMOR_INF_95	Shield that can only be equipped by true heroes.
MSG_ARMOR_INF_96	Shield found after making a deal with a Fat Chocobo.  Resistant to Confuse.
MSG_ARMOR_INF_97	Crown that prevents Toad, Mini, and Pig.
MSG_ARMOR_INF_98	Hood resistant against ice.
MSG_ARMOR_INF_99	Mask that prevents Paralyze.
MSG_ARMOR_INF_100	Hat resistant against fire.
MSG_ARMOR_INF_101	Discovered after seven trading cards were collected.  Resistant to many conditions.
MSG_ARMOR_INF_102	Rosa's special hat.  Resists Sleep, Silence, Confuse, and Pig.
MSG_ARMOR_INF_103	Rydia's special hat.  Resists Silence, Confuse, and Mini.
MSG_ARMOR_INF_104	Edward's special crown.  Resistant Poison, Petrify, Silence, and Confuse.
MSG_ARMOR_INF_105	Yang's special mask.  Resistant to sleep.
MSG_ARMOR_INF_106	Palom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_107	Porom's special hat.  Resists Mini, Toad, and Pig.
MSG_ARMOR_INF_108	Helm resistant against lightning.
MSG_ARMOR_INF_109	Paladin Cecil's special helmet.
MSG_ARMOR_INF_110	Kain's special helmet.
MSG_ARMOR_INF_111	Edge's special helmet.  Resistant to confuse.
MSG_ARMOR_INF_112	Cid's special helmet.  Resistant to petrify.
MSG_ARMOR_INF_113	Armor from a faraway world that anyone can equip, as another rando has proven.  Resistant to fire and silence.
MSG_ARMOR_INF_114	A shield from a faraway world that anyone can equip, as another randomizer has proven.
MSG_ITEM_INF_01	ให้ผลลัพธ์เหมือนกับคาถาไฟ
MSG_ITEM_INF_02	ให้ผลลัพธ์เหมือนกับคาถาไฟร่า
MSG_ITEM_INF_03	หินที่ให้ผลลัพธ์เหมือนกับคาถาพายุหิมะ
MSG_ITEM_INF_04	หินที่ให้ผลลัพธ์เหมือนกับคาถาบลิซซารา
MSG_ITEM_INF_05	รูปปั้นที่ให้ผลลัพธ์เหมือนกับคาถาสายฟ้า
MSG_ITEM_INF_06	รูปปั้นที่ให้ผลลัพธ์เหมือนกับคาถาธันดารา
MSG_ITEM_INF_07	ทรายที่ให้ผลลัพธ์เหมือนกับคาถาดาวหาง
MSG_ITEM_INF_08	รูปปั้นที่ให้ผลลัพธ์เหมือนกับคาถาออสโมส
MSG_ITEM_INF_09	เขี้ยวที่ให้ผลลัพธ์เหมือนกับคาถาเดรน
MSG_ITEM_INF_10	เครื่องดื่มที่ให้ผลลัพธ์เหมือนกับคาถาบ้าระห่ำ
MSG_ITEM_INF_11	รองเท้าที่ให้ผลลัพธ์เหมือนกับคาถาเร่งรีบ
MSG_ITEM_INF_12	นาฬิกาที่ให้ผลลัพธ์เหมือนกับคาถาหยุด
MSG_ITEM_INF_13	นาฬิกาที่ให้ผลลัพธ์เหมือนกับคาถาหยุดแต่สามารถหยุดได้นานกว่า
MSG_ITEM_INF_14	นาฬิกาที่ให้ผลลัพธ์เหมือนกับคาถาหยุดแต่สามารถหยุดได้นานกว่ามาก
MSG_ITEM_INF_15	ด้ายเหนียวที่ให้ผลลัพธ์เหมือนกับคาถาช้า
MSG_ITEM_INF_16	ตุ๊กตาที่ให้ผลลัพธ์เหมือนกับคาถากะพริบตา
MSG_ITEM_INF_17	เขี้ยวมังกรที่สามารถสร้างความเสียหายด้วยไฟ
MSG_ITEM_INF_18	เขี้ยวมังกรที่สามารถสร้างความเสียหายด้วยน้ำแข็ง
MSG_ITEM_INF_19	เขี้ยวมังกรที่สามารถสร้างความเสียหายด้วยสายฟ้า
MSG_ITEM_INF_20	ม่านที่ให้ผลลัพธ์เหมือนกับคาถาสะท้อน
MSG_ITEM_INF_21	สร้างความเสียหายแลกเปลี่ยนกับชีวิตของผู้ใช้
MSG_ITEM_INF_22	ม่านที่ทำให้การโจมตีไม่เกิดผลและให้ใช้คาถาสะท้อน
MSG_ITEM_INF_23	ระฆังที่ให้ผลลัพธ์เหมือนกับคาถาเป็นใบ้
MSG_ITEM_INF_24	กลองที่ให้ผลลัพธ์เหมือนกับคาถาแผ่นดินไหว
MSG_ITEM_INF_25	คริสตัลที่ส่องแสงศักดิ์สิทธิ์ออกมา
MSG_ITEM_INF_26	หนวดที่ให้ผลลัพธ์เหมือนกับคาถาเดธ
MSG_ITEM_INF_27	ตำราที่ใช้เรียกปีศาจ เจ้าจะรู้ว่าเป็นปีศาจตัวไหนก็ต่อเมื่อได้ลองเรียกออกมา!
MSG_ITEM_INF_28	ตำราที่ให้ผลลัพธ์เหมือนกับคาถาสแกน
MSG_ITEM_INF_29	นาฬิกาที่ปลดปล่อยทีมจากคาถาหลับใหล
MSG_ITEM_INF_30	เขาที่ปลดปล่อยทีมจากคาถาหลับใหล อัมพาต คาถาสับสนและคาถาบ้าระห่ำ
MSG_ITEM_INF_31	กู้คืน HP
MSG_ITEM_INF_32	กู้คืน HP
MSG_ITEM_INF_33	กู้คืน HP
MSG_ITEM_INF_34	กู้คืน MP
MSG_ITEM_INF_35	กู้คืน MP
MSG_ITEM_INF_36	กู้คืน HP และ MP ให้เต็ม
MSG_ITEM_INF_37	ฟื้นคืนทีมหนึ่งคนจากสถานะน็อกเอาต์
MSG_ITEM_INF_38	รักษาทีมหนึ่งคนจากการเป็นหิน
MSG_ITEM_INF_39	รักษาทีมหนึ่งคนจากสถานะคางคก
MSG_ITEM_INF_40	รักษาทีมหนึ่งคนจากมินิ
MSG_ITEM_INF_41	รักษาทีมหนึ่งคนจากสถานะหมู
MSG_ITEM_INF_42	รักษาทีมหนึ่งคนจากการเป็นใบ้
MSG_ITEM_INF_43	รักษาทีมหนึ่งคนจากการตาบอด
MSG_ITEM_INF_44	รักษาทีมหนึ่งคนจากการโดนพิษ
MSG_ITEM_INF_45	รักษาทีมหนึ่งคนจากการโดนสาป
MSG_ITEM_INF_46	บรรเทาอาการป่วยทุกสถานะแต่ฟื้นคืนสมาชิกทีมที่น็อกเอาต์ไม่ได้
MSG_ITEM_INF_47	เสียงสัญญาณที่ใช้เรียกปีศาจ
MSG_ITEM_INF_48	เพิ่ม HP สูงสุดที่ 100
MSG_ITEM_INF_49	เพิ่ม HP สูงสุดที่ 50
MSG_ITEM_INF_50	เพิ่ม MP สูงสุดที่ 10
MSG_ITEM_INF_51	กู้คืน HP และ MP ของทีมสามารถใช้ได้กลางแจ้ง
MSG_ITEM_INF_52	กู้คืน HP และ MP ของทีมให้เต็ม สามารถใช้ได้กลางแจ้ง
MSG_ITEM_INF_54	ทำให้เจ้าสามารถหลบหนีจากดันเจี้ยนได้ทันที
MSG_ITEM_INF_55	ขนมปังที่ให้ผลลัพธ์เหมือนกับคาถาไซท์
MSG_ITEM_INF_56	สอนคาถาก็อบลินให้(RYDIA)
MSG_ITEM_INF_57	สอนคาถาระเบิดให้(RYDIA)
MSG_ITEM_INF_58	สอนคาถาคอกกะทริซให้(RYDIA)
MSG_ITEM_INF_59	สอนคาถามายด์เฟลเยอร์ให้(RYDIA)
MSG_ITEM_INF_60	อาหารโปรดของโชโคโบะอ้วน ลองใช้มันในที่ที่มีกลิ่นของโชโคโบะ
MSG_ITEM_INF_61	นกหวีดที่ใช้เรียกโชโคโบะตัวอ้วน
MSG_KEY_INF_01	หลักฐานการเป็นสมาชิกที่โรงเหล้าราชา
MSG_KEY_INF_02	แหวนที่ได้รับจากราชาบารอน
MSG_KEY_INF_03	กุญแจที่เปิดประตูที่ล็อกอยู่ในเมืองบารอน
MSG_KEY_INF_04	ยาที่สามารถรักษาไข้สูงได้
MSG_KEY_INF_05	คริสตัลที่นำพามาซึ่งความอุดมสมบูรณ์ของผืนดิน
MSG_KEY_INF_06	หินที่มีพลังแม็กมาอยู่ภายใน
MSG_KEY_INF_07	สร้อยคอที่ลูคาใส่
MSG_KEY_INF_08	พิณลึกลับที่ส่งเสียงได้นานและไกล
MSG_KEY_INF_09	คริสตัลแห่งโลกใต้พิภพ
MSG_KEY_INF_10	สัญลักษณ์แห่งความกล้าหาญและความแข็งแกร่ง
MSG_KEY_INF_11	โลหะมีค่าที่แข็งเป็นพิเศษ
MSG_KEY_INF_12	กระทะที่ทำอาหารที่เต็มไปด้วยความรักมากมาย
MSG_KEY_INF_13	หางสีชมพูสด
MSG_KEY_INF_14	กุญแจของดร.ลูเก้
MSG_KEY_INF_15	???
MSG_KEY_INF_16	Turn this in to stay at the Kaipo Inn for free!
MSG_KEY_INF_17	Used to move hovercrafts!
MSG_KEY_INF_18	A tail not commonly found in Pixel Remaster...
MSG_KEY_INF_24	Apparently you can use this to effectively throw monsters away...
MSG_KEY_INF_25	This shard slightly shimmers...
MSG_MON_NAME_01	ก็อบลิน
MSG_MON_NAME_02	บาซิลิสก์
MSG_MON_NAME_03	เฮลไดเวอร์
MSG_MON_NAME_04	ลูกตาบินได้
MSG_MON_NAME_05	อินเซกตัส
MSG_MON_NAME_06	ค้างคาวถ้ำ
MSG_MON_NAME_07	เทรนท์
MSG_MON_NAME_08	หนูขนเม่น
MSG_MON_NAME_09	นักเวทจิ๋ว
MSG_MON_NAME_10	ปีศาจทะเลทรายซาฮากิน
MSG_MON_NAME_11	ฟลายอิ้งอายส์
MSG_MON_NAME_12	ตัวร้อยขา
MSG_MON_NAME_13	เพรียงทราย
MSG_MON_NAME_14	คางคกยักษ์
MSG_MON_NAME_15	วีลเชลล์
MSG_MON_NAME_16	ซอมบี้
MSG_MON_NAME_17	ปลานักฆ่า
MSG_MON_NAME_18	ดอกไม้เลือด
MSG_MON_NAME_19	คางคกคลั่ง
MSG_MON_NAME_20	มูสแดง
MSG_MON_NAME_21	เจลลี่เหลือง
MSG_MON_NAME_22	ซาฮากิน
MSG_MON_NAME_23	เลชี
MSG_MON_NAME_24	ดักแด้
MSG_MON_NAME_25	กัปตันก็อบลิน
MSG_MON_NAME_26	กิ้งก่าดำ
MSG_MON_NAME_27	อะดาแมนทอยส์
MSG_MON_NAME_28	โดโมวอย
MSG_MON_NAME_29	บาวารัวส์สีม่วง
MSG_MON_NAME_30	ทหารบารอน
MSG_MON_NAME_31	แม่ทัพ
MSG_MON_NAME_32	กัตลิงเกอร์
MSG_MON_NAME_33	ลิล เมอร์เดอร์เรอร์
MSG_MON_NAME_34	ดอกไม้แห่งความตาย
MSG_MON_NAME_35	วิญญาณ
MSG_MON_NAME_36	โครงกระดูก
MSG_MON_NAME_37	คอกกะทริซ
MSG_MON_NAME_38	การ์กอยล์
MSG_MON_NAME_39	ร็อคเบบี้
MSG_MON_NAME_40	เบลเฟกอร์
MSG_MON_NAME_41	ซู
MSG_MON_NAME_42	แมลงน้ำ
MSG_MON_NAME_43	จระเข้
MSG_MON_NAME_44	แสปลชเชอร์
MSG_MON_NAME_45	นักรบบารอน
MSG_MON_NAME_46	กัปตัน
MSG_MON_NAME_47	โซล
MSG_MON_NAME_48	บลัดโบนส์
MSG_MON_NAME_49	ผีปอบ
MSG_MON_NAME_50	สกัลเดียร์
MSG_MON_NAME_51	เรเวแนนท์
MSG_MON_NAME_52	เลดี้แดร็กคูลา
MSG_MON_NAME_53	นาคถ้ำ
MSG_MON_NAME_54	มังกรโครงกระดูก
MSG_MON_NAME_55	อิเล็กโทรฟิช
MSG_MON_NAME_56	กิกาซเกเตอร์
MSG_MON_NAME_57	ไฮดรา
MSG_MON_NAME_58	เพรียงน้ำ
MSG_MON_NAME_59	ทหารองครักษ์บารอน
MSG_MON_NAME_60	ลาเมีย
MSG_MON_NAME_61	เฮลล์นีดเดิ้ล
MSG_MON_NAME_62	งูแฝด
MSG_MON_NAME_63	กรัดเจอร์
MSG_MON_NAME_64	มายด์เฟลเยอร์
MSG_MON_NAME_65	นาค
MSG_MON_NAME_66	ออร์ก
MSG_MON_NAME_67	เคทซิธ
MSG_MON_NAME_68	อัศวินดำ
MSG_MON_NAME_69	อัศวินคนครึ่งม้า
MSG_MON_NAME_70	มิสแวมไพร์
MSG_MON_NAME_71	คนชักหุ่นกระบอก
MSG_MON_NAME_72	หุ่นกระบอก
MSG_MON_NAME_73	กลูมวิง
MSG_MON_NAME_74	เดธเชลล์
MSG_MON_NAME_75	สครีมเมอร์
MSG_MON_NAME_76	นักรบ
MSG_MON_NAME_77	อาร์มาดิลโล
MSG_MON_NAME_78	ทหารหญิง
MSG_MON_NAME_79	อัศวินผี
MSG_MON_NAME_80	ราชานาค
MSG_MON_NAME_81	เมดูซ่า
MSG_MON_NAME_82	ไดโนซอมบี้
MSG_MON_NAME_83	เต่าแม็กมา
MSG_MON_NAME_85	อีวิลดรีมเมอร์
MSG_MON_NAME_86	ระเบิด
MSG_MON_NAME_87	ระเบิดสีเทา
MSG_MON_NAME_88	ไคมีรา
MSG_MON_NAME_89	เต่านรก
MSG_MON_NAME_90	ไอรอนแบ็ค
MSG_MON_NAME_91	สุนัขล่าเนื้อตัวลุกเป็นไฟ
MSG_MON_NAME_92	กอร์กอน
MSG_MON_NAME_93	สโตนโกเล็ม
MSG_MON_NAME_94	ลิลิธ
MSG_MON_NAME_95	เจ้าแม่ลาเมีย
MSG_MON_NAME_96	คางคกจิ๋ว
MSG_MON_NAME_97	มอร์
MSG_MON_NAME_98	ร็อค
MSG_MON_NAME_99	หมอผี
MSG_MON_NAME_100	ออร์กคลั่ง
MSG_MON_NAME_101	ตุ๊กตาปีศาจ
MSG_MON_NAME_102	ค้างคาวเลือด
MSG_MON_NAME_103	อารัคเน่
MSG_MON_NAME_104	อัศวินตัวลุกเป็นไฟ
MSG_MON_NAME_105	บีมเมอร์
MSG_MON_NAME_106	บอลลูน
MSG_MON_NAME_107	ระเบิดมือแห่งความมืด
MSG_MON_NAME_108	เพลก
MSG_MON_NAME_109	ลาสต์อาร์ม
MSG_MON_NAME_110	โคเอิล
MSG_MON_NAME_111	มังกรเม็ก
MSG_MON_NAME_112	ทารันทูล่า
MSG_MON_NAME_113	เกรมลิน
MSG_MON_NAME_114	อันเดอร์กราวน์เดอร์
MSG_MON_NAME_115	เพรียงนรก
MSG_MON_NAME_116	บลัดดี้อาย
MSG_MON_NAME_117	ครอวเลอร์
MSG_MON_NAME_118	กิ้งก่าน้ำแข็ง
MSG_MON_NAME_119	เฮลแฟลปเปอร์
MSG_MON_NAME_120	ค้างคาวปีศาจ
MSG_MON_NAME_121	โคลด์บีสต์
MSG_MON_NAME_122	ผู้เรียกอสูร
MSG_MON_NAME_123	หมอผีหญิง
MSG_MON_NAME_124	ประตูกับดัก
MSG_MON_NAME_125	แม่มดแห่งหนองน้ำ
MSG_MON_NAME_126	แมมมอน
MSG_MON_NAME_127	ไคมีราเบรน
MSG_MON_NAME_128	ไวรัสจันทรา
MSG_MON_NAME_129	ลมหายใจของเซมุส
MSG_MON_NAME_130	มูสขาว
MSG_MON_NAME_131	แบล็กแฟลน
MSG_MON_NAME_132	จิตของเซมุส
MSG_MON_NAME_133	มิธริลโกเล็ม
MSG_MON_NAME_134	มังกรเขียว
MSG_MON_NAME_135	เจ้าหญิงแฟลน
MSG_MON_NAME_136	ลูกตาระวังภัย
MSG_MON_NAME_137	ทหารเม็ก
MSG_MON_NAME_138	ทหารยักษ์
MSG_MON_NAME_139	ผู้พิทักษ์เซลีน
MSG_MON_NAME_140	มัลโบโร
MSG_MON_NAME_141	มังกรเงิน
MSG_MON_NAME_142	มังกรเหลือง
MSG_MON_NAME_143	มินิซาตาน่า
MSG_MON_NAME_144	ยูคาริโอต
MSG_MON_NAME_145	หน้ากากชั่วร้าย
MSG_MON_NAME_146	เซนทอเรียน
MSG_MON_NAME_147	นักรบยักษ์
MSG_MON_NAME_148	สตีลโกเลม
MSG_MON_NAME_149	อหริมัน
MSG_MON_NAME_150	ลูน่าซอร์
MSG_MON_NAME_151	เสิร์ชเชอร์
MSG_MON_NAME_152	นักปราชญ์แห่งความมืด
MSG_MON_NAME_153	บาฮามุตแห่งความมืด
MSG_MON_NAME_154	โปรคาริโอต
MSG_MON_NAME_155	โอโกโปโก
MSG_MON_NAME_156	มังกรน้ำเงิน
MSG_MON_NAME_157	มังกรทอง
MSG_MON_NAME_158	มังกรสายฟ้า
MSG_MON_NAME_159	มังกรขาว
MSG_MON_NAME_160	มังกรแดง
MSG_MON_NAME_161	เบเฮโมธ
MSG_MON_NAME_162	มังกรหมอก
MSG_MON_NAME_163	อ็อกโตแมมมอธ
MSG_MON_NAME_164	แมลงช้าง
MSG_MON_NAME_165	ระเบิดตัวแม่
MSG_MON_NAME_166	สคาร์มิโลเน
MSG_MON_NAME_167	ไบแกน
MSG_MON_NAME_168	แขนขวา
MSG_MON_NAME_169	แขนซ้าย
MSG_MON_NAME_170	แคกนาซโซ
MSG_MON_NAME_171	เอลฟ์แห่งความมืด
MSG_MON_NAME_172	แซนดี้
MSG_MON_NAME_173	ซินดี้
MSG_MON_NAME_174	มินดี้
MSG_MON_NAME_175	กอลเบซ
MSG_MON_NAME_176	บาร์บาริกเซีย
MSG_MON_NAME_177	คาลโค
MSG_MON_NAME_178	คาลโคบรีนา
MSG_MON_NAME_179	มังกรเงา
MSG_MON_NAME_180	ด็อกเตอร์
MSG_MON_NAME_181	บาร์นาบัส
MSG_MON_NAME_182	ดร.ลูเก้
MSG_MON_NAME_183	ราชาแห่งเอบลัน
MSG_MON_NAME_184	ราชินีแห่งเอบลัน
MSG_MON_NAME_185	รูบิคันเต้
MSG_MON_NAME_186	โอดิน
MSG_MON_NAME_187	เลวีอาธาน
MSG_MON_NAME_188	บาฮามุต
MSG_MON_NAME_189	กำแพงปีศาจ
MSG_MON_NAME_190	อสุรา
MSG_MON_NAME_191	เจ้าแห่งธาตุ
MSG_MON_NAME_192	มังกรแห่งความมืด
MSG_MON_NAME_193	ซาฮากิน
MSG_MON_NAME_194	ซีพียู
MSG_MON_NAME_195	ปุ่มป้องกัน
MSG_MON_NAME_196	เซมุส
MSG_MON_NAME_197	เซโรมุส
MSG_MON_NAME_198	ทหารม้า
MSG_MON_NAME_199	กวี
MSG_MON_NAME_200	นักบวช
MSG_MON_NAME_201	อัศวินแห่งความมืด
MSG_MON_NAME_202	เด็กหญิง
MSG_MON_NAME_204	ลูกตาบินได้
MSG_MON_NAME_205	ซู
MSG_MON_NAME_206	บรินา
MSG_MON_NAME_207	สกัลแนนท์
MSG_MON_NAME_208	บาร์นาบัสซี
MSG_MON_NAME_209	ปุ่มโจมตี
MSG_MON_NAME_210	ไข่ลึกลับ
MSG_MON_NAME_211	สคาร์มิโลเน 2
MSG_MON_NAME_212	แคกนาซโซ 2
MSG_MON_NAME_213	บาร์บาริกเซีย 2
MSG_MON_NAME_214	รูบิคันเต้ 2
MSG_LOCATION_STICK	(AREA_NAME) - (MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	เหนือพิภพ
MSG_MAP_NAME_02	ใต้พิภพ
MSG_MAP_NAME_03	จันทรา
MSG_MAP_NAME_04	ปราสาทบารอน
MSG_MAP_NAME_05	เมืองบารอน
MSG_MAP_NAME_06	ไคโป โอเอซิสแห่งทะเลทราย
MSG_MAP_NAME_07	ปราสาทดัมเชียน
MSG_MAP_NAME_08	ปราสาทฟาบูล
MSG_MAP_NAME_09	มิซิเดีย
MSG_MAP_NAME_10	หมอก
MSG_MAP_NAME_11	มิธริล
MSG_MAP_NAME_12	ปราสาทเอบลัน
MSG_MAP_NAME_13	เมืองทรอยอา
MSG_MAP_NAME_14	ปราสาททรอยอา
MSG_MAP_NAME_15	อการ์ต
MSG_MAP_NAME_16	ถ้ำอะดาแมนท์
MSG_MAP_NAME_17	ปราสาทคนแคระ
MSG_MAP_NAME_18	ทอมรา
MSG_MAP_NAME_19	โรงตีเหล็กของก็อกกอล
MSG_MAP_NAME_20	บ้านของฮัมมิ่งเวย์
MSG_MAP_NAME_21	พระราชวังคริสตัล
MSG_MAP_NAME_23	หมู่บ้านโชโคโบะ
MSG_MAP_NAME_24	ทางน้ำใต้ดิน
MSG_MAP_NAME_25	ถ้ำแมลงช้าง
MSG_MAP_NAME_26	ภูเขาฮ็อบส์
MSG_MAP_NAME_27	ภูเขาทรมานตน
MSG_MAP_NAME_28	ทางน้ำเก่า
MSG_MAP_NAME_29	ถ้ำแม่เหล็ก
MSG_MAP_NAME_30	หอคอยแห่งซ็อต
MSG_MAP_NAME_31	หอคอยแห่งบาเบล
MSG_MAP_NAME_32	ถ้ำเอบลัน
MSG_MAP_NAME_33	ถ้ำซิลฟ์
MSG_MAP_NAME_34	ถ้ำอสูร
MSG_MAP_NAME_35	ดินแดนอสูร
MSG_MAP_NAME_36	ถ้ำปิดตาย
MSG_MAP_NAME_37	เส้นทางจันทรา
MSG_MAP_NAME_38	ถ้ำของบาฮามุต
MSG_MAP_NAME_39	ยักษ์แห่งบาเบล
MSG_MAP_NAME_40	หุบเหวจันทรา
MSG_MAP_NAME_41	ถ้ำหมอก
MSG_MAP_NAME_47	ห้องฝึกฝน
MSG_MAP_NAME_48	หอภาวนา
MSG_MAP_NAME_87	หอคอยสักการะ
MSG_MAP_NAME_54	ฐานคนแคระ
MSG_MAP_NAME_56	น้ำตก
MSG_MAP_NAME_59	รังแมลงช้าง
MSG_MAP_NAME_60	เส้นทางไปหอคอยแห่งบาเบล
MSG_MAP_NAME_63	ปากของยักษ์
MSG_MAP_NAME_64	คอของยักษ์
MSG_MAP_NAME_65	หน้าอกของยักษ์
MSG_MAP_NAME_66	ท้องของยักษ์
MSG_MAP_NAME_67	ทางเดินภายในยักษ์
MSGARA_NAME_36	ปล่องบันไดของยักษ์
MSGARA_NAME_39	ซีพียูของยักษ์
MSG_MAP_NAME_69	ถิ่นฐานเอบลัน
MSG_MAP_NAME_70	ป่าโชโคโบะ เขตบารอน
MSG_MAP_NAME_71	ป่าโชโคโบะ เขตฟาบูล
MSG_MAP_NAME_72	ป่าโชโคโบะ เขตมิซิเดีย
MSG_MAP_NAME_73	ป่าโชโคโบะ เขตทรอยอา
MSG_MAP_NAME_74	ป่าโชโคโบะ เกาะทางใต้
MSG_MAP_NAME_75	กระท่อมซิลฟ์
MSG_MAP_NAME_76	ทะเลสาบใต้ดิน
MSG_MAP_NAME_77	ถ้ำหมอก ทางเข้าทิศใต้
MSG_MAP_NAME_78	ถ้ำหมอก ทางเข้าทิศเหนือ
MSG_MAP_NAME_79	ทางน้ำใต้ดินทางเข้าทิศใต้
MSG_MAP_NAME_80	ทางน้ำใต้ดินทางเข้าทิศเหนือ
MSG_MAP_NAME_81	ภูเขาฮ็อบส์ทางเข้าทิศตะวันตก
MSG_MAP_NAME_82	ภูเขาฮ็อบส์ทางเข้าทิศตะวันออก
MSG_MAP_NAME_83	เส้นทางจันทราตะวันตกทางเข้าทิศใต้
MSG_MAP_NAME_84	เส้นทางจันทราตะวันตกทางเข้าทิศเหนือ
MSG_MAP_NAME_85	เส้นทางจันทราตะวันออกทางเข้าทิศเหนือ
MSG_MAP_NAME_86	เส้นทางจันทราตะวันออกทางเข้าทิศใต้
MSG_MAP_NAME_88	เส้นทางจันทราตะวันออก
MSG_MAP_NAME_89	เส้นทางจันทราตะวันตก
MSGARA_NAME_09	ห้องคริสตัล
MSGARA_NAME_10	ถนนปีศาจ
MSGARA_NAME_01	ที่พัก
MSGARA_NAME_02	โรงเหล้า
MSGARA_NAME_03	โรงเหล้า ชั้น 2
MSGARA_NAME_04	ที่พักและร้านขายไอเท็ม
