SPEAKER_01	????
N103_C00_092_05_01	요리를 날라야지!
N104_C02_092_07_01	그때 말이지!\n내가 고블린에게 결정타를…!
N109_C01_092_08_01	이 영감님은\n옛날 무용담을 계속 늘어놔서\n지겨워 죽겠어.
N105_C00_092_09_01	젠장, 저 영감이….\n나의 제니퍼에게서 떨어져!
N104_C00_093_02_01	대낮부터 이런 곳에 오다니\n자네도 뭘 좀 아는군!
N109_C02_093_03_01	꺅!<P>\n대기실엔 들어오지 마세요!
E0035_00_100_a_01	(GILBART)!
E0035_00_100_a_02	(CECIL)… 무사했군.\n나도… 싸우겠어….
E0035_00_100_a_03	그런 몸으로 뭘 하겠다고….\n얌전히 누워나 있게!
E0035_00_100_a_04	(TELLA) 씨….\n살아 계셨군요.<P>\n죄송합니다.\n제가 안나를 죽인 거나 마찬가지예요.
E0035_00_100_a_05	…….
E0035_00_100_a_06	정말… 윽….
E0035_00_100_a_07	(GILBART) 님, 일단 쉬시오.
E0035_00_100_a_08	(YANG)도 무사했군.\n그러면 혹시 (RYDIA)도…?
E0035_00_100_a_09	면목 없소.
E0035_00_100_a_10	그래…. 안타까운 일이야.<P>\n모두가 싸우고 있는데\n나만 한심하게….
E0035_00_100_a_11	괜찮다!\n이 (CID)<josa(과,와)>\n엔터프라이즈가 있으니 안심해!<P>\n(CECIL)<josa(과,와)> (ROZA)<josa(이,가)>\n신세를 많이 졌다고 들었어.\n나한테 맡겨 두라고!
E0035_00_100_a_12	당신이 (CID)…?\n그렇다면, 다행히 비공정을….<P>\n!!
E0035_00_100_a_13	(CECIL)!\n(ROZA)<josa(은,는)>?
E0035_00_100_a_14	트로이아의 땅의 크리스탈과\n교환하기로 했어.\n하지만, 그 크리스탈은 다크 엘프에게….
E0035_00_100_a_15	다크 엘프….
E0035_00_100_a_16	(CECIL), 이걸 가지고 가.
E0035_00_100_a_17	이건…?
E0035_00_100_a_18	내 대신 이걸 가져가 줘.
E0035_00_100_a_19	'속삭임풀'을 손에 넣었다.
E0035_00_100_a_20	(CECIL)….\n(ROZA)<josa(을,를)> 꼭 구해 줘!
E0081_01_100_a_01	(CECIL) 일행이… 위험해!
E0081_01_100_a_02	아직 움직이면 안 됩니다!
E0081_01_100_a_03	그 몸으로 어딜 가려고요!
E0081_01_100_a_04	…걱정 마시오.\n거기 있는 하프까지만… 윽!
E0081_01_100_a_05	아직 제대로 걸을 수도 없는 몸입니다!\n무리하면 안 돼요!
E0081_01_100_a_06	그래도 괜찮소….\n(CECIL) 일행을 구할 수 있는 건\n나밖에 없으니…!
E0038_00_100_a_01	해 낸 모양이군.
E0038_00_100_a_02	(GILBART), 네 덕분이야.
E0038_00_100_a_03	과찬이야….
E0038_00_100_a_04	그런데 저놈은 왜 그 노래에 반응했지?
E0038_00_100_a_05	이전에 음유시인으로서 방랑할 때,\n악한 요정이 싫어하는 노래라고\n들은 적이 있었지.<P>\n혹시 효과가 있을까 해서….
E0038_00_100_a_06	덕분에 살았소.
E0038_00_100_a_07	난 그저…\n윽…!
E0038_00_100_a_08	(GILBART)!
E0038_00_100_a_09	(TELLA) 씨….
E0038_00_100_a_10	안나도 행복했을 걸세.\n자네처럼 용감한 사람에게\n사랑받았으니….
E0038_00_100_a_11	(TELLA) 씨….
E0038_00_100_a_12	일단 지금은 몸 낫는 거나 생각하게.\n안나의 원수는\n내가 메테오를 사용해서 반드시 갚겠네!<P>\n(GILBART)… 자네 몫까지 반드시….
E0038_00_100_a_13	…감사합니다.
E0038_00_100_a_14	(GILBART), 너는….\n아주 용감해!
E0038_00_100_a_15	안나….\n이제야 알 것 같아….
E0039_00_098_a_01	그것은!
E0039_00_098_a_02	땅의 크리스탈이군요!
E0039_00_098_a_03	찾아 오셨군요!
E0039_00_098_a_04	다행이다!
E0039_00_098_a_05	크리스탈을 손에 넣은 모양이군.
E0039_00_098_a_06	이 목소리는…!
E0039_00_098_a_07	(CAIN)!
E0039_00_098_a_08	밖으로 나와서 비공정에 타라.\n(ROZA)<josa(이,가)> 있는 곳으로\n데려가 주마.
E0040_01_320_a_01	땅의 크리스탈은?
E0040_01_320_a_02	여기 있어.\n(ROZA)<josa(은,는)> 어디에 있지?
E0040_01_320_a_03	훗…. 서두를 거 없다.\n내 비공정을 따라와라.
N101_C02_096_01_01	트로이아성에 오신 것을 환영합니다!
N101_C02_096_02_01	여행자이시군요.\n편히 지내다 가십시오.
N101_C02_096_03_01	크리스탈 관련이라면\n성 안의 신관님들을\n만나 보시오.
N101_C02_096_04_01	신관님들은 경건히 신을 섬기는 분들이시니\n실례를 범하지 않도록 주의하시오.
N120_C03_096_08_01	개굴, 개굴!
N120_C03_096_06_01	고륵, 고륵!
N120_C03_096_05_01	개구리는 좋구나….
N101_C02_097_01_01	담시안의 생존자가\n여기까지 왔다고 하더군.\n자칭 왕자라고 하던데….
N101_C02_097_02_01	트로이아는 전쟁에 휘말린 적이 없지.\n만약 전쟁이 일어난다면\n우리가 나라를 얼마나 지킬 수 있을지….
N101_C02_097_03_01	바론이 수상한 움직임을 보이고 있지만,\n설마 여기까지 오진 않겠지.
N101_C02_097_04_01	이곳 트로이아는\n여성들이 지키고 있다.\n우리 군인들도 사실 모두 여자야.
N105_C00_097_07_01	할머니라니!\n이래 봬도 대신이라고!\n신관님들은 안쪽에 계신다.
N101_C02_097_05_01	춤 춰 보라고?\n무례한 놈! 나는 근위병이다!
N101_C02_097_06_01	이 복장이 무희처럼 보이겠지만\n사실은 전투복이야.\n움직임도 편하고 패셔너블하지.
N109_C02_104_01_01	이곳은 원래 지하 감옥이었지만\n지금은 보물 창고로 쓰고 있지.
N109_C02_104_01_02	신관님께서 허락하셨나?
N109_C02_104_01_03	욕심이 없는 자로군.
N109_C02_104_01_04	거짓말을 하다니!\n내가 모를 줄 알았나?
N109_C02_104_01_05	그렇다면 보물을 가져가시오.
N101_C02_100_01_01	환자가 잠들어 있으니\n정숙을 지켜 주십시오.
N102_C02_100_02_01	(GILBART) 님은\n절대 안정해야 합니다.\n저는 간호사고, 의사는 저분입니다.
N103_C01_100_03_01	지금 무리하면 안 돼요.\n원래도 튼튼하지 않은 몸이\n특히 많이 쇠약해져 있습니다.
P007_C00_100_04_01	(CECIL)….\n(ROZA)<josa(을,를)> 꼭 구해 줘!
P007_C00_100_04_02	내 몫까지 부탁해…!
P007_C00_100_04_03	(TELLA) 씨가?!<P>\n왜 내 주변 사람들은 모두….
P007_C00_100_04_04	(YANG)까지….<P>\n내가 더 강했더라면…!
P007_C00_100_04_05	그래, (YANG)<josa(은,는)> 무사했군.\n아내분께는 알려 드렸어?
N999_C07_100_03_01	(GILBART)의 하프다.
N101_C02_098_01_01	신관님들은 여덟 자매이시지.\n대대로 크리스탈을 섬기고 계신다.
N101_C02_098_02_01	야만스런 남자가 통치하는 것보다\n훨씬 낫지.
N010_C00_098_03_01	땅의 크리스탈 말이오?\n다크 엘프에게 도둑을 맞아서\n지금 곤란한 상황이지.
N010_C00_098_03_02	크리스탈은 소유자에 따라서\n힘의 성격을 바꾸기 때문에\n사악한 자가 가지면 무서운 일이 벌어지지.
N010_C00_098_03_03	크리스탈이 네 개 이상 존재한다는\n소문이 사실이라면\n아직 희망이 있소.
N010_C00_098_04_01	이곳 트로이아는\n우리 여덟 신관이 통치합니다.<P>\n땅의 크리스탈의\n축복을 받아 왔습니다만….
N010_C00_098_04_02	대체 무슨 일이지요?
N010_C00_098_04_03	큰일이군!\n트로이아뿐 아니라 온 세계가 위험합니다!
N010_C00_098_05_01	북동쪽 동굴에서는\n금속으로 만든 무기나 방어구를 장착하면\n움직임이 둔해져요!
N010_C00_098_05_02	기껏 되찾아 왔는데….\n어쩔 수 없군요.\n빌려 드리는 거예요!
N010_C00_098_05_03	이런 일이 일어나지 말라고\n크리스탈이 여러 개로 나뉘어 있는 건데….
N010_C00_098_06_01	땅의 크리스탈을 아예 줄 수는 없지만\n되찾아 온다면\n빌려 주는 정도는 할 수 있지.
N010_C00_098_06_02	지금 그 목소리는 뭐지?
N010_C00_098_06_03	크리스탈을 모두 손에 넣은 자는\n엄청난 힘을 얻는다고 하지.
N010_C00_098_07_01	다크 엘프는 북동쪽 섬의\n동굴에 살고 있어!
N010_C00_098_07_02	저 목소리는 뭐지?
N010_C00_098_07_03	크리스탈을 빼앗겼다고?\n어서 되찾아 와!
N010_C00_098_08_01	크리스탈을 되찾는다면\n빌려 주기로 약속하겠습니다.\n일단 이리로 가져와 보세요.
N010_C00_098_08_02	무슨 사정이 있는 모양이니\n지하의 보물을 사용하십시오.
N010_C00_098_08_03	트로이아의 손실도 손실이지만,\n모든 크리스탈이 골베자 손에 있다는 게\n중대한 문제입니다!
N010_C00_098_09_01	크리스탈이 없으면\n이곳은 황폐한 땅으로 돌아가고 말아요!
N010_C00_098_09_02	사정이 있는 모양이니\n약속대로 땅의 크리스탈을\n빌려 드리지요.
N010_C00_098_09_03	땅의 크리스탈을요?\n어떻게 그런 일이!
N010_C00_098_10_01	다크 엘프는 금속으로 만든 무기에 약하죠.\n그 약점을 보완하려고\n동굴을 자력으로 뒤덮고 있어요.
N010_C00_098_10_02	크리스탈은 빌려 드리겠습니다.\n부디 조심하세요!
N010_C00_098_10_03	하필 사악한 자의 손에\n크리스탈이 모두 들어갈 줄이야!
E0036_01_192_a_01	엄청난 자력이군!\n금속으로 만든 무기나 방어구를 장착하면\n움직일 수도 없겠는걸?!
E0036_01_192_a_02	내 발톱 무기는 괜찮은 것 같소.
E0036_01_192_a_03	걱정 말게!\n내 마법만 믿으라고!
E0081_00_201_a_01	네놈들\n잘도 여기까지 왔군!<P>\n비록 왔다고는 해도\n땅의 크리스탈을\n가져갈 수는 없을 것이다!<P>\n겨우 그런 장비로\n나의 마력을 이길 수 있겠나?
E0081_00_201_a_02	(CECIL) 님!
E0081_00_201_a_03	이번엔 우리에게 맡겨 두게!
E0081_00_201_b_01	어리석은 놈들!
E0081_00_201_b_02	어리석군. 이제 내 차례다!
E0081_00_201_b_03	무리요…. 승산이 없소.
E0081_00_201_b_04	검을 쓸 수만 있다면….
E0081_00_201_b_05	이럴 수가….
E0081_00_201_b_06	그러면 모습을 바꿔야 하겠군!
E0081_00_201_a_04	검을 쓸 수만 있다면….
E0081_02_201_a_01	속삭임풀에서\n(GILBART)의 하프 소리가 들려왔다.
E0081_02_201_a_02	오….
E0081_02_201_a_03	이 포근한 음색은….
E0081_02_201_a_04	(GILBART)의 하프다!
E0081_02_201_a_05	이 불쾌한 소리는 무엇이냐!\n끄윽… 끄아악!
E0081_02_201_a_06	(CECIL), 지금이다!\n아마 이 음색이 들리는 동안\n다크 엘프는 자력을 조종할 수 없을 거야!<P>\n어서 검을 장비해!
E0081_02_201_a_07	그래!
E0037_00_201_a_01	끄르륵….\n감히…!\n다 없애버리겠다…!
E0037_00_201_a_02	끄윽….\n왜 저 소리가 여기까지 들리지?!<P>\n크리스탈만 있으면…\n영원한 생명을…\n끄르르륵!
E0037_00_201_a_03	(GILBART), 해냈어!
E0037_00_201_a_04	'땅의 크리스탈'을 손에 넣었다.
E0025_00_209_a_01	나오거라, 스카르밀리오네!
E0025_00_209_a_02	땅의 스카르밀리오네,\n여기 대령했습니다.
E0025_00_209_a_03	저 (CECIL)<josa(이라는,라는)> 자는 호락호락하지 않으니\n일찌감치 손을 써 두는 편이 좋겠다.<P>\n다행히 상대가 암흑기사이니\n너의 언데드들에게는\n검의 위력이 덜할 것이다.<P>\n하지만 그자는 지금\n시련의 산을 오르고 있지.
E0025_00_209_a_04	팔라딘이 되려는 것입니까?
E0025_00_209_a_05	그렇게 되기 전에 처리하는 것이\n네가 할 일이다.
E0025_00_209_a_06	…마음 놓으십시오.\n골베자 님께서는 여기에서\n느긋하게 지켜 보시면 됩니다.
E0025_00_209_a_07	다녀오거라!
E0025_00_209_a_08	예…!
E0025_00_209_a_09	(CAIN), 일이 재미있어졌군.
E0025_00_209_a_10	예….\n허나 (CECIL)의 힘을 얕봐서는 안 됩니다.
E0025_00_209_a_11	과거의 친우를 높이 평가하는군.\n그래서 스카르밀리오네를 보낸 것이다.<P>\n스카르밀리오네는 사천왕 중 하나이니\n재미있는 전개가 되겠지.\n(ROZA), 그렇지 않은가?
E0025_00_209_a_12	(CECIL)<josa(은,는)> 제가…!
E0025_00_209_a_13	지난 번과 같은 추태를 또 보일 생각인가?<P>\n너는 (ROZA)<josa(이나,나)> 잘 감시하도록!
E0025_00_209_a_14	알겠습니다.
E0025_00_209_a_15	(CECIL), 부디 몸조심해…!
E0034_00_209_a_01	카냐초까지 당했다니,\n제법 실력을 키운 모양이군.
E0034_00_209_a_02	남은 한 개의 크리스탈은….
E0034_00_209_a_03	알고 있다.\n하지만 그곳은 상황이 조금 복잡하지.
E0034_00_209_a_04	(CECIL)<josa(이,가)> 가져오도록 하는 게\n어떻겠습니까?
E0034_00_209_a_05	(CECIL)<josa(이라,라)>….
E0034_00_209_a_06	우리에게는 (ROZA)<josa(이,가)> 있으니\n크리스탈과 교환하는 조건을 내걸면\n들을 수밖에 없겠지요.
E0034_00_209_a_07	그렇군…. 좋은 생각이다.\n그때 그자도 처리하면 되겠군.
E0034_00_209_a_08	그러면, 제가 전하고 오겠습니다.
E0034_00_209_a_09	(CAIN)!
E0034_00_209_a_10	(CECIL) 따위보다\n내가 더 뛰어나다는 것을 보여 주지.
E0040_00_202_a_01	(CAIN)!
E0040_00_202_a_02	숨어 있지 말고 나와라!
E0040_00_202_a_03	보채지 마라.\n골베자님께서\n감사 인사를 하고 싶어 하시니.
E0040_00_202_a_04	골베자!
E0040_00_202_a_05	약속을 지켜 주어서 고맙다.
E0040_00_202_a_06	모습을 드러내라!
E0040_00_202_a_07	서두르는 심정도 이해는 한다만,\n우선 감사 인사를 전하고 싶군.
E0040_00_202_a_08	인사라고?
E0040_00_202_a_09	나는 네가 사랑하는 (ROZA)<josa(과,와)> 함께\n이곳 조트탑 꼭대기에 있다.<P>\n네가 여기까지 올 수 있다면\n크리스탈과 (ROZA)의 목숨을\n맞바꾸어 주도록 하지.
E0040_00_202_a_10	골베자, 감히!
E0040_00_202_a_11	서두르지 않으면\n네 소중한 (ROZA)의 목숨은\n보장할 수 없다.<P>\n어서 올라와라!
E0041_00_206_a_01	조트탑에 온 걸 환영해!
E0041_00_206_a_02	먼저 인사부터 할게!
E0041_00_206_a_03	우리들은 이 탑을 다스리는 사천왕,\n바람의 바르바리치아 님의\n오른팔이야!
E0041_00_206_a_04	나는 메이거스 세 자매 중 도그!
E0041_00_206_a_05	난 마그!
E0041_00_206_a_06	그리고 라그!
E0041_00_206_a_07	미안하지만 너희들은 여기서 끝이야.
E0041_00_206_a_08	크리스탈은 우리가 가져갈게.
E0041_00_206_a_09	우리 자매의 델타 어택에 당하면\n(ROZA)<josa(과,와)>는 영영 못 만날걸?
E0041_00_206_b_01	언니, 준비 됐어?
E0041_00_206_b_02	라그, 지금이야! 내게 마법을 걸어!
E0041_00_206_b_03	마그 언니, 반사해 버려!
E0041_00_206_b_04	델타 어택!!
E0041_01_206_a_01	이럴 수가!
E0041_01_206_a_02	델타 어택이 실패하다니….
E0041_01_206_a_03	언니…!
E0042_00_208_a_01	제군들, 수고했다.
E0042_00_208_a_02	골베자!
E0042_00_208_a_03	(ROZA)<josa(은,는)> 어디 있지?!
E0042_00_208_a_04	먼저 크리스탈을 넘겨라.
E0042_00_208_a_05	(ROZA)<josa(은,는)> 무사한가?
E0042_00_208_a_06	물론, 무사하다.\n그러니 크리스탈을 넘겨라.
E0042_00_208_a_07	여기 있다!
E0042_00_208_a_08	'땅의 크리스탈'을 넘겼다.
E0042_00_208_a_09	(ROZA)<josa(을,를)> 돌려 줘!
E0042_00_208_a_10	(ROZA)<josa(이라,라)>…. 누구더라?
E0042_00_208_a_11	뭐라고?!
E0042_00_208_a_12	말을 바꾸다니!
E0042_00_208_a_13	치사한 놈이군!
E0042_00_208_a_14	늙은이들과 할 얘기는 없다.
E0042_00_208_a_15	네가 할 말이 없더라도 나는 있다!
E0042_00_208_a_16	느끼게 해 주마.\n안나의 아픔을!
E0042_00_208_b_01	다 늙어빠진 주제에,
E0042_00_208_b_02	나를 쓰러뜨릴 힘이 있겠나?
E0042_00_208_b_03	메테오를 사용할 때가 왔군.
E0042_00_208_b_04	안 됩니다! 그랬다가는…!
E0042_00_208_b_05	(TELLA) 님의 몸이 버티지 못하오!
E0042_00_208_b_06	내 목숨을 모두 MP로 바꾸어,
E0042_00_208_b_07	네놈을… 쓰러뜨린다!
E0042_00_208_b_08	큭, 이럴 수가. 메테오를…!
E0042_01_208_a_01	메테오를 쓰다니….\n커헉!
E0042_01_208_a_02	(TELLA)!
E0042_01_208_a_03	어쨌든… 크리스탈은 챙겼으니….\n(CAIN), 가자!
E0042_01_208_a_04	…….
E0042_01_208_a_05	메테오 때문에 주술이 풀렸군.\n뭐, 됐어. 네놈은 더 쓸 데도 없다.\n이 빚은 반드시 갚아 주마!
E0042_01_208_a_06	골베자, 놓치지 않겠다!
E0042_01_208_a_07	큭… 나를 얕보지 마라!
E0042_01_208_a_08	……?!
E0042_01_208_a_09	윽….\n왜… 끝장내지 않지?
E0042_01_208_a_10	너는….
E0042_01_208_a_11	?
E0042_01_208_a_12	넌… 대체….\n윽… 으윽…!
E0042_01_208_a_13	……?
E0042_01_208_a_14	…승부는\n다음으로 미루겠다…!
E0042_01_208_a_15	(CECIL) 님!
E0042_01_208_a_16	괜찮냐?!
E0042_01_208_a_17	괜찮아요….\n역시 메테오가 효과가 있었던 모양이네요.<P>\n그보다, (TELLA)<josa(이,가)>!
E0042_01_208_a_18	완전히 해치우진 못했군….
E0042_01_208_a_19	아무 말 말라고!
E0042_01_208_a_20	…증오에 사로잡혀서 싸운\n벌일지도 모르겠군….<P>\n안나의 원수를… 갚…!
E0042_01_208_a_21	(TELLA)!
E0042_01_208_a_22	!
E0042_01_208_a_23	…….
E0042_01_208_a_24	눈 뜨라고!\n이 영감탱이야!
E0042_01_208_a_25	…….
E0042_01_208_a_26	(TELLA) 님….
E0042_01_208_a_27	딸과 함께…\n편히 잠들게….
E0042_01_208_a_28	(TELLA)….\n안나의 원수는…<P>\n우리가 갚겠습니다!
E0043_00_208_a_01	(CAIN)…!<P>\n(CAIN)!
E0043_00_208_a_02	…(CECIL)?!\n미, 미안하다….\n대체 내가 무슨 짓을….
E0043_00_208_a_03	조종당하고 있었으니\n어쩔 수 없지.
E0043_00_208_a_04	그래도… 의식은 있었다.\n내가 (ROZA)<josa(을,를)>….
E0043_00_208_a_05	!<P>\n(ROZA)<josa(은,는)>?!
E0043_00_208_a_06	이 위에 있다. 서둘러!
E0043_00_208_a_07	(CECIL)!
E0043_00_208_a_08	(ROZA)….
E0043_00_208_a_09	네가 와 줄 거라 믿었어.
E0043_00_208_a_10	네가 잡혀가고 나서 깨달았어.<P>\n나는 너를….
E0043_00_208_a_11	(CECIL)….
E0043_00_208_a_12	…….
E0043_00_208_a_13	이야~, 후끈하구먼!
E0043_00_208_a_14	(CAIN)?!
E0043_00_208_a_15	제정신으로 돌아왔어.
E0043_00_208_a_16	(ROZA), 미안하다.\n전부 조종당한 것은 아니었어!<P>\n네가 내 곁에 있어줬으면 해서…!
E0043_00_208_a_17	(CAIN)….
E0043_00_208_a_18	…….
E0043_00_208_a_19	…….
E0043_00_208_a_20	함께 싸우자, (CAIN)….
E0043_00_208_a_21	정말 미안하다!\n(ROZA), (CECIL),\n부디 날 용서해!
E0043_00_208_a_22	…….
E0043_00_208_a_23	지금 드라마 찍고 있을 때가 아니라고!\n여기 있으면 위험해!
E0043_00_208_a_24	(CAIN), 가자!
E0043_00_208_a_25	(CECIL)….
E0043_00_208_a_26	용기사인 너의 힘이 필요해!\n함께 골베자와 싸워 주겠어?
E0043_00_208_a_27	…(CECIL), (ROZA).\n미안했다…!
E0043_00_208_a_28	백마도사 (ROZA)<josa(과,와)>\n용기사 (CAIN)<josa(이,가)> 동료가 되었다.
E0044_00_209_a_01	오호호호호호….
E0044_00_209_a_02	감히 골베자 님께 손을 대다니,\n네놈들을 과소평가했던 것 같구나!
E0044_00_209_a_03	골베자 사천왕…\n바람의 바르바리치아다!
E0044_00_209_a_04	(CAIN), 너도 배신한 모양이던데.\n그만한 힘이 있으면서, 왜지?
E0044_00_209_a_05	바르바리치아!\n나는 배신한 게 아니라\n정신을 차린 거다!
E0044_00_209_a_06	내 이름을 함부로 부르지 마!\n이렇게 될 줄 알았다면\n너와 (ROZA)<josa(을,를)> 진작에 없앨 걸 그랬어.<P>\n이제 메테오를 쓰는 자도 없으니\n사이 좋게 한꺼번에 보내 주마!
E0044_00_209_a_07	훗, 공중전이 특기인 사람은 여기에도 있지!
E0044_00_209_b_01	바람 때문에 정면에서는 보이지 않는다.
E0044_00_209_b_02	점프로 공격해야 한다.
E0044_01_209_a_01	(CAIN), 네놈이…!\n나를 쓰러뜨린다 해도\n마지막 사천왕이 남아 있다!<P>\n이 조트탑과 함께\n영원히 사라져라!!
E0044_01_209_a_02	오호호호호호….
E0044_01_209_a_03	무, 무너진다!
E0044_01_209_a_04	이런!
E0044_01_209_a_05	히익!
E0044_01_209_a_06	날 잡아!
E0044_01_209_a_07	텔레포!
N999_C01_208_03_01	잠겨 있다.
P013_C00_209_02_01	한발만 늦었어도\n저 길로틴이 (ROZA)<josa(을,를)>….
E0045_00_109_a_01	마치 바닥이 없는 것처럼 깊어 보이는군.
E0045_00_109_a_02	무슨 일이지?
N109_C00_110_10_01	신기한 춤을 보여드릴까요?\n이면의 대지에서\n전승되는 춤이라고 해요.<P>\n시작할게요!
N102_C01_106_01_01	이곳은 드워프의 혈통을 잇는 자들의 마을,\n아가르트입니다.
N103_C00_106_03_01	이 마을의 전설에 따르면\n이 세계를 포함한 모든 것에는\n표면과 이면이 존재한다고 합니다.
N107_C01_106_05_01	나는 힘이 아주 세!<P>\n우리 할아버지의 할아버지의…\n훨씬 더 할아버지는\n힘이 훨씬 더 세셨대!
N105_C01_106_02_01	우리는 태양의 은혜를 입지 않고서는\n살아갈 수가 없지요.\n하지만 선조들은 달랐다고 하더군요.
N106_C02_106_06_01	내 키가 작은 건\n드워프의 자손이라서 그런가?\n오거의 자손이면 좋았을 텐데.
N104_C00_106_07_01	뭐? 우리들의 선조가\n어떻게 여기에 왔냐고?\n그건 말이다….<P>\n그게… 잊어버렸어.
N114_C00_106_04_01	여기에는 오래 전부터 존재하는\n우물을 모시고 있지요.\n얼마나 깊은지 잴 수도 없을 정도라고 합니다.
N103_C02_107_01_01	남편은 관측에 열중하면\n먹지도 마시지도 않는다니까!
N110_C01_107_02_01	여기는 코리오 천문대입니다.\n세계에서 유일한 망원경이 있지요.\n요즘 달이 좀 이상해서 관측하느라 바빠요.
N999_C02_107_03_01	로맨틱한 밤하늘
N999_C02_107_02_01	별자리의 이름과 그 유래
N999_C02_107_01_01	달의 차고 기움과 인류의 역사
N110_C00_108_01_01	나는 코리오라고 하네.\n이곳에서 달을 관측하고 있지.<P>\n두 개의 달….<P>\n하나는 생물이 살지 않는 달이지만\n다른 하나의 달에는\n생물이 존재하는 듯한 흔적이 있다네.<P>\n그 달이 최근에\n핏빛처럼 빨갛게 변했어….\n안 좋은 일이 일어나지 않으면 좋겠는데.
N114_C01_110_01_01	선조들은 이면의 대지에서 왔다고 하지.\n그곳에도 태양은 있다네.\n마그마라는 이름의 태양이 말이지.
N102_C02_110_02_01	얼마 전에 북쪽 분화구에서\n붉은 물체가 빨려들어가는 걸 봤어!
N103_C02_110_04_01	바깥은 전쟁으로 시끄러운 모양이지만\n여기는 지극히 평화로운 곳이야.\n가끔씩 지진은 일어나지만 말이야.
N107_C02_110_06_01	어둠이 있어야 빛도 있고,\n낮이 있어야 밤도 있는 법.\n모든 것은 자연의 섭리다!<P>\n선조라는 사람의 유명한 말이야!
N106_C01_110_07_01	우리 할머니는 마을에서 제일 오래 살았어.\n뭐든지 다 아신다고!
N104_C00_110_08_01	우리 선조는 북쪽 산 정상의\n큰 굴에서 왔다고 하는데….<P>\n지금은 굴도 막혀 있고\n애초에 하늘이라도 날지 않는 한\n갈 수도 없어.
N105_C02_110_09_01	예부터 전해 오는 말이 있지.<P>\n우리가 태양의 돌을 고향으로 돌려보내면\n고향으로 가는 길이 열린다고….
E0046_01_02_a_01	저건…?
E0046_01_02_a_02	붉은 날개다!
E0046_03_02_a_01	한발 늦었군…!
E0046_03_02_a_02	누구와 싸우고 있는 거지?
E0046_03_02_a_03	에잉! 그냥 밀고 나가자!\n꽉 잡으라고!
E0046_03_02_a_04	엔터프라이즈, 많이 아프지?\n조금만 참아라!
E0046_03_02_a_05	추락하겠어!
E0046_03_02_a_06	(CECIL)!
E0046_04_02_a_01	(ROZA)!
E0046_04_02_a_02	다들 괜찮아?
E0046_04_02_a_03	그래.\n다만 엔터프라이즈가 고장난 모양이다.<P>\n이대로 날기는 위험하겠어.
E0046_04_02_a_04	어쩔 수 없지.\n일단 내리자.
E0047_00_120_a_01	다들 무사했군.
E0047_00_120_a_02	당신은…?
E0047_00_120_a_03	나는 이 지하 세계를 다스리는\n드워프의 왕 지오트다.
E0047_00_120_a_04	어둠의 크리스탈은 어떻게 됐습니까?
E0047_00_120_a_05	역시 그것 때문에 온 모양이군.\n포격을 받고 있기에\n저놈들과 한패는 아닐 줄 알았지.<P>\n자칫하면 우리가 격추시킬 뻔 했네.
E0047_00_120_a_06	지하의 크리스탈은 아직 무사합니까?
E0047_00_120_a_07	안타깝게도 네 개 중 두 개는 이미\n저자들의 손에 넘어가고 말았네.
E0047_00_120_a_08	결국 늦었군….
E0047_00_120_a_09	허나 이 성의 크리스탈은 아직 무사하지.\n드워프 전차 부대가\n적을 격퇴했다네.
E0047_00_120_a_10	아까 비공정과 맞서던 전차 말씀이시군요.
E0047_00_120_a_11	그걸 비공정이라고 부르는군?\n위쪽 세계에 그런 게 있을 줄이야….<P>\n전차 부대는 우리의 자랑이지만\n공중 공격은 조금 버겁긴 하네.<P>\n자네들의 그 비공정이라는 것으로\n도와 줄 수는 없겠나?
E0047_00_120_a_12	아까의 포격과 불시착 때문에\n약간 고장이 나서 말입니다….
E0047_00_120_a_13	수리에 필요한 자원은 제공하겠네.
E0047_00_120_a_14	응급 처치 정도는 할 수 있겠지만\n이곳의 용암열에 선체가 버티질 못해요.\n지상으로 돌아가서 미스릴 장갑으로 강화해야죠.<P>\n얼른 다녀올게요!
E0047_00_120_a_15	(CID)!
E0047_00_120_a_16	금방 돌아올 거니까 걱정 말라고!\n파워업해서 돌아올 테니\n얌전히 기다려라!
E0047_00_120_a_17	몸조심해요….
E0047_00_120_a_18	흐흐, (ROZA)!\n그렇다고 나한테 반하면 안 된다?
E0047_00_120_a_19	(CID)<josa(과,와)> 헤어졌다.
E0047_00_120_a_20	전하.\n이 성의 크리스탈은 어디에 있습니까?
E0047_00_120_a_21	실은 이 왕좌 뒤쪽의\n비밀 방에 있다네.<P>\n그러니 내 눈에 흙이 들어가기 전에는\n안전할 것이야.
E0047_00_120_a_22	!
E0047_00_120_a_23	(YANG), 왜 그래?
E0047_00_120_a_24	누가 엿듣고 있소!
E0047_00_120_a_25	뭐라고?!
E0047_00_120_a_26	아무도 없는데….
E0047_00_120_a_27	저쪽에서 기척이 느껴졌소!
E0047_00_120_a_28	문을 열어라!
E0047_00_120_a_29	라리!
E0047_01_339_a_01	잠겼어!
E0047_01_339_a_02	캬하하하하.
E0047_01_339_a_03	?
E0047_01_339_a_04	인형이!
E0047_01_339_a_05	우리는 명랑한 카르코브리나!
E0047_01_339_a_06	무섭고 깜찍한 인형이지!
E0047_01_339_a_07	멍청하긴!
E0047_01_339_a_08	함정에 제 발로 걸려들다니!
E0047_01_339_a_09	네놈들을 해치우고 골베자 님께….
E0047_01_339_a_10	선물로 드리겠다!
