MSG_CHAR_NAME_01	Сесил
MSG_ITEM_INF_57	(RYDIA) научится призывать бомбу.
MSG_ITEM_INF_58	(RYDIA) научится призывать кокатриса.
MSG_ITEM_INF_59	(RYDIA) научится призывать мозгодера.
MSG_ITEM_INF_60	Любимая еда Жирного чокобо.\nИспользуйте там, где витает дух чокобо.
MSG_ITEM_INF_61	Свисток, привлекающий Жирного чокобо.
MSG_ITEM_INF_62	Fully restores the entire party's HP and MP.
MSG_ITEM_INF_63	Know you can't win a battle?  This will end it quickly!  You will, of course, respawn from your last save.
MSG_KEY_INF_01	Подтверждение членства в Королевском пабе.
MSG_KEY_INF_02	Кольцо, полученное от короля Барона.
MSG_KEY_INF_03	Ключ, отпирающий запертые двери Барона.
MSG_KEY_INF_04	Лекарство от лихорадки.
MSG_KEY_INF_05	Кристалл, свет которого благословляет землю.
MSG_KEY_INF_06	Камень, в котором заключена сила магмы.
MSG_KEY_INF_07	Подвеска Люки
MSG_KEY_INF_08	Загадочная арфа, песнь которой слышна издалека.
MSG_KEY_INF_09	Кристалл Подземного мира.
MSG_KEY_INF_10	Символ доблести и силы.
MSG_KEY_INF_11	Особо твердый драгоценный металл.
MSG_KEY_INF_12	Сковородка, на которой много и с любовью готовили.
MSG_KEY_INF_13	Ярко-розовый хвост.
MSG_KEY_INF_14	Ключ, принадлежавший доктору Лугаю.
MSG_KEY_INF_15	???
MSG_KEY_INF_16	Turn this in to stay at the Kaipo Inn for free!
MSG_KEY_INF_17	Used to move hovercrafts!
MSG_KEY_INF_18	A tail not commonly found in Pixel Remaster...
MSG_KEY_INF_24	Apparently you can use this to effectively throw monsters away...
MSG_KEY_INF_25	This shard slightly shimmers...
MSG_MON_NAME_01	Гоблин
MSG_MON_NAME_02	Василиск
MSG_MON_NAME_03	Орел
MSG_MON_NAME_04	Летучий глаз
MSG_MON_NAME_05	Личинка
MSG_MON_NAME_06	Летучая мышь
MSG_MON_NAME_07	Энт
MSG_MON_NAME_08	Иглокрыс
MSG_MON_NAME_09	Мини-маг
MSG_MON_NAME_10	Пустынный сахагин
MSG_MON_NAME_11	Крылоглаз
MSG_MON_NAME_12	Многоножка
MSG_MON_NAME_13	Песчаный червь
MSG_MON_NAME_14	Жаба-гигант
MSG_MON_NAME_15	Клыкастый моллюск
MSG_MON_NAME_16	Зомби
MSG_MON_NAME_17	Рыба-убийца
MSG_MON_NAME_18	Кровавый цветок
MSG_MON_NAME_19	Жабогр
MSG_MON_NAME_20	Красное желе
MSG_MON_NAME_21	Желтое желе
MSG_MON_NAME_22	Сахагин
MSG_MON_NAME_23	Леший
MSG_MON_NAME_24	Гусеница
MSG_MON_NAME_25	Капитан гоблинов
MSG_MON_NAME_26	Черный ящер
MSG_MON_NAME_27	Адамантитовая черепаха
MSG_MON_NAME_28	Домовой
MSG_MON_NAME_29	Фиолетовое желе
MSG_MON_NAME_30	Солдат Барона
MSG_MON_NAME_31	Генерал
MSG_MON_NAME_32	Игломет
MSG_MON_NAME_33	Гоблин-убийца
MSG_MON_NAME_34	Смертоцвет
MSG_MON_NAME_35	Дух
MSG_MON_NAME_36	Скелет
MSG_MON_NAME_37	Кокатрис
MSG_MON_NAME_38	Гаргулья
MSG_MON_NAME_39	Птенец Рух
MSG_MON_NAME_40	Бельфегор
MSG_MON_NAME_41	Зу
MSG_MON_NAME_42	Амеба
MSG_MON_NAME_43	Аллигатор
MSG_MON_NAME_44	Пиранья
MSG_MON_NAME_45	Пехотинец Барона
MSG_MON_NAME_46	Капитан
MSG_MON_NAME_47	Призрак
MSG_MON_NAME_48	Кровавые кости
MSG_MON_NAME_49	Упырь
MSG_MON_NAME_50	Скелет-воин
MSG_MON_NAME_51	Восставший
MSG_MON_NAME_52	Суккуб
MSG_MON_NAME_53	Пещерная нага
MSG_MON_NAME_54	Костяной дракон
MSG_MON_NAME_55	Электрорыба
MSG_MON_NAME_56	Гигагатор
MSG_MON_NAME_57	Гидра
MSG_MON_NAME_58	Водный червь
MSG_MON_NAME_59	Стражник Барона
MSG_MON_NAME_60	Ламия
MSG_MON_NAME_61	Иглоеж
MSG_MON_NAME_62	Двуглавая змея
MSG_MON_NAME_63	Дух бури
MSG_MON_NAME_64	Мозгодер
MSG_MON_NAME_65	Нага
MSG_MON_NAME_66	Огр
MSG_MON_NAME_67	Мудрый кот
MSG_MON_NAME_68	Черный рыцарь
MSG_MON_NAME_69	Кентавр-рыцарь
MSG_MON_NAME_70	Леди вампир
MSG_MON_NAME_71	Кукловод
MSG_MON_NAME_72	Марионетка
MSG_MON_NAME_73	Мрачнокрыл
MSG_MON_NAME_74	Смертоносный моллюск
MSG_MON_NAME_75	Крикунья
MSG_MON_NAME_76	Падший рыцарь
MSG_MON_NAME_77	Броненосец
MSG_MON_NAME_78	Воительница
MSG_MON_NAME_79	Призрачный рыцарь
MSG_MON_NAME_80	Королева наг
MSG_MON_NAME_81	Медуза
MSG_MON_NAME_82	Зомбозавр
MSG_MON_NAME_83	Магматическая черепаха
MSG_MON_NAME_85	Ночной кошмар
MSG_MON_NAME_86	Бомба
MSG_MON_NAME_87	Серая бомба
MSG_MON_NAME_88	Химера
MSG_MON_NAME_89	Адская черепаха
MSG_MON_NAME_90	Стальной зверь
MSG_MON_NAME_91	Адская гончая
MSG_MON_NAME_92	Горгона
MSG_MON_NAME_93	Каменный голем
MSG_MON_NAME_94	Лилит
MSG_MON_NAME_95	Ламия-матриарх
MSG_MON_NAME_96	Микрожаба
MSG_MON_NAME_97	Клетка
MSG_MON_NAME_98	Птица Рух
MSG_MON_NAME_99	Волшебник
MSG_MON_NAME_100	Безумный огр
MSG_MON_NAME_101	Злобная кукла
MSG_MON_NAME_102	Кровавая мышь
MSG_MON_NAME_103	Арахна
MSG_MON_NAME_104	Пылающий рыцарь
MSG_MON_NAME_105	Лучевая пушка
MSG_MON_NAME_106	Шар
MSG_MON_NAME_107	Темная бомба
MSG_MON_NAME_108	Чума
MSG_MON_NAME_109	Последняя рука
MSG_MON_NAME_110	Куэрл
MSG_MON_NAME_111	Механический дракон
MSG_MON_NAME_112	Тарантул
MSG_MON_NAME_113	Гремлин
MSG_MON_NAME_114	Землекоп
MSG_MON_NAME_115	Адский червь
MSG_MON_NAME_116	Кровавый глаз
MSG_MON_NAME_117	Ползун
MSG_MON_NAME_118	Ледяной ящер
MSG_MON_NAME_119	Адский мотылек
MSG_MON_NAME_120	Мышь-вампир
MSG_MON_NAME_121	Ледяной зверь
MSG_MON_NAME_122	Призыватель
MSG_MON_NAME_123	Волшебница
MSG_MON_NAME_124	Коварная дверь
MSG_MON_NAME_125	Болотная ведьма
MSG_MON_NAME_126	Мамона
MSG_MON_NAME_127	Химерия
MSG_MON_NAME_128	Лунный вирус
MSG_MON_NAME_129	Дыхание Зимуса
MSG_MON_NAME_130	Белое желе
MSG_MON_NAME_131	Черный флан
MSG_MON_NAME_132	Разум Зимуса
MSG_MON_NAME_133	Мифриловый голем
MSG_MON_NAME_134	Зеленый дракон
MSG_MON_NAME_135	Принцесса-флан
MSG_MON_NAME_136	Глаз-сторож
MSG_MON_NAME_137	Механический солдат
MSG_MON_NAME_138	Гигантский голем
MSG_MON_NAME_139	Лунный страж
MSG_MON_NAME_140	Мальборо
MSG_MON_NAME_141	Серебряный дракон
MSG_MON_NAME_142	Желтый дракон
MSG_MON_NAME_143	Дьяволенок
MSG_MON_NAME_144	Эукариот
MSG_MON_NAME_145	Злобный лик
MSG_MON_NAME_146	Кентаврион
MSG_MON_NAME_147	Гигантский воин
MSG_MON_NAME_148	Стальной голем
MSG_MON_NAME_149	Ариман
MSG_MON_NAME_150	Луназавр
MSG_MON_NAME_151	Охотник
MSG_MON_NAME_152	Темный мудрец
MSG_MON_NAME_153	Темный Бахамут
MSG_MON_NAME_154	Прокариот
MSG_MON_NAME_155	Огопого
MSG_MON_NAME_156	Синий дракон
MSG_MON_NAME_157	Золотой дракон
MSG_MON_NAME_158	Грозовой дракон
MSG_MON_NAME_159	Белый дракон
MSG_MON_NAME_160	Красный дракон
MSG_MON_NAME_161	Бегемот
MSG_MON_NAME_162	Туманный дракон
MSG_MON_NAME_163	Октомамонт
MSG_MON_NAME_164	Муравьиный лев
MSG_MON_NAME_165	Бомба-мать
MSG_MON_NAME_166	Скармильоне
MSG_MON_NAME_167	Байган
MSG_MON_NAME_168	Правая рука
MSG_MON_NAME_169	Левая рука
MSG_MON_NAME_170	Каньяццо
MSG_MON_NAME_171	Темный эльф
MSG_MON_NAME_172	Сэнди
MSG_MON_NAME_173	Синди
MSG_MON_NAME_174	Минди
MSG_MON_NAME_175	Голбез
MSG_MON_NAME_176	Барбаричча
MSG_MON_NAME_177	Калко
MSG_MON_NAME_178	Калкобрина
MSG_MON_NAME_179	Теневой дракон
MSG_MON_NAME_180	Доктор
MSG_MON_NAME_181	Барнабас
MSG_MON_NAME_182	Доктор Лугай
MSG_MON_NAME_183	Король Эблана
MSG_MON_NAME_184	Королева Эблана
MSG_MON_NAME_185	Рубиканте
MSG_MON_NAME_186	Один
MSG_MON_NAME_187	Левиафан
MSG_MON_NAME_188	Бахамут
MSG_MON_NAME_189	Демоническая стена
MSG_MON_NAME_190	Асура
MSG_MON_NAME_191	Повелитель стихии
MSG_MON_NAME_192	Темный дракон
MSG_MON_NAME_193	Сахагин
MSG_MON_NAME_194	Центральный процессор
MSG_MON_NAME_195	Система защиты
MSG_MON_NAME_196	Зимус
MSG_MON_NAME_197	Зиромус
MSG_MON_NAME_198	Драгун
MSG_MON_NAME_199	Бард
MSG_MON_NAME_200	Монах
MSG_MON_NAME_201	Темный рыцарь
MSG_MON_NAME_202	Девочка
MSG_MON_NAME_204	Летучий глаз
MSG_MON_NAME_205	Зу
MSG_MON_NAME_206	Брина
MSG_MON_NAME_207	Вурдалак
MSG_MON_NAME_208	Барнабас-зомби
MSG_MON_NAME_209	Система атаки
MSG_MON_NAME_210	Таинственное яйцо
MSG_MON_NAME_211	Скармильоне II
MSG_MON_NAME_212	Каньяццо II
MSG_MON_NAME_213	Барбаричча II
MSG_MON_NAME_214	Рубиканте II
MSG_LOCATION_STICK	(AREA_NAME) — (MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	Наземный мир
MSG_MAP_NAME_02	Подземный мир
MSG_MAP_NAME_03	Луна
MSG_MAP_NAME_04	Замок Барон
MSG_MAP_NAME_05	Город Барон
MSG_MAP_NAME_06	Пустынный оазис Кайпо
MSG_MAP_NAME_07	Замок Дамциан
MSG_MAP_NAME_08	Замок Фабул
MSG_MAP_NAME_09	Мисидия
MSG_MAP_NAME_10	Мист
MSG_MAP_NAME_11	Мифрил
MSG_MAP_NAME_12	Замок Эблан
MSG_MAP_NAME_13	Город Троя
MSG_MAP_NAME_14	Замок Троя
MSG_MAP_NAME_15	Агарт
MSG_MAP_NAME_16	Адамантитовый грот
MSG_MAP_NAME_17	Замок гномов
MSG_MAP_NAME_18	Томра
MSG_MAP_NAME_19	Кузница Коккола
MSG_MAP_NAME_20	Жилище мурлингуэев
MSG_MAP_NAME_21	Дворец кристаллов
MSG_MAP_NAME_23	Деревня чокобо
MSG_MAP_NAME_24	Подземный канал
MSG_MAP_NAME_25	Пещера муравьиного льва
MSG_MAP_NAME_26	Гора Хобс
MSG_MAP_NAME_27	Гора Испытаний
MSG_MAP_NAME_28	Старый канал
MSG_MAP_NAME_29	Магнитная пещера
MSG_MAP_NAME_30	Башня Зот
MSG_MAP_NAME_31	Вавилонская башня
MSG_MAP_NAME_32	Пещера Эблана
MSG_MAP_NAME_33	Пещера сильфов
MSG_MAP_NAME_34	Пещера Междумирья
MSG_MAP_NAME_35	Междумирье
MSG_MAP_NAME_36	Запечатанная пещера
MSG_MAP_NAME_37	Лунный туннель
MSG_MAP_NAME_38	Логово Бахамута
MSG_MAP_NAME_39	Вавилонский великан
MSG_MAP_NAME_40	Лунное подземелье
MSG_MAP_NAME_41	Туманная пещера
MSG_MAP_NAME_47	Тренировочный зал
MSG_MAP_NAME_48	Молитвенный дом
MSG_MAP_NAME_87	Башня Поклонения
MSG_MAP_NAME_54	База гномов
MSG_MAP_NAME_56	Водопад
MSG_MAP_NAME_59	Гнездо муравьиного льва
MSG_MAP_NAME_60	Дорога к Вавилонской башне
MSG_MAP_NAME_63	Рот великана
MSG_MAP_NAME_64	Шея великана
MSG_MAP_NAME_65	Грудь великана
MSG_MAP_NAME_66	Живот великана
MSG_MAP_NAME_67	Проход внутри великана
MSGARA_NAME_36	Лестница великана
MSGARA_NAME_39	Центральный процессор великана
MSG_MAP_NAME_69	Поселение Эблан
MSG_MAP_NAME_70	Лес чокобо, окрестности Барона
MSG_MAP_NAME_71	Лес чокобо, окрестности Фабула
MSG_MAP_NAME_72	Лес чокобо, окрестности Мисидии
MSG_MAP_NAME_73	Лес чокобо, окрестности Трои
MSG_MAP_NAME_74	Лес чокобо, южный остров
MSG_MAP_NAME_75	Дом сильфов
MSG_MAP_NAME_76	Подземное озеро
MSG_MAP_NAME_77	Туманная пещера, южный вход
MSG_MAP_NAME_78	Туманная пещера, северный вход
MSG_MAP_NAME_79	Подземный канал, южный вход
MSG_MAP_NAME_80	Подземный канал, северный вход
MSG_MAP_NAME_81	Гора Хобс, западный вход
MSG_MAP_NAME_82	Гора Хобс, восточный вход
MSG_MAP_NAME_83	Западный лунный туннель, юж. вход
MSG_MAP_NAME_84	Западный лунный туннель, сев. вход
MSG_MAP_NAME_85	Восточный лунный туннель, сев. вход
MSG_MAP_NAME_86	Восточный лунный туннель, юж. вход
MSG_MAP_NAME_88	Восточный лунный туннель
MSG_MAP_NAME_89	Западный лунный туннель
MSGARA_NAME_09	Зал кристалла
MSGARA_NAME_10	Дорога Дьявола
MSGARA_NAME_01	Гостиница
MSGARA_NAME_02	Паб
MSGARA_NAME_03	Паб (Э2)
MSGARA_NAME_04	Гостиница и лавка
MSGARA_NAME_05	Лавка
MSGARA_NAME_06	Лавка оружия
MSGARA_NAME_07	Лавка доспехов
MSGARA_NAME_08	Лавка оружия и доспехов
MSGARA_NAME_11	Западная башня (Э1)
MSGARA_NAME_12	Западная башня (Э2)
MSGARA_NAME_13	Западная башня (Э3)
MSGARA_NAME_14	Восточная башня (Э1)
MSGARA_NAME_15	Восточная башня (Э2)
MSGARA_NAME_16	Восточная башня (Э3)
MSGARA_NAME_17	Восточная башня (У -1)
MSGARA_NAME_18	Восточная башня (У -2)
MSGARA_NAME_19	Тайная комната
MSGARA_NAME_20	Э1
MSGARA_NAME_21	Э2
MSGARA_NAME_22	Э3
MSGARA_NAME_23	Э4
MSGARA_NAME_24	Э5
MSGARA_NAME_25	Э6
MSGARA_NAME_26	Э7
MSGARA_NAME_27	У -1
MSGARA_NAME_28	У -2
MSGARA_NAME_29	У -3
MSGARA_NAME_30	У -4
MSGARA_NAME_31	У -5
MSGARA_NAME_32	У -6
MSGARA_NAME_33	У -7
MSGARA_NAME_34	Ущелье
MSGARA_NAME_35	Перевал
MSGARA_NAME_37	Тронный зал
MSGARA_NAME_38	Вершина
MSGARA_NAME_40	Западный вход
MSGARA_NAME_41	Подземный проход
MSGARA_NAME_42	Подземелье
MSGARA_NAME_43	Подземный мир (Э1)
MSGARA_NAME_44	Подземный мир (Э2)
MSGARA_NAME_45	Подземный мир (Э3)
MSGARA_NAME_46	Подземный мир (Э4)
MSGARA_NAME_47	Подземный мир (Э5)
MSGARA_NAME_48	Подземный мир (Э6)
MSGARA_NAME_49	Подземный мир (Э7)
MSGARA_NAME_50	Подземный мир (Э8)
MSGARA_NAME_51	Восточный вход
MSGARA_NAME_52	Южный вход
MSGARA_NAME_53	Вход
MSGARA_NAME_54	Северный вход
MSGARA_NAME_55	Темница
MSGARA_NAME_56	Темница (У -1)
MSGARA_NAME_57	Тропа
MSGARA_NAME_58	У -8
MSGARA_NAME_59	У -9
MSGARA_NAME_60	У -10
MSGARA_NAME_61	У -11
MSGARA_NAME_62	У -12
MSG_MAP_NAME_42	Покои ((CECIL))
MSG_MAP_NAME_43	Лаборатория черной магии
MSG_MAP_NAME_44	Лаборатория белой магии
MSG_MAP_NAME_45	Дом ((CID))
MSG_MAP_NAME_46	Дом ((ROZA))
MSG_MAP_NAME_49	Королевский паб
MSG_MAP_NAME_50	Ферма черных чокобо
MSG_MAP_NAME_51	Ферма черных чокобо (У -1)
MSG_MAP_NAME_52	Обсерватория
MSG_MAP_NAME_53	Зал обсерватории
MSG_MAP_NAME_55	Паб «Лали-хо!»
MSG_MAP_NAME_62	Библиотека
MSG_MAP_NAME_90	Лазарет
MSG_SYSTEM_001	Закрыть
MSG_SYSTEM_002	Назад
MSG_SYSTEM_328	Выйти
MSG_SYSTEM_003	Да
MSG_SYSTEM_004	Нет
MSG_SYSTEM_010	/
MSG_SYSTEM_011	(HALF_COLON)
MSG_SYSTEM_015	x
MSG_SYSTEM_018	x
MSG_SYSTEM_019	%
MSG_SYSTEM_020	??????
MSG_SYSTEM_022	Подтвердить
MSG_SYSTEM_340	Готово
MSG_SYSTEM_024	По умолчанию
MSG_SYSTEM_026	Упреждающий удар!
MSG_SYSTEM_027	Засада!
MSG_SYSTEM_028	Удар в спину!
MSG_SYSTEM_030	Отряд потерпел поражение.
MSG_SYSTEM_034	Нет эффекта.
MSG_SYSTEM_035	Удалось сбежать!
MSG_SYSTEM_036	Побег невозможен!
MSG_SYSTEM_037	Не хватает ОМ.
MSG_SYSTEM_040	Не могу вспомнить.
MSG_SYSTEM_042	Песнь жабы
MSG_SYSTEM_043	Колыбельная
MSG_SYSTEM_044	Песнь соблазна
MSG_SYSTEM_045	Песнь немоты
MSG_SYSTEM_046	Не хватает зелий.
MSG_SYSTEM_047	Молитва осталась без ответа.
MSG_SYSTEM_048	Синхронизация не удалась.
MSG_SYSTEM_049	Магическая сила увеличена!
MSG_SYSTEM_050	Враг сбит с толку.
MSG_SYSTEM_051	Уязвимостей нет.
MSG_SYSTEM_052	Уязвимость к огню.
MSG_SYSTEM_053	Уязвимость ко льду.
MSG_SYSTEM_054	Уязвимость к молнии.
MSG_SYSTEM_055	Уязвимость к темной энергии.
MSG_SYSTEM_056	Уязвимость к священной энергии.
MSG_SYSTEM_057	Уязвимость к снарядам.
MSG_SYSTEM_058	Кража не удалась.
MSG_SYSTEM_059	Вас заметили враги!
MSG_SYSTEM_060	Украден предмет: (ITEM_N)!
MSG_SYSTEM_061	(FC_0)/(FC_9)
MSG_SYSTEM_075	Получает повреждения от яда.
MSG_SYSTEM_076	Постепенно восстанавливает ОЗ.
MSG_SYSTEM_077	Энергия сконцентрирована, атака вдвое сильнее!
MSG_SYSTEM_078	Защита увеличена!
MSG_SYSTEM_079	Гилы
MSG_SYSTEM_080	Опыт
MSG_SYSTEM_081	Предметы
MSG_SYSTEM_082	Далее
MSG_SYSTEM_083	Закрыть
MSG_SYSTEM_084	НОВЫЙ УР.
MSG_SYSTEM_330	(CHA_N) изучает заклинание «(MAGC_N)»!
MSG_SYSTEM_085	Атака
MSG_SYSTEM_086	Тьма
MSG_SYSTEM_087	Предметы
MSG_SYSTEM_088	Прыжок
MSG_SYSTEM_089	Белая магия
MSG_SYSTEM_090	Молитва
MSG_SYSTEM_091	Прицел
MSG_SYSTEM_092	Черная магия
MSG_SYSTEM_093	Призыв
MSG_SYSTEM_094	Вспомнить
MSG_SYSTEM_095	Концентрация
MSG_SYSTEM_096	Удар ногой
MSG_SYSTEM_097	Укрепление
MSG_SYSTEM_098	Песня
MSG_SYSTEM_099	Исцеление
MSG_SYSTEM_100	Укрытие
MSG_SYSTEM_101	Блеф
MSG_SYSTEM_102	Синхронизация
MSG_SYSTEM_103	Плач
MSG_SYSTEM_104	Оценка
MSG_SYSTEM_105	Бросок
MSG_SYSTEM_106	Воровство
MSG_SYSTEM_107	Ниндзюцу
MSG_SYSTEM_108	Восстановление
MSG_SYSTEM_109	Прикрытие
MSG_SYSTEM_110	Снять прикрытие
MSG_SYSTEM_111	Возврат
MSG_SYSTEM_112	Позиция
MSG_SYSTEM_113	Защита
MSG_SYSTEM_338	Пропустить
MSG_SYSTEM_114	Отравление
MSG_SYSTEM_115	Тьма
MSG_SYSTEM_116	Немота
MSG_SYSTEM_117	Свин
MSG_SYSTEM_118	Мини
MSG_SYSTEM_119	Жаба
MSG_SYSTEM_120	Окаменение
MSG_SYSTEM_121	Без чувств
MSG_SYSTEM_122	Берсерк
MSG_SYSTEM_123	Замешательство
MSG_SYSTEM_124	Сон
MSG_SYSTEM_125	Паралич
MSG_SYSTEM_126	Полет
MSG_SYSTEM_127	Проклятие
MSG_SYSTEM_128	Рок
MSG_SYSTEM_129	Остановка
MSG_SYSTEM_131	Отражение
MSG_SYSTEM_339	Магнит
MSG_SYSTEM_341	Восстановить ОЗ
MSG_SYSTEM_398	Истощение
MSG_SYSTEM_132	ПРОМАХ
MSG_SYSTEM_134	Парирование!
MSG_SYSTEM_135	Предметы
MSG_SYSTEM_136	Магия
MSG_SYSTEM_137	Снаряжение
MSG_SYSTEM_138	Статус
MSG_SYSTEM_139	Порядок
MSG_SYSTEM_140	Конфигурация
MSG_SYSTEM_141	Быстрое сохранение
MSG_SYSTEM_142	Сохранить
MSG_SYSTEM_143	Гилы
MSG_SYSTEM_144	Время
MSG_SYSTEM_145	Ур.
MSG_SYSTEM_146	ОЗ
MSG_SYSTEM_147	ОМ
MSG_SYSTEM_148	Важные предметы
MSG_SYSTEM_149	Использовать
MSG_SYSTEM_150	Сортировка
MSG_SYSTEM_151	(STATUS_NAME) +(VALUE_NUM)
MSG_SYSTEM_152	(STATUS_NAME) -(VALUE_NUM)
MSG_SYSTEM_153	(HALF_SPACE)
MSG_SYSTEM_154	Предметов нет.
MSG_SYSTEM_155	Важных предметов нет.
MSG_SYSTEM_331	У вас нет предметов, которые могут пригодиться в бою.
MSG_SYSTEM_156	Никто в отряде не может это использовать.
MSG_SYSTEM_157	(RYDIA) выучила умение «(MAGC_N)».
MSG_SYSTEM_160	Нельзя использовать магию.
MSG_SYSTEM_161	Затраты ОМ
MSG_SYSTEM_345	Призыв
MSG_SYSTEM_318	Все
MSG_SYSTEM_319	Выучено
MSG_SYSTEM_320	ОМ (по возрастанию)
MSG_SYSTEM_321	ОМ (по убыванию)
MSG_SYSTEM_329	Выберите категорию для сортировки.
MSG_SYSTEM_322	Выбирайте и сортируйте заклинания по своему усмотрению.
MSG_SYSTEM_323	Сортировка по выученным заклинаниям.
MSG_SYSTEM_324	Сортировка по минимальным затратам маны.
MSG_SYSTEM_325	Сортировка по максимальным затратам маны.
MSG_SYSTEM_326	
MSG_SYSTEM_163	Лучшее
MSG_SYSTEM_164	Снять
MSG_SYSTEM_165	Снять все
MSG_SYSTEM_166	Пусто
MSG_SYSTEM_167	Нет
MSG_SYSTEM_168	Пр. рука
MSG_SYSTEM_169	Л. рука
MSG_SYSTEM_170	Голова
MSG_SYSTEM_171	Торс
MSG_SYSTEM_172	Руки
MSG_SYSTEM_173	Опыт
MSG_SYSTEM_174	До след. уровня
MSG_SYSTEM_175	Сила
MSG_SYSTEM_176	Скорость
MSG_SYSTEM_177	Стойкость
MSG_SYSTEM_178	Интеллект
MSG_SYSTEM_179	Дух
MSG_SYSTEM_180	Атака
MSG_SYSTEM_181	Точность
MSG_SYSTEM_182	Защита
MSG_SYSTEM_183	Уклонение
MSG_SYSTEM_184	Магическая защита
MSG_SYSTEM_185	Магическое уклонение
MSG_SYSTEM_186	Правая рука
MSG_SYSTEM_187	Левая рука
MSG_SYSTEM_188	Обе
MSG_SYSTEM_189	(HALF_SPACE)(ведущая рука)
MSG_SYSTEM_190	Команды
MSG_SYSTEM_192	Файл
MSG_SYSTEM_194	Пусто
MSG_SYSTEM_344	dd.MM.yyyy(FULL_SPACE)H:mm
MSG_SYSTEM_195	Выберите цель.
MSG_SYSTEM_196	Весь отряд
MSG_SYSTEM_197	Один союзник
MSG_SYSTEM_198	Все враги
MSG_SYSTEM_199	Один враг
MSG_SYSTEM_200	Все
MSG_SYSTEM_201	Управление
MSG_SYSTEM_202	Другие команды
MSG_SYSTEM_203	Сменить снаряжение
MSG_SYSTEM_204	Предметы
MSG_SYSTEM_205	Выбрать
MSG_SYSTEM_206	Пролистать
MSG_SYSTEM_207	Закрыть меню
MSG_SYSTEM_208	Отмена
MSG_SYSTEM_209	Показать описание
MSG_SYSTEM_428	Высадиться
MSG_SYSTEM_438	Снизиться
MSG_SYSTEM_333	Изменить боевой порядок
MSG_SYSTEM_346	Выбрать всех
MSG_SYSTEM_347	Одна цель
MSG_SYSTEM_305	Приблизить
MSG_SYSTEM_306	Отдалить
MSG_SYSTEM_307	Перемещение
MSG_SYSTEM_210	Свое
MSG_SYSTEM_327	Оружие
MSG_SYSTEM_211	Доспехи
MSG_SYSTEM_212	Название
MSG_SYSTEM_213	Выбирайте и сортируйте предметы по своему усмотрению.
MSG_SYSTEM_214	Сначала показывать расходные предметы.
MSG_SYSTEM_215	Сначала показывать оружие.
MSG_SYSTEM_216	Сначала показывать доспехи.
MSG_SYSTEM_217	
MSG_SYSTEM_218	Пауза/продолжить
MSG_SYSTEM_219	Нажать и удерживать: сбежать
MSG_SYSTEM_220	Выбрать врага: все/один
MSG_SYSTEM_221	Выбрать союзника: все/один
MSG_SYSTEM_222	Список: выше
MSG_SYSTEM_223	Список: ниже
MSG_SYSTEM_224	Пропустить ход
MSG_SYSTEM_225	Начать/остановить автобой
MSG_SYSTEM_226	Пауза/продолжить
MSG_SYSTEM_227	Сбежать
MSG_SYSTEM_228	Назад/отмена
MSG_SYSTEM_229	Переключиться на смену снаряжения
MSG_SYSTEM_230	Переключиться на предметы
MSG_SYSTEM_231	Выбрать всех
MSG_SYSTEM_232	Одна цель
MSG_SYSTEM_233	Вернуть настройки по умолчанию
MSG_SYSTEM_235	Изменить
MSG_SYSTEM_236	Оружие
MSG_SYSTEM_237	Доспехи
MSG_SYSTEM_238	Предметы
MSG_SYSTEM_400	Оружие и доспехи
MSG_SYSTEM_401	Паб
MSG_SYSTEM_239	Цена
MSG_SYSTEM_240	Количество
MSG_SYSTEM_241	Количество
MSG_SYSTEM_242	Всего
MSG_SYSTEM_243	Купить
MSG_SYSTEM_244	Продать
MSG_SYSTEM_245	Выйти
MSG_SYSTEM_246	В наличии
MSG_SYSTEM_247	Использ.
MSG_SYSTEM_249	Новая игра
MSG_SYSTEM_250	Загрузить игру
MSG_SYSTEM_251	НАЖМИТЕ, ЧТОБЫ НАЧАТЬ
MSG_SYSTEM_252	НАЖМИТЕ ЛЮБУЮ КНОПКУ
MSG_SYSTEM_253	©SQUARE ENIX CO., LTD. Все права защищены.\nЛОГОТИП И ИЛЛЮСТРАЦИИ: ©YOSHITAKA AMANO
MSG_SYSTEM_254	Дополнительно
MSG_SYSTEM_255	Параметры
MSG_SYSTEM_256	Бестиарий
MSG_SYSTEM_257	Проигрыватель
MSG_SYSTEM_260	Политика конфиденциальности
MSG_SYSTEM_261	Лицензия
MSG_SYSTEM_262	Галерея
MSG_SYSTEM_263	Сундуки
MSG_SYSTEM_264	Предметы
MSG_SYSTEM_265	Уведомления
MSG_SYSTEM_308	Режим касания
MSG_SYSTEM_267	Сохранение завершено.
MSG_SYSTEM_268	Перезаписать сохранение?
MSG_SYSTEM_314	Сохраненные данные повреждены.
MSG_SYSTEM_315	Данные не могут быть сохранены.
MSG_SYSTEM_270	Автосохранение
MSG_SYSTEM_271	Быстрое сохранение
MSG_SYSTEM_332	Данные пройденной игры
MSG_SYSTEM_272	Сохранить игру?
MSG_SYSTEM_273	Быстрое сохранение завершено.
MSG_SYSTEM_316	Данные быстрого сохранения повреждены.
MSG_SYSTEM_317	Нельзя записать данные быстрого сохранения.
