MSG_CHAR_NAME_01	Cécil
MSG_ITEM_INF_18	Un croc de dragon qui inflige des dégâts de glace.
MSG_ITEM_INF_19	Un croc de dragon qui inflige des dégâts de foudre.
MSG_ITEM_INF_20	Un rideau qui produit les mêmes effets que le sort Miroir.
MSG_ITEM_INF_21	Un cœur qui permet de sacrifier sa vie afin d'infliger des dégâts.
MSG_ITEM_INF_22	Un rideau qui lance le sort Miroir et annule les dégâts physiques.
MSG_ITEM_INF_23	Une cloche qui produit les mêmes effets que le sort Silence.
MSG_ITEM_INF_24	Un tambour qui produit les mêmes effets que le sort Séisme.
MSG_ITEM_INF_25	Un cristal émettant une lumière sacrée.
MSG_ITEM_INF_26	Une moustache qui produit les mêmes effets que le sort Mort.
MSG_ITEM_INF_27	Un grimoire qui permet d'invoquer un éon.\nQui sait lequel répondra à l'appel ?
MSG_ITEM_INF_28	Un bestiaire qui produit les mêmes effets que le sort Acuité.
MSG_ITEM_INF_29	Un réveil qui guérit l'altération d'état Sommeil de tous les membres de l'équipe.
MSG_ITEM_INF_30	Une corne qui guérit les altérations d'état Sommeil, Paralysie, Confusion et Furie.
MSG_ITEM_INF_31	Rend des PV.
MSG_ITEM_INF_32	Rend des PV.
MSG_ITEM_INF_33	Rend des PV.
MSG_ITEM_INF_34	Rend des PM.
MSG_ITEM_INF_35	Rend des PM.
MSG_ITEM_INF_36	Rend tous les PV et les PM.
MSG_ITEM_INF_37	Guérit l'altération d'état Coma.
MSG_ITEM_INF_38	Guérit l'altération d'état Pierre.
MSG_ITEM_INF_39	Guérit l'altération d'état Crapaud.
MSG_ITEM_INF_40	Guérit l'altération d'état Mini.
MSG_ITEM_INF_41	Guérit l'altération d'état Porcelet.
MSG_ITEM_INF_42	Guérit l'altération d'état Silence.
MSG_ITEM_INF_43	Guérit l'altération d'état Cécité.
MSG_ITEM_INF_44	Guérit l'altération d'état Poison.
MSG_ITEM_INF_45	Guérit l'altération d'état Fléau.
MSG_ITEM_INF_46	Guérit toutes les altérations d'état, sauf Coma.
MSG_ITEM_INF_47	Permet d'attirer l'attention des monstres.
MSG_ITEM_INF_48	Permet d'augmenter les PV max de 100 points.
MSG_ITEM_INF_49	Permet d'augmenter les PV max de 50 points.
MSG_ITEM_INF_50	Permet d'augmenter les PM max de 10 points.
MSG_ITEM_INF_51	Régénère les PV et les PM de toute l'équipe.\nUtilisable uniquement à l'air libre.
MSG_ITEM_INF_52	Régénère les PV et les PM de toute l'équipe.\nUtilisable uniquement à l'air libre.
MSG_ITEM_INF_54	Permet de s'échapper instantanément d'un donjon.
MSG_ITEM_INF_55	Du pain qui produit les mêmes effets que le sort Vision.
MSG_ITEM_INF_56	Permet à (RYDIA) d'apprendre Gobelin.
MSG_ITEM_INF_57	Permet à (RYDIA) d'apprendre Bombo.
MSG_ITEM_INF_58	Permet à (RYDIA) d'apprendre Coquatrice.
MSG_ITEM_INF_59	Permet à (RYDIA) d'apprendre Psychopolype.
MSG_ITEM_INF_60	Le légume préféré des gros chocobos.\nUtilisez-le quand une odeur de chocobo flotte dans l'air.
MSG_ITEM_INF_61	Une flûte qui permet d'appeler un gros chocobo.
MSG_ITEM_INF_62	Fully restores the entire party's HP and MP.
MSG_KEY_INF_01	Une carte de membre de la Taverne du roi.
MSG_KEY_INF_02	L'anneau que le roi vous a donné.
MSG_KEY_INF_03	Le passe-partout de la cité de Baron.
MSG_KEY_INF_04	Une perle brillante qui est efficace pour réduire la fièvre.
MSG_KEY_INF_05	Un cristal qui renferme le pouvoir de la terre.
MSG_KEY_INF_06	Un rocher qui renferme la puissance du magma.
MSG_KEY_INF_07	Un collier appartenant à Luca.
MSG_KEY_INF_08	Une plante étrange qui transmet les sons très loin.
MSG_KEY_INF_09	Un cristal du monde souterrain.
MSG_KEY_INF_10	Une preuve de courage.
MSG_KEY_INF_11	Un métal précieux très dur.
MSG_KEY_INF_12	Une poêle remplie d'amour.
MSG_KEY_INF_13	Une queue rose.
MSG_KEY_INF_14	Une clef appartenant au Dr Lugae.
MSG_KEY_INF_15	???
MSG_KEY_INF_16	Turn this in to stay at the Kaipo Inn for free!
MSG_KEY_INF_17	Used to move hovercrafts!
MSG_KEY_INF_18	A tail not commonly found in Pixel Remaster...
MSG_KEY_INF_24	Apparently you can use this to effectively throw monsters away...
MSG_KEY_INF_25	This shard slightly shimmers...
MSG_MON_NAME_01	Gobelin
MSG_MON_NAME_02	Basilic
MSG_MON_NAME_03	Charognard
MSG_MON_NAME_04	Mauvais œil
MSG_MON_NAME_05	Larve
MSG_MON_NAME_06	Chauve-souris
MSG_MON_NAME_07	Tréant
MSG_MON_NAME_08	Porc-épic
MSG_MON_NAME_09	Minimage
MSG_MON_NAME_10	Sahuagin du désert
MSG_MON_NAME_11	Phalène ocellée
MSG_MON_NAME_12	Mille-pattes
MSG_MON_NAME_13	Ver des sables
MSG_MON_NAME_14	Crapaud-buffle
MSG_MON_NAME_15	Croquillage
MSG_MON_NAME_16	Zombie
MSG_MON_NAME_17	Carnivopoisson
MSG_MON_NAME_18	Pistil de sang
MSG_MON_NAME_19	Crapogre
MSG_MON_NAME_20	Mousse rouge
MSG_MON_NAME_21	Aspic jaune
MSG_MON_NAME_22	Sahuagin
MSG_MON_NAME_23	Leszi
MSG_MON_NAME_24	Chrysalide
MSG_MON_NAME_25	Capitaine gobelin
MSG_MON_NAME_26	Kaïmahn
MSG_MON_NAME_27	Adamankhélone
MSG_MON_NAME_28	Domovoï
MSG_MON_NAME_29	Bavarois violet
MSG_MON_NAME_30	Soldat de Baron
MSG_MON_NAME_31	Général
MSG_MON_NAME_32	Hérisson
MSG_MON_NAME_33	Traître
MSG_MON_NAME_34	Pistil mortel
MSG_MON_NAME_35	Esprit
MSG_MON_NAME_36	Squelette
MSG_MON_NAME_37	Coquatrice
MSG_MON_NAME_38	Gargouille
MSG_MON_NAME_39	Rukhinet
MSG_MON_NAME_40	Belphégor
MSG_MON_NAME_41	Zu
MSG_MON_NAME_42	Amibe
MSG_MON_NAME_43	Alligator
MSG_MON_NAME_44	Piranha
MSG_MON_NAME_45	Marine de Baron
MSG_MON_NAME_46	Capitaine
MSG_MON_NAME_47	Crieur
MSG_MON_NAME_48	Squelettos
MSG_MON_NAME_49	Goule
MSG_MON_NAME_50	Soldos
MSG_MON_NAME_51	Revenant
MSG_MON_NAME_52	Stryge
MSG_MON_NAME_53	Naga des grottes
MSG_MON_NAME_54	Crânodragon
MSG_MON_NAME_55	Électropoisson
MSG_MON_NAME_56	Alligigator
MSG_MON_NAME_57	Hydre
MSG_MON_NAME_58	Ver diluvien
MSG_MON_NAME_59	Garde de Baron
MSG_MON_NAME_60	Lamia
MSG_MON_NAME_61	Épines diaboliques
MSG_MON_NAME_62	Hydre bicéphale
MSG_MON_NAME_63	Nymphe de l'orage
MSG_MON_NAME_64	Psychopolype
MSG_MON_NAME_65	Naga
MSG_MON_NAME_66	Ogre
MSG_MON_NAME_67	Cait Sith
MSG_MON_NAME_68	Soldat noir
MSG_MON_NAME_69	Soldat centaure
MSG_MON_NAME_70	Hémophage
MSG_MON_NAME_71	Marionnettiste
MSG_MON_NAME_72	Marionnette
MSG_MON_NAME_73	Papillombre
MSG_MON_NAME_74	Moule mortelle
MSG_MON_NAME_75	Proto-marilith
MSG_MON_NAME_76	Guerrier déchu
MSG_MON_NAME_77	Tatou
MSG_MON_NAME_78	Guerrière
MSG_MON_NAME_79	Chevalier fantôme
MSG_MON_NAME_80	Roi naga
MSG_MON_NAME_81	Méduse
MSG_MON_NAME_82	Dinozombie
MSG_MON_NAME_83	Tortue magma
MSG_MON_NAME_85	Rêveur maudit
MSG_MON_NAME_86	Bombo
MSG_MON_NAME_87	Bombo gris
MSG_MON_NAME_88	Khimaira
MSG_MON_NAME_89	Tortue infernale
MSG_MON_NAME_90	Carapacier
MSG_MON_NAME_91	Molosse ardent
MSG_MON_NAME_92	Gorgone
MSG_MON_NAME_93	Golem de pierre
MSG_MON_NAME_94	Lilith
MSG_MON_NAME_95	Matriarche lamia
MSG_MON_NAME_96	Crapaud du marais
MSG_MON_NAME_97	Mors
MSG_MON_NAME_98	Rukh
MSG_MON_NAME_99	Nécromancienne
MSG_MON_NAME_100	Ogre fou
MSG_MON_NAME_101	Poupée diabolique
MSG_MON_NAME_102	Noctule
MSG_MON_NAME_103	Arachné
MSG_MON_NAME_104	Chevalier ardent
MSG_MON_NAME_105	Canon laser
MSG_MON_NAME_106	Bombo violet
MSG_MON_NAME_107	Bombo noir
MSG_MON_NAME_108	Œil pestilentiel
MSG_MON_NAME_109	Espion
MSG_MON_NAME_110	Cœurl
MSG_MON_NAME_111	Mécadragon
MSG_MON_NAME_112	Tarentule
MSG_MON_NAME_113	Diablotin
MSG_MON_NAME_114	Scolopendre
MSG_MON_NAME_115	Ver abyssal
MSG_MON_NAME_116	Œil sanguinaire
MSG_MON_NAME_117	Helminthe
MSG_MON_NAME_118	Kaïmahn gelé
MSG_MON_NAME_119	Phalène verte
MSG_MON_NAME_120	Noctule maudite
MSG_MON_NAME_121	Bête glacée
MSG_MON_NAME_122	Invocatrice
MSG_MON_NAME_123	Ensorceleuse
MSG_MON_NAME_124	Porte piégée
MSG_MON_NAME_125	Sorcière du marais
MSG_MON_NAME_126	Tréant ancien
MSG_MON_NAME_127	Cérébrokhimaira
MSG_MON_NAME_128	Virus lunaire
MSG_MON_NAME_129	Souffle de Zémus
MSG_MON_NAME_130	Mousse blanche
MSG_MON_NAME_131	Flan noir
MSG_MON_NAME_132	Esprit de Zémus
MSG_MON_NAME_133	Golem de mithril
MSG_MON_NAME_134	Dragon vert
MSG_MON_NAME_135	Princesse flan
MSG_MON_NAME_136	Œil de sécurité
MSG_MON_NAME_137	Mécasoldat
MSG_MON_NAME_138	Soldat géant
MSG_MON_NAME_139	Garde sélénite
MSG_MON_NAME_140	Morbol
MSG_MON_NAME_141	Dragon argenté
MSG_MON_NAME_142	Dragon jaune
MSG_MON_NAME_143	Minisatana
MSG_MON_NAME_144	Eucaryote
MSG_MON_NAME_145	Masque malicieux
MSG_MON_NAME_146	Centurion
MSG_MON_NAME_147	Guerrier géant
MSG_MON_NAME_148	Golem d'acier
MSG_MON_NAME_149	Ahriman
MSG_MON_NAME_150	Lunosaure
MSG_MON_NAME_151	Tête chercheuse
MSG_MON_NAME_152	Sage obscure
MSG_MON_NAME_153	Bahamut obscur
MSG_MON_NAME_154	Procaryote
MSG_MON_NAME_155	Ogopogo
MSG_MON_NAME_156	Dragon bleu
MSG_MON_NAME_157	Dragon doré
MSG_MON_NAME_158	Électrodragon
MSG_MON_NAME_159	Dragon blanc
MSG_MON_NAME_160	Dragon rouge
MSG_MON_NAME_161	Béhémoth
MSG_MON_NAME_162	Dragon des brumes
MSG_MON_NAME_163	Pieuvromammouth
MSG_MON_NAME_164	Fourmilion
MSG_MON_NAME_165	Maman bombo
MSG_MON_NAME_166	Scarmiglione
MSG_MON_NAME_167	Baigan
MSG_MON_NAME_168	Bras droit
MSG_MON_NAME_169	Bras gauche
MSG_MON_NAME_170	Cagnazzo
MSG_MON_NAME_171	Elfe noir
MSG_MON_NAME_172	Samanta
MSG_MON_NAME_173	Maria
MSG_MON_NAME_174	Anabella
MSG_MON_NAME_175	Golbez
MSG_MON_NAME_176	Barbariccia
MSG_MON_NAME_177	Calca
MSG_MON_NAME_178	Calcabrina
MSG_MON_NAME_179	Dragon obscur
MSG_MON_NAME_180	Dr Lugae
MSG_MON_NAME_181	Barnabas
MSG_MON_NAME_182	Lugae
MSG_MON_NAME_183	Roi d'Éblana
MSG_MON_NAME_184	Reine d'Éblana
MSG_MON_NAME_185	Rubicante
MSG_MON_NAME_186	Odin
MSG_MON_NAME_187	Léviathan
MSG_MON_NAME_188	Bahamut
MSG_MON_NAME_189	Mur démonique
MSG_MON_NAME_190	Asura
MSG_MON_NAME_191	Seigneur élémentaire
MSG_MON_NAME_192	Dragon noir
MSG_MON_NAME_193	Sahuagin
MSG_MON_NAME_194	UC
MSG_MON_NAME_195	Sphère de défense
MSG_MON_NAME_196	Zémus
MSG_MON_NAME_197	Zéromus
MSG_MON_NAME_198	Chevalier dragon
MSG_MON_NAME_199	Barde
MSG_MON_NAME_200	Moine
MSG_MON_NAME_201	Chevalier noir
MSG_MON_NAME_202	Fillette
MSG_MON_NAME_204	Mauvais œil
MSG_MON_NAME_205	Zu
MSG_MON_NAME_206	Brina
MSG_MON_NAME_207	Mort-vivant
MSG_MON_NAME_208	Barnabas-Z
MSG_MON_NAME_209	Sphère d'attaque
MSG_MON_NAME_210	Œuf mystérieux
MSG_MON_NAME_211	Scarmiglione II
MSG_MON_NAME_212	Cagnazzo II
MSG_MON_NAME_213	Barbariccia II
MSG_MON_NAME_214	Rubicante II
MSG_LOCATION_STICK	(AREA_NAME) - (MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	Mappemonde
MSG_MAP_NAME_02	Monde souterrain
MSG_MAP_NAME_03	Lune
MSG_MAP_NAME_04	Château de Baron
MSG_MAP_NAME_05	Baron
MSG_MAP_NAME_06	Oasis de Kaïpo
MSG_MAP_NAME_07	Château de Damcyan
MSG_MAP_NAME_08	Château de Fabul
MSG_MAP_NAME_09	Mysidia
MSG_MAP_NAME_10	Mist
MSG_MAP_NAME_11	Mithril
MSG_MAP_NAME_12	Château d'Éblana
MSG_MAP_NAME_13	Troïa
MSG_MAP_NAME_14	Château de Troïa
MSG_MAP_NAME_15	Agart
MSG_MAP_NAME_16	Grotte d'adamantine
MSG_MAP_NAME_17	Palais des nains
MSG_MAP_NAME_18	Toméra
MSG_MAP_NAME_19	Forge de Kokkol
MSG_MAP_NAME_20	Refuge des Hummingway
MSG_MAP_NAME_21	Palais de cristal
MSG_MAP_NAME_23	Village des chocobos
MSG_MAP_NAME_24	Canal souterrain
MSG_MAP_NAME_25	Caverne du fourmilion
MSG_MAP_NAME_26	Mont Hobs
MSG_MAP_NAME_27	Mont du supplice
MSG_MAP_NAME_28	Ancien aqueduc
MSG_MAP_NAME_29	Caverne magnétique
MSG_MAP_NAME_30	Tour de Zott
MSG_MAP_NAME_31	Tour de Babil
MSG_MAP_NAME_32	Caverne d'Éblana
MSG_MAP_NAME_33	Caverne des sylphides
MSG_MAP_NAME_34	Grotte des éons
MSG_MAP_NAME_35	Royaume des éons
MSG_MAP_NAME_36	Grotte scellée
MSG_MAP_NAME_37	Tunnel lunaire
MSG_MAP_NAME_38	Antre de l'aïeul
MSG_MAP_NAME_39	Géant de Babil
MSG_MAP_NAME_40	Souterrain lunaire
MSG_MAP_NAME_41	Grotte de Mist
MSG_MAP_NAME_47	Salle d'entraînement
MSG_MAP_NAME_48	Manoir des prières
MSG_MAP_NAME_87	Tour de contemplation
MSG_MAP_NAME_54	Quartier général des nains
MSG_MAP_NAME_56	Cascade souterraine
MSG_MAP_NAME_59	Nid du fourmilion
MSG_MAP_NAME_60	Chemin de la tour de Babil
MSG_MAP_NAME_63	Gueule du géant
MSG_MAP_NAME_64	Cou du géant
MSG_MAP_NAME_65	Corps du géant
MSG_MAP_NAME_66	Estomac du géant
MSG_MAP_NAME_67	Cavité intérieure du géant
MSGARA_NAME_36	Escalier du géant
MSGARA_NAME_39	Poste de commande du géant
MSG_MAP_NAME_69	Campement d'Éblana
MSG_MAP_NAME_70	Forêt des chocobos - environs de Baron
MSG_MAP_NAME_71	Forêt des chocobos - environs de Fabul
MSG_MAP_NAME_72	Forêt des chocobos - environs de Mysidia
MSG_MAP_NAME_73	Forêt des chocobos - environs de Troïa
MSG_MAP_NAME_74	Forêt des chocobos - île australe
MSG_MAP_NAME_75	Demeure des sylphides
MSG_MAP_NAME_76	Lac souterrain
MSG_MAP_NAME_77	Grotte de Mist - sud
MSG_MAP_NAME_78	Grotte de Mist - nord
MSG_MAP_NAME_79	Canal souterrain - sud
MSG_MAP_NAME_80	Canal souterrain - nord
MSG_MAP_NAME_81	Mont Hobs (versant ouest)
MSG_MAP_NAME_82	Mont Hobs (versant est)
MSG_MAP_NAME_83	Tunnel lunaire (sud-ouest)
MSG_MAP_NAME_84	Tunnel lunaire (nord-ouest)
MSG_MAP_NAME_85	Tunnel lunaire (nord-est)
MSG_MAP_NAME_86	Tunnel lunaire (sud-est)
MSG_MAP_NAME_88	Tunnel lunaire (est)
MSG_MAP_NAME_89	Tunnel lunaire (ouest)
MSGARA_NAME_09	Salle du cristal
MSGARA_NAME_10	Chemin maudit
MSGARA_NAME_01	auberge
MSGARA_NAME_02	taverne
MSGARA_NAME_03	taverne (1er étage)
MSGARA_NAME_04	auberge et magasin
MSGARA_NAME_05	magasin
MSGARA_NAME_06	arsenal
MSGARA_NAME_07	armurerie
MSGARA_NAME_08	arsenal et armurerie
MSGARA_NAME_11	tour ouest (rez-de-chaussée)
MSGARA_NAME_12	tour ouest (1er étage)
MSGARA_NAME_13	tour ouest (2e étage)
MSGARA_NAME_14	tour est (rez-de-chaussée)
MSGARA_NAME_15	tour est (1er étage)
MSGARA_NAME_16	tour est (2e étage)
MSGARA_NAME_17	tour est (1er sous-sol)
MSGARA_NAME_18	tour est (2e sous-sol)
MSGARA_NAME_19	salle secrète
MSGARA_NAME_20	rez-de-chaussée
MSGARA_NAME_21	1er étage
MSGARA_NAME_22	2e étage
MSGARA_NAME_23	3e étage
MSGARA_NAME_24	4e étage
MSGARA_NAME_25	5e étage
MSGARA_NAME_26	6e étage
MSGARA_NAME_27	1er sous-sol
MSGARA_NAME_28	2e sous-sol
MSGARA_NAME_29	3e sous-sol
MSGARA_NAME_30	4e sous-sol
MSGARA_NAME_31	5e sous-sol
MSGARA_NAME_32	6e sous-sol
MSGARA_NAME_33	7e sous-sol
MSGARA_NAME_34	sentier
MSGARA_NAME_35	carrefour
MSGARA_NAME_37	salle du trône
MSGARA_NAME_38	sommet
MSGARA_NAME_40	versant ouest
MSGARA_NAME_41	passage souterrain
MSGARA_NAME_42	donjon
MSGARA_NAME_43	monde souterrain (rez-de-chaussée)
MSGARA_NAME_44	monde souterrain (1er étage)
MSGARA_NAME_45	monde souterrain (2e étage)
MSGARA_NAME_46	monde souterrain (3e étage)
MSGARA_NAME_47	monde souterrain (4e étage)
MSGARA_NAME_48	monde souterrain (5e étage)
MSGARA_NAME_49	monde souterrain (6e étage)
MSGARA_NAME_50	monde souterrain (7e étage)
MSGARA_NAME_51	versant est
MSGARA_NAME_52	sud
MSGARA_NAME_53	entrée
MSGARA_NAME_54	nord
MSGARA_NAME_55	donjon
MSGARA_NAME_56	donjon (1er sous-sol)
MSGARA_NAME_57	belvédère
MSGARA_NAME_58	8e sous-sol
MSGARA_NAME_59	9e sous-sol
MSGARA_NAME_60	10e sous-sol
MSGARA_NAME_61	11e sous-sol
MSGARA_NAME_62	12e sous-sol
MSG_MAP_NAME_42	chambre de (CECIL)
MSG_MAP_NAME_43	laboratoire de magie noire
MSG_MAP_NAME_44	laboratoire de magie blanche
MSG_MAP_NAME_45	maison de (CID)
MSG_MAP_NAME_46	maison de (ROZA)
MSG_MAP_NAME_49	taverne du roi
MSG_MAP_NAME_50	élevage de chocobos noirs
MSG_MAP_NAME_51	élevage de chocobos noirs (1er sous-sol)
MSG_MAP_NAME_52	observatoire
MSG_MAP_NAME_53	salle d'observation
MSG_MAP_NAME_55	taverne Lali-ho
MSG_MAP_NAME_62	bibliothèque
MSG_MAP_NAME_90	infirmerie
MSG_SYSTEM_001	Fermer
MSG_SYSTEM_002	Retour
MSG_SYSTEM_328	Quitter
MSG_SYSTEM_003	Oui
MSG_SYSTEM_004	Non
MSG_SYSTEM_010	/
MSG_SYSTEM_011	(HALF_COLON)
MSG_SYSTEM_015	x
MSG_SYSTEM_018	x
MSG_SYSTEM_019	(HALF_SPACE)%
MSG_SYSTEM_020	??????
MSG_SYSTEM_022	Valider
MSG_SYSTEM_340	Tout valider
MSG_SYSTEM_024	Défaut
MSG_SYSTEM_026	Vous avez l'avantage !
MSG_SYSTEM_027	Embuscade !
MSG_SYSTEM_028	Attaque surprise !
MSG_SYSTEM_030	Votre équipe est vaincue...
MSG_SYSTEM_034	Aucun effet.
MSG_SYSTEM_035	Fuite !
MSG_SYSTEM_036	Vous ne pouvez pas vous échapper !
MSG_SYSTEM_037	PM insuffisants.
MSG_SYSTEM_040	Incapable de se souvenir.
MSG_SYSTEM_042	Chant du crapaud
MSG_SYSTEM_043	Berceuse
MSG_SYSTEM_044	Aria séduisante
MSG_SYSTEM_045	Ode du silence
MSG_SYSTEM_046	Vous n'avez pas assez d'objets curatifs.
MSG_SYSTEM_047	Votre prière n'a pas été exaucée...
MSG_SYSTEM_048	Manque de synchronisation.
MSG_SYSTEM_049	Puissance magique accrue !
MSG_SYSTEM_050	L'ennemi s'affole !
MSG_SYSTEM_051	Aucun point faible.
MSG_SYSTEM_052	Craint le feu.
MSG_SYSTEM_053	Craint la glace.
MSG_SYSTEM_054	Craint la foudre.
MSG_SYSTEM_055	Craint les ténèbres.
MSG_SYSTEM_056	Craint la lumière.
MSG_SYSTEM_057	Craint les projectiles.
MSG_SYSTEM_058	Vol raté.
MSG_SYSTEM_059	L'ennemi vous a repéré !
MSG_SYSTEM_060	Vol réussi ! Butin : (ITEM_N) !
MSG_SYSTEM_061	(FC_0)／(FC_9)
MSG_SYSTEM_075	L'altération d'état Poison inflige des dégâts !
MSG_SYSTEM_076	Régénération graduelle des PV.
MSG_SYSTEM_077	Énergie accumulée pour une attaque deux fois plus puissante !
MSG_SYSTEM_078	Défense accrue !
MSG_SYSTEM_079	Gils
MSG_SYSTEM_080	EXP
MSG_SYSTEM_081	Butin
MSG_SYSTEM_082	Suivant
MSG_SYSTEM_083	Terminer
MSG_SYSTEM_084	NIVEAU SUP.
MSG_SYSTEM_330	(CHA_N) apprend (MAGC_N) !
MSG_SYSTEM_085	Attaquer
MSG_SYSTEM_086	Obscurité
MSG_SYSTEM_087	Objets
MSG_SYSTEM_088	Sauter
MSG_SYSTEM_089	Magie blanche
MSG_SYSTEM_090	Prière
MSG_SYSTEM_091	Viser
MSG_SYSTEM_092	Magie noire
MSG_SYSTEM_093	Invoquer
MSG_SYSTEM_094	Mémoire
MSG_SYSTEM_095	Méditation
MSG_SYSTEM_096	Tobigeri
MSG_SYSTEM_097	Endurance
MSG_SYSTEM_098	Chanter
MSG_SYSTEM_099	Guérir
MSG_SYSTEM_100	Se cacher
MSG_SYSTEM_101	Bluffer
MSG_SYSTEM_102	Tandem
MSG_SYSTEM_103	Pleurer
MSG_SYSTEM_104	Examiner
MSG_SYSTEM_105	Lancer
MSG_SYSTEM_106	Voler
MSG_SYSTEM_107	Ninjutsu
MSG_SYSTEM_108	Bénédiction
MSG_SYSTEM_109	Couvrir
MSG_SYSTEM_110	Cesser de couvrir
MSG_SYSTEM_111	Revenir
MSG_SYSTEM_112	Position
MSG_SYSTEM_113	Défense
MSG_SYSTEM_338	Passer
MSG_SYSTEM_114	Poison
MSG_SYSTEM_115	Cécité
MSG_SYSTEM_116	Silence
MSG_SYSTEM_117	Porcelet
MSG_SYSTEM_118	Mini
MSG_SYSTEM_119	Crapaud
MSG_SYSTEM_120	Pierre
MSG_SYSTEM_121	Coma
MSG_SYSTEM_122	Furie
MSG_SYSTEM_123	Confusion
MSG_SYSTEM_124	Sommeil
MSG_SYSTEM_125	Paralysie
MSG_SYSTEM_126	Lévitation
MSG_SYSTEM_127	Fléau
MSG_SYSTEM_128	Glas
MSG_SYSTEM_129	Stop
MSG_SYSTEM_131	Miroir
MSG_SYSTEM_339	Magnétisme
MSG_SYSTEM_341	Récupération
MSG_SYSTEM_398	Nécrose
MSG_SYSTEM_132	Raté
MSG_SYSTEM_134	Riposte !
MSG_SYSTEM_135	Objets
MSG_SYSTEM_136	Magie
MSG_SYSTEM_137	Équipement
MSG_SYSTEM_138	État
MSG_SYSTEM_139	Position
MSG_SYSTEM_140	Réglages
MSG_SYSTEM_141	Sauvegarde rapide
MSG_SYSTEM_142	Sauvegarde
MSG_SYSTEM_143	Gils
MSG_SYSTEM_144	Temps
MSG_SYSTEM_145	Niv.
MSG_SYSTEM_146	PV
MSG_SYSTEM_147	PM
MSG_SYSTEM_148	Objets clefs
MSG_SYSTEM_149	Utiliser
MSG_SYSTEM_150	Classer
MSG_SYSTEM_151	(STATUS_NAME) +(VALUE_NUM)
MSG_SYSTEM_152	(STATUS_NAME) -(VALUE_NUM)
MSG_SYSTEM_153	(HALF_SPACE)
MSG_SYSTEM_154	Aucun objet.
MSG_SYSTEM_155	Aucun objet clef.
MSG_SYSTEM_331	Aucun objet qui peut être utilisé en combat.
MSG_SYSTEM_156	Personne ne peut s'en équiper.
MSG_SYSTEM_157	(RYDIA) apprend l'invocation (MAGC_N) !
MSG_SYSTEM_160	Ce personnage ne connaît aucun sort de magie.
MSG_SYSTEM_161	PM requis :
MSG_SYSTEM_345	Éons
MSG_SYSTEM_318	Tous
MSG_SYSTEM_319	Apprentissage
MSG_SYSTEM_320	PM (croissant)
MSG_SYSTEM_321	PM (décroissant)
MSG_SYSTEM_329	Choisissez le mode de classement.
MSG_SYSTEM_322	Classer les sorts manuellement.
MSG_SYSTEM_323	Classer les sorts en suivant l'ordre dans lequel ils ont été appris.
MSG_SYSTEM_324	Classer les sorts en priorité par ordre croissant de PM requis.
MSG_SYSTEM_325	Classer les sorts en priorité par ordre décroissant de PM requis.
MSG_SYSTEM_326	Classer les sorts en suivant l'ordre du système syllabaire.
MSG_SYSTEM_163	Optimal
MSG_SYSTEM_164	Enlever
MSG_SYSTEM_165	Tout enlever
MSG_SYSTEM_166	---
MSG_SYSTEM_167	---
MSG_SYSTEM_168	Main droite
MSG_SYSTEM_169	Main gauche
MSG_SYSTEM_170	Tête
MSG_SYSTEM_171	Corps
MSG_SYSTEM_172	Mains
MSG_SYSTEM_173	EXP
MSG_SYSTEM_174	Niveau suivant
MSG_SYSTEM_175	Force
MSG_SYSTEM_176	Rapidité
MSG_SYSTEM_177	Vigueur
MSG_SYSTEM_178	Magie
MSG_SYSTEM_179	Esprit
MSG_SYSTEM_180	Attaque
MSG_SYSTEM_181	Précision
MSG_SYSTEM_182	Défense
MSG_SYSTEM_183	Parade
MSG_SYSTEM_184	Défense magique
MSG_SYSTEM_185	Parade magique
MSG_SYSTEM_186	Personnage droitier
MSG_SYSTEM_187	Personnage gaucher
MSG_SYSTEM_188	Personnage ambidextre
MSG_SYSTEM_189	(HALF_SPACE)(Main dominante)
MSG_SYSTEM_190	Menu de combat
MSG_SYSTEM_192	Sauvegarde
MSG_SYSTEM_194	Vide
MSG_SYSTEM_344	dd/MM/yyyy　H:mm
MSG_SYSTEM_195	Choisissez une cible.
MSG_SYSTEM_196	Alliés
MSG_SYSTEM_197	Allié
MSG_SYSTEM_198	Ennemis
MSG_SYSTEM_199	Ennemi
MSG_SYSTEM_200	Tous
MSG_SYSTEM_201	Fonction des touches
MSG_SYSTEM_202	Autres commandes
MSG_SYSTEM_203	Changer l'équipement
MSG_SYSTEM_204	Choisir un objet
MSG_SYSTEM_205	Choisir
MSG_SYSTEM_206	Page précédente / Page suivante
MSG_SYSTEM_207	Fermer le menu
MSG_SYSTEM_208	Annuler
MSG_SYSTEM_209	Permuter la description
MSG_SYSTEM_428	Atterrir
MSG_SYSTEM_438	Déposer
MSG_SYSTEM_333	Changer la formation
MSG_SYSTEM_346	Choisir toutes les cibles
MSG_SYSTEM_347	Choisir une cible
MSG_SYSTEM_305	Agrandir
MSG_SYSTEM_306	Réduire
MSG_SYSTEM_307	Se déplacer
MSG_SYSTEM_210	Manuellement
MSG_SYSTEM_327	Armes
MSG_SYSTEM_211	Armures
MSG_SYSTEM_212	Nom
MSG_SYSTEM_213	Classer l'inventaire manuellement.
