MSG_CHAR_NAME_01	セシル
MSG_MON_NAME_20	レッドマシュマロ
MSG_MON_NAME_21	イエローゼリー
MSG_MON_NAME_22	サハギン
MSG_MON_NAME_23	レーシイ
MSG_MON_NAME_24	クリセイルス
MSG_MON_NAME_25	ゴブリンキャップ
MSG_MON_NAME_26	黒とかげ
MSG_MON_NAME_27	アダマンタイマイ
MSG_MON_NAME_28	ドモボーイ
MSG_MON_NAME_29	パープルババロア
MSG_MON_NAME_30	バロン兵
MSG_MON_NAME_31	ジェネラル
MSG_MON_NAME_32	ガトリンガ
MSG_MON_NAME_33	リルマーダー
MSG_MON_NAME_34	デスビューティ
MSG_MON_NAME_35	スピリット
MSG_MON_NAME_36	スケルトン
MSG_MON_NAME_37	コカトリス
MSG_MON_NAME_38	ガーゴイル
MSG_MON_NAME_39	ルドランベビー
MSG_MON_NAME_40	ベルフェゴール
MSG_MON_NAME_41	ズー
MSG_MON_NAME_42	シーポッツ
MSG_MON_NAME_43	アリゲイター
MSG_MON_NAME_44	スプラッシャー
MSG_MON_NAME_45	バロン海兵
MSG_MON_NAME_46	キャプテン
MSG_MON_NAME_47	ソウル
MSG_MON_NAME_48	ブラッディボーン
MSG_MON_NAME_49	グール
MSG_MON_NAME_50	スカルジャー
MSG_MON_NAME_51	レブナント
MSG_MON_NAME_52	ドラキュレディ
MSG_MON_NAME_53	エーラパトラ
MSG_MON_NAME_54	スカルドラゴン
MSG_MON_NAME_55	雷魚
MSG_MON_NAME_56	ギガースゲイター
MSG_MON_NAME_57	ヒュドラ
MSG_MON_NAME_58	フラッドウォーム
MSG_MON_NAME_59	バロン近衛兵
MSG_MON_NAME_60	ラミア
MSG_MON_NAME_61	ヘルニードル
MSG_MON_NAME_62	ツインスネーク
MSG_MON_NAME_63	雷精
MSG_MON_NAME_64	マインドフレア
MSG_MON_NAME_65	ナーガ
MSG_MON_NAME_66	オーガ
MSG_MON_NAME_67	ケットシー
MSG_MON_NAME_68	ブラックナイト
MSG_MON_NAME_69	ケンタウロナイト
MSG_MON_NAME_70	ミスバンパイア
MSG_MON_NAME_71	マリオネイター
MSG_MON_NAME_72	マリオン
MSG_MON_NAME_73	グルームウイング
MSG_MON_NAME_74	デスタネット
MSG_MON_NAME_75	マリード
MSG_MON_NAME_76	サタナイト
MSG_MON_NAME_77	アームドママル
MSG_MON_NAME_78	レディガーダー
MSG_MON_NAME_79	霊騎士
MSG_MON_NAME_80	ナーガラージャ
MSG_MON_NAME_81	メデューサ
MSG_MON_NAME_82	サウルスゾンビー
MSG_MON_NAME_83	マグマントータス
MSG_MON_NAME_85	ドリームエビル
MSG_MON_NAME_86	ボム
MSG_MON_NAME_87	ペイニーボム
MSG_MON_NAME_88	キマイラ
MSG_MON_NAME_89	ヘルタートル
MSG_MON_NAME_90	アイアンドレス
MSG_MON_NAME_91	フレイムドッグ
MSG_MON_NAME_92	ゴルゴーン
MSG_MON_NAME_93	ストーンゴーレム
MSG_MON_NAME_94	リリス
MSG_MON_NAME_95	マザーラミア
MSG_MON_NAME_96	トーディトード
MSG_MON_NAME_97	モルズ
MSG_MON_NAME_98	ルドラ
MSG_MON_NAME_99	ソーサラー
MSG_MON_NAME_100	バーサオーガ
MSG_MON_NAME_101	フラウドパペット
MSG_MON_NAME_102	ブラッディバット
MSG_MON_NAME_103	アルケニー
MSG_MON_NAME_104	フレイムナイト
MSG_MON_NAME_105	機械砲
MSG_MON_NAME_106	レメディボム
MSG_MON_NAME_107	ダークグラネイド
MSG_MON_NAME_108	プレイグ
MSG_MON_NAME_109	ラストアーム
MSG_MON_NAME_110	クアール
MSG_MON_NAME_111	機械竜
MSG_MON_NAME_112	アラウネ
MSG_MON_NAME_113	プラクティ
MSG_MON_NAME_114	アンダグランダ
MSG_MON_NAME_115	アビスウォーム
MSG_MON_NAME_116	ブラッディレッド
MSG_MON_NAME_117	ミスリーダ
MSG_MON_NAME_118	ブリズリザード
MSG_MON_NAME_119	ヘルフラッパー
MSG_MON_NAME_120	エビルヘッド
MSG_MON_NAME_121	ブリーズビースト
MSG_MON_NAME_122	召喚士
MSG_MON_NAME_123	ソーサルレディ
MSG_MON_NAME_124	アサルトドアー
MSG_MON_NAME_125	トーディウィッチ
MSG_MON_NAME_126	マモン
MSG_MON_NAME_127	キマイラブレイン
MSG_MON_NAME_128	ルナウィルス
MSG_MON_NAME_129	ゼムスブレス
MSG_MON_NAME_130	ホワイトムース
MSG_MON_NAME_131	ブラックプリン
MSG_MON_NAME_132	ゼムスマインド
MSG_MON_NAME_133	ミスリルゴーレム
MSG_MON_NAME_134	グリーンドラゴン
MSG_MON_NAME_135	プリンプリンセス
MSG_MON_NAME_136	アイズ
MSG_MON_NAME_137	機械兵
MSG_MON_NAME_138	巨人兵
MSG_MON_NAME_139	月の女神
MSG_MON_NAME_140	モルボル
MSG_MON_NAME_141	銀竜
MSG_MON_NAME_142	イエロードラゴン
MSG_MON_NAME_143	サタナジュニア
MSG_MON_NAME_144	ユカリョーテ
MSG_MON_NAME_145	フェイズ
MSG_MON_NAME_146	鉄騎兵
MSG_MON_NAME_147	魔人兵
MSG_MON_NAME_148	ステイルゴーレム
MSG_MON_NAME_149	アーリマン
MSG_MON_NAME_150	ルナザウルス
MSG_MON_NAME_151	サーチャー
MSG_MON_NAME_152	暗黒魔道士
MSG_MON_NAME_153	ダークバハムート
MSG_MON_NAME_154	プロカリョーテ
MSG_MON_NAME_155	タイダリアサン
MSG_MON_NAME_156	ブルードラゴン
MSG_MON_NAME_157	金竜
MSG_MON_NAME_158	雷竜
MSG_MON_NAME_159	白竜
MSG_MON_NAME_160	レッドドラゴン
MSG_MON_NAME_161	ベヒーモス
MSG_MON_NAME_162	ミストドラゴン
MSG_MON_NAME_163	オクトマンモス
MSG_MON_NAME_164	アントリオン
MSG_MON_NAME_165	マザーボム
MSG_MON_NAME_166	スカルミリョーネ
MSG_MON_NAME_167	ベイガン
MSG_MON_NAME_168	右腕
MSG_MON_NAME_169	左腕
MSG_MON_NAME_170	カイナッツォ
MSG_MON_NAME_171	ダークエルフ
MSG_MON_NAME_172	ドグ
MSG_MON_NAME_173	マグ
MSG_MON_NAME_174	ラグ
MSG_MON_NAME_175	ゴルベーザ
MSG_MON_NAME_176	バルバリシア
MSG_MON_NAME_177	カルコ
MSG_MON_NAME_178	カルコブリーナ
MSG_MON_NAME_179	黒竜
MSG_MON_NAME_180	博士
MSG_MON_NAME_181	バルナバ
MSG_MON_NAME_182	ルゲイエ
MSG_MON_NAME_183	エブラーナ王
MSG_MON_NAME_184	エブラーナ王妃
MSG_MON_NAME_185	ルビカンテ
MSG_MON_NAME_186	オーディン
MSG_MON_NAME_187	リヴァイアサン
MSG_MON_NAME_188	バハムート
MSG_MON_NAME_189	デモンズウォール
MSG_MON_NAME_190	アスラ
MSG_MON_NAME_191	四天王
MSG_MON_NAME_192	ダークドラゴン
MSG_MON_NAME_193	サハギン
MSG_MON_NAME_194	制御システム
MSG_MON_NAME_195	防衛システム
MSG_MON_NAME_196	ゼムス
MSG_MON_NAME_197	ゼロムス
MSG_MON_NAME_198	竜騎士
MSG_MON_NAME_199	吟遊詩人
MSG_MON_NAME_200	モンク僧
MSG_MON_NAME_201	暗黒騎士
MSG_MON_NAME_202	女の子
MSG_MON_NAME_204	フロータイボール
MSG_MON_NAME_205	ズー
MSG_MON_NAME_206	ブリーナ
MSG_MON_NAME_207	スカルナント
MSG_MON_NAME_208	合体メカ
MSG_MON_NAME_209	迎撃システム
MSG_MON_NAME_210	ミステレグ
MSG_MON_NAME_211	スカルミリョーネ ２
MSG_MON_NAME_212	カイナッツォ ２
MSG_MON_NAME_213	バルバリシア ２
MSG_MON_NAME_214	ルビカンテ ２
MSG_LOCATION_STICK	(AREA_NAME)　(MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	地上
MSG_MAP_NAME_02	地底
MSG_MAP_NAME_03	月
MSG_MAP_NAME_04	バロン城
MSG_MAP_NAME_05	バロンの町
MSG_MAP_NAME_06	オアシスの村カイポ
MSG_MAP_NAME_07	ダムシアン城
MSG_MAP_NAME_08	ファブール城
MSG_MAP_NAME_09	ミシディア
MSG_MAP_NAME_10	ミストの村
MSG_MAP_NAME_11	ミスリルの村
MSG_MAP_NAME_12	エブラーナ城
MSG_MAP_NAME_13	トロイアの町
MSG_MAP_NAME_14	トロイア城
MSG_MAP_NAME_15	アガルトの村
MSG_MAP_NAME_16	アダマン島の洞窟
MSG_MAP_NAME_17	ドワーフ城
MSG_MAP_NAME_18	トメラの村
MSG_MAP_NAME_19	ククロの家
MSG_MAP_NAME_20	ハミングウェイの住処
MSG_MAP_NAME_21	月の民の館
MSG_MAP_NAME_23	チョコボの村
MSG_MAP_NAME_24	地下水脈
MSG_MAP_NAME_25	アントリオンの洞窟
MSG_MAP_NAME_26	ホブスの山
MSG_MAP_NAME_27	試練の山
MSG_MAP_NAME_28	昔の水路
MSG_MAP_NAME_29	磁力の洞窟
MSG_MAP_NAME_30	ゾットの塔
MSG_MAP_NAME_31	バブイルの塔
MSG_MAP_NAME_32	エブラーナの洞窟
MSG_MAP_NAME_33	シルフの洞窟
MSG_MAP_NAME_34	幻獣の洞窟
MSG_MAP_NAME_35	幻獣の町
MSG_MAP_NAME_36	封印の洞窟
MSG_MAP_NAME_37	月の地下通路
MSG_MAP_NAME_38	幻獣神の洞窟
MSG_MAP_NAME_39	バブイルの巨人
MSG_MAP_NAME_40	月の地下渓谷
MSG_MAP_NAME_41	ミストの洞窟
MSG_MAP_NAME_47	トレーニングルーム
MSG_MAP_NAME_48	祈りの館
MSG_MAP_NAME_87	祈りの塔
MSG_MAP_NAME_54	ドワーフの基地
MSG_MAP_NAME_56	地下に通じる滝
MSG_MAP_NAME_59	アントリオンの巣
MSG_MAP_NAME_60	バブイルの塔への抜け道
MSG_MAP_NAME_63	巨人の口
MSG_MAP_NAME_64	巨人の首
MSG_MAP_NAME_65	巨人の胸
MSG_MAP_NAME_66	巨人の腹
MSG_MAP_NAME_67	巨人内部の通路
MSGARA_NAME_36	巨人内部の吹き抜け
MSGARA_NAME_39	巨人制御装置
MSG_MAP_NAME_69	エブラーナの町
MSG_MAP_NAME_70	チョコボの森　バロン
MSG_MAP_NAME_71	チョコボの森　ファブール
MSG_MAP_NAME_72	チョコボの森　ミシディア
MSG_MAP_NAME_73	チョコボの森　トロイア
MSG_MAP_NAME_74	チョコボの森　南海の孤島
MSG_MAP_NAME_75	シルフの家
MSG_MAP_NAME_76	地下の湖
MSG_MAP_NAME_77	ミストの洞窟　南口
MSG_MAP_NAME_78	ミストの洞窟　北口
MSG_MAP_NAME_79	地下水脈　南口
MSG_MAP_NAME_80	地下水脈　北口
MSG_MAP_NAME_81	ホブスの山　西口
MSG_MAP_NAME_82	ホブスの山　東口
MSG_MAP_NAME_83	月の地下通路　西　南口
MSG_MAP_NAME_84	月の地下通路　西　北口
MSG_MAP_NAME_85	月の地下通路　東　北口
MSG_MAP_NAME_86	月の地下通路　東　南口
MSG_MAP_NAME_88	月の地下通路　東
MSG_MAP_NAME_89	月の地下通路　西
MSGARA_NAME_09	クリスタルルーム
MSGARA_NAME_10	デビルロード
MSGARA_NAME_01	宿屋
MSGARA_NAME_02	酒場
MSGARA_NAME_03	酒場　２Ｆ
MSGARA_NAME_04	宿屋　道具屋
MSGARA_NAME_05	道具屋
MSGARA_NAME_06	武器屋
MSGARA_NAME_07	防具屋
MSGARA_NAME_08	武器防具屋
MSGARA_NAME_11	左の塔　１Ｆ
MSGARA_NAME_12	左の塔　２Ｆ
MSGARA_NAME_13	左の塔　３Ｆ
MSGARA_NAME_14	右の塔　１Ｆ
MSGARA_NAME_15	右の塔　２Ｆ
MSGARA_NAME_16	右の塔　３Ｆ
MSGARA_NAME_17	右の塔　Ｂ１Ｆ
MSGARA_NAME_18	右の塔　Ｂ２Ｆ
MSGARA_NAME_19	隠し部屋
MSGARA_NAME_20	１Ｆ
MSGARA_NAME_21	２Ｆ
MSGARA_NAME_22	３Ｆ
MSGARA_NAME_23	４Ｆ
MSGARA_NAME_24	５Ｆ
MSGARA_NAME_25	６Ｆ
MSGARA_NAME_26	７Ｆ
MSGARA_NAME_27	Ｂ１Ｆ
MSGARA_NAME_28	Ｂ２Ｆ
MSGARA_NAME_29	Ｂ３Ｆ
MSGARA_NAME_30	Ｂ４Ｆ
MSGARA_NAME_31	Ｂ５Ｆ
MSGARA_NAME_32	Ｂ６Ｆ
MSGARA_NAME_33	Ｂ７Ｆ
MSGARA_NAME_34	３合目
MSGARA_NAME_35	７合目
MSGARA_NAME_37	王の間
MSGARA_NAME_38	山頂
MSGARA_NAME_40	西口
MSGARA_NAME_41	地下通路
MSGARA_NAME_42	地下牢
MSGARA_NAME_43	地底１Ｆ
MSGARA_NAME_44	地底２Ｆ
MSGARA_NAME_45	地底３Ｆ
MSGARA_NAME_46	地底４Ｆ
MSGARA_NAME_47	地底５Ｆ
MSGARA_NAME_48	地底６Ｆ
MSGARA_NAME_49	地底７Ｆ
MSGARA_NAME_50	地底８Ｆ
MSGARA_NAME_51	東口
MSGARA_NAME_52	南口
MSGARA_NAME_53	入口
MSGARA_NAME_54	北口
MSGARA_NAME_55	牢屋
MSGARA_NAME_56	牢屋　Ｂ１Ｆ
MSGARA_NAME_57	５合目
MSGARA_NAME_58	Ｂ８Ｆ
MSGARA_NAME_59	Ｂ９Ｆ
MSGARA_NAME_60	Ｂ１０Ｆ
MSGARA_NAME_61	Ｂ１１Ｆ
MSGARA_NAME_62	Ｂ１２Ｆ
MSG_MAP_NAME_42	(CECIL)の部屋
MSG_MAP_NAME_43	黒魔法研究室
MSG_MAP_NAME_44	白魔法研究室
MSG_MAP_NAME_45	(CID)の家
MSG_MAP_NAME_46	(ROZA)の家
MSG_MAP_NAME_49	パブ「王様」
MSG_MAP_NAME_50	黒チョコボ保育園
MSG_MAP_NAME_51	黒チョコボ保育園　Ｂ１Ｆ
MSG_MAP_NAME_52	天文台
MSG_MAP_NAME_53	観測室
MSG_MAP_NAME_55	パブ「ラリホー！」
MSG_MAP_NAME_62	幻界図書館
MSG_MAP_NAME_90	医務室
MSG_SYSTEM_001	とじる
MSG_SYSTEM_002	もどる
MSG_SYSTEM_328	やめる
MSG_SYSTEM_003	はい
MSG_SYSTEM_004	いいえ
MSG_SYSTEM_010	/
MSG_SYSTEM_011	：
MSG_SYSTEM_015	×
MSG_SYSTEM_018	回
MSG_SYSTEM_019	％
MSG_SYSTEM_020	？？？？？？？？
MSG_SYSTEM_022	決定
MSG_SYSTEM_340	すべて決定
MSG_SYSTEM_024	初期化
MSG_SYSTEM_026	先制攻撃のチャンス！
MSG_SYSTEM_027	不意打ちだ！
MSG_SYSTEM_028	バックアタックだ！
MSG_SYSTEM_030	パーティは全滅した……
MSG_SYSTEM_034	効果がなかった
MSG_SYSTEM_035	逃げ出した
MSG_SYSTEM_036	逃げられない！
MSG_SYSTEM_037	ＭＰが足りない
MSG_SYSTEM_040	むー、何も思い出せん
MSG_SYSTEM_042	カエルの歌
MSG_SYSTEM_043	子守歌
MSG_SYSTEM_044	誘惑の歌
MSG_SYSTEM_045	沈黙の歌
MSG_SYSTEM_046	薬が足りない
MSG_SYSTEM_047	祈りは天に届かなかった
MSG_SYSTEM_048	シンクロが乱れた
MSG_SYSTEM_049	魔法の力アップ！
MSG_SYSTEM_050	魔物を慌てさせた
MSG_SYSTEM_051	弱点は特にない
MSG_SYSTEM_052	炎に弱い
MSG_SYSTEM_053	冷気に弱い
MSG_SYSTEM_054	雷に弱い
MSG_SYSTEM_055	闇の力に弱い
MSG_SYSTEM_056	聖なる力に弱い
MSG_SYSTEM_057	飛び道具に弱い
MSG_SYSTEM_058	盗みそこなった
MSG_SYSTEM_059	モンスターに見つかった
MSG_SYSTEM_060	(ITEM_N)を盗んだ
MSG_SYSTEM_061	(FC_0)／(FC_9)
MSG_SYSTEM_075	毒のダメージ
MSG_SYSTEM_076	ＨＰが徐々に回復
MSG_SYSTEM_077	力をためて攻撃力２倍！
MSG_SYSTEM_078	防御力アップ
MSG_SYSTEM_079	獲得ギル
MSG_SYSTEM_080	獲得経験値
MSG_SYSTEM_081	獲得アイテム
MSG_SYSTEM_082	次へ
MSG_SYSTEM_083	終了
MSG_SYSTEM_084	ＬＥＶＥＬ　ＵＰ
MSG_SYSTEM_330	(CHA_N)が(MAGC_N)を覚えた！
MSG_SYSTEM_085	たたかう
MSG_SYSTEM_086	あんこく
MSG_SYSTEM_087	アイテム
MSG_SYSTEM_088	ジャンプ
MSG_SYSTEM_089	しろまほう
MSG_SYSTEM_090	いのり
MSG_SYSTEM_091	ねらう
MSG_SYSTEM_092	くろまほう
MSG_SYSTEM_093	しょうかん
MSG_SYSTEM_094	おもいだす
MSG_SYSTEM_095	ためる
MSG_SYSTEM_096	けり
MSG_SYSTEM_097	がまん
MSG_SYSTEM_098	うたう
MSG_SYSTEM_099	くすり
MSG_SYSTEM_100	かくれる
MSG_SYSTEM_101	つよがる
MSG_SYSTEM_102	ふたりがけ
MSG_SYSTEM_103	うそなき
MSG_SYSTEM_104	しらべる
MSG_SYSTEM_105	なげる
MSG_SYSTEM_106	ぬすむ
MSG_SYSTEM_107	にんじゅつ
MSG_SYSTEM_108	せいしんは
MSG_SYSTEM_109	かばう
MSG_SYSTEM_110	かばわない
MSG_SYSTEM_111	あらわれる
MSG_SYSTEM_112	チェンジ
MSG_SYSTEM_113	ぼうぎょ
MSG_SYSTEM_338	スキップ
MSG_SYSTEM_114	毒
MSG_SYSTEM_115	暗闇
MSG_SYSTEM_116	沈黙
MSG_SYSTEM_117	ブタ
MSG_SYSTEM_118	こびと
MSG_SYSTEM_119	カエル
MSG_SYSTEM_120	石化
MSG_SYSTEM_121	戦闘不能
MSG_SYSTEM_122	狂戦士
MSG_SYSTEM_123	混乱
MSG_SYSTEM_124	眠り
MSG_SYSTEM_125	マヒ
MSG_SYSTEM_126	レビテト
MSG_SYSTEM_127	呪い
MSG_SYSTEM_128	死の宣告
MSG_SYSTEM_129	ストップ
MSG_SYSTEM_131	リフレク
MSG_SYSTEM_339	磁力
MSG_SYSTEM_341	ＨＰ回復
MSG_SYSTEM_398	スリップ
MSG_SYSTEM_132	ミス!!
MSG_SYSTEM_134	カウンター
MSG_SYSTEM_135	アイテム
MSG_SYSTEM_136	まほう
MSG_SYSTEM_137	そうび
MSG_SYSTEM_138	ステータス
MSG_SYSTEM_139	ならびかえ
MSG_SYSTEM_140	コンフィグ
MSG_SYSTEM_141	ちゅうだん
MSG_SYSTEM_142	セーブ
MSG_SYSTEM_143	ギル
MSG_SYSTEM_144	ＴＩＭＥ
MSG_SYSTEM_145	ＬＶ
MSG_SYSTEM_146	ＨＰ
MSG_SYSTEM_147	ＭＰ
MSG_SYSTEM_148	だいじなもの
MSG_SYSTEM_149	つかう
MSG_SYSTEM_150	せいとん
MSG_SYSTEM_151	(STATUS_NAME)＋(VALUE_NUM)
MSG_SYSTEM_152	(STATUS_NAME)－(VALUE_NUM)
MSG_SYSTEM_153	(FULL_SPACE)
MSG_SYSTEM_154	アイテムを持っていません。
MSG_SYSTEM_155	大事なものを持っていません。
MSG_SYSTEM_331	バトルで使用できるアイテムを持っていません。
MSG_SYSTEM_156	装備できるキャラクターがいません。
MSG_SYSTEM_157	(RYDIA)は(MAGC_N)を覚えた。
MSG_SYSTEM_160	魔法は使えません。
MSG_SYSTEM_161	消費ＭＰ
MSG_SYSTEM_345	しょうかん
MSG_SYSTEM_318	全員
MSG_SYSTEM_319	習得順
MSG_SYSTEM_320	ＭＰ昇順
MSG_SYSTEM_321	ＭＰ降順
MSG_SYSTEM_329	せいとんしたいカテゴリを選択してください。
MSG_SYSTEM_322	自分で魔法を選択して並べ替えます。
MSG_SYSTEM_323	魔法を習得した順番に自動で並べ替えます。
MSG_SYSTEM_324	魔法を消費ＭＰが小さい順に自動で並べ替えます。
MSG_SYSTEM_325	魔法を消費ＭＰが大きい順に自動で並べ替えます。
MSG_SYSTEM_326	魔法を五十音順に自動で並べ替えます。
MSG_SYSTEM_163	さいきょう
MSG_SYSTEM_164	はずす
MSG_SYSTEM_165	すべてはずす
MSG_SYSTEM_166	すで
MSG_SYSTEM_167	なし
MSG_SYSTEM_168	右手
MSG_SYSTEM_169	左手
MSG_SYSTEM_170	頭
MSG_SYSTEM_171	体
MSG_SYSTEM_172	腕
MSG_SYSTEM_173	経験値
MSG_SYSTEM_174	ＮＥＸＴ
MSG_SYSTEM_175	力
MSG_SYSTEM_176	素早さ
MSG_SYSTEM_177	体力
MSG_SYSTEM_178	知性
MSG_SYSTEM_179	精神
MSG_SYSTEM_180	攻撃
MSG_SYSTEM_181	命中率
MSG_SYSTEM_182	防御
MSG_SYSTEM_183	回避率
MSG_SYSTEM_184	魔法防御
MSG_SYSTEM_185	魔法回避率
MSG_SYSTEM_186	右利き
MSG_SYSTEM_187	左利き
MSG_SYSTEM_188	両利き
MSG_SYSTEM_189	（利き手）
MSG_SYSTEM_190	コマンド
MSG_SYSTEM_192	データ
MSG_SYSTEM_194	EMPTY
MSG_SYSTEM_344	yyyy/MM/dd　H:mm
MSG_SYSTEM_195	誰に使いますか？
MSG_SYSTEM_196	味方全体
MSG_SYSTEM_197	味方単体
MSG_SYSTEM_198	敵全体
MSG_SYSTEM_199	敵単体
MSG_SYSTEM_200	全体
MSG_SYSTEM_201	操作説明
MSG_SYSTEM_202	コマンド切り替え
MSG_SYSTEM_203	装備変更
MSG_SYSTEM_204	アイテム選択
MSG_SYSTEM_205	選択
MSG_SYSTEM_206	ページアップ/ダウン
MSG_SYSTEM_207	メニューを閉じる
MSG_SYSTEM_208	キャンセル
MSG_SYSTEM_209	説明文切り替え
MSG_SYSTEM_428	おりる
MSG_SYSTEM_438	おろす
MSG_SYSTEM_333	隊列変更
MSG_SYSTEM_346	全体切り替え
MSG_SYSTEM_347	単体切り替え
MSG_SYSTEM_305	拡大
MSG_SYSTEM_306	縮小
MSG_SYSTEM_307	移動
MSG_SYSTEM_210	じぶんで
MSG_SYSTEM_327	武器
MSG_SYSTEM_211	防具
MSG_SYSTEM_212	名前
MSG_SYSTEM_213	自分でアイテムを選択して並べ替えます。
MSG_SYSTEM_214	消費アイテムを先頭にして自動で並べ替えます。
MSG_SYSTEM_215	武器を先頭にして自動で並べ替えます。
MSG_SYSTEM_216	防具を先頭にして自動で並べ替えます。
MSG_SYSTEM_217	アイテムを五十音順に自動で並べ替えます。
MSG_SYSTEM_218	一時停止/再開
MSG_SYSTEM_219	同時に押し続ける：逃げる
MSG_SYSTEM_220	敵選択時：全体/単体切り替え
MSG_SYSTEM_221	味方選択時：全体/単体切り替え
MSG_SYSTEM_222	リスト選択時：ページアップ
MSG_SYSTEM_223	リスト選択時：ページダウン
MSG_SYSTEM_224	行動をスキップ
MSG_SYSTEM_225	オートバトル開始/終了
MSG_SYSTEM_226	一時停止/再開
MSG_SYSTEM_227	逃げる
MSG_SYSTEM_228	戻る/キャンセル
MSG_SYSTEM_229	アイテム選択から装備変更に切り替え
MSG_SYSTEM_230	装備変更からアイテム選択に切り替え
MSG_SYSTEM_231	対象を単体から全体に切り替え
MSG_SYSTEM_232	対象を全体から単体に切り替え
MSG_SYSTEM_233	初期設定に戻す
MSG_SYSTEM_235	変更
MSG_SYSTEM_236	武器屋
MSG_SYSTEM_237	防具屋
MSG_SYSTEM_238	道具屋
MSG_SYSTEM_400	武器防具屋
MSG_SYSTEM_401	酒場
MSG_SYSTEM_239	価格
MSG_SYSTEM_240	購入数
MSG_SYSTEM_241	売却数
MSG_SYSTEM_242	合計
MSG_SYSTEM_243	かう
MSG_SYSTEM_244	うる
MSG_SYSTEM_245	でる
MSG_SYSTEM_246	所持数
MSG_SYSTEM_247	装備数
MSG_SYSTEM_249	ニューゲーム
MSG_SYSTEM_250	ロードゲーム
MSG_SYSTEM_251	TAP TO START
MSG_SYSTEM_252	PRESS ANY BUTTON
MSG_SYSTEM_253	©SQUARE ENIX CO., LTD. All Rights Reserved.\nLOGO & IMAGE ILLUSTRATION: ©YOSHITAKA AMANO
MSG_SYSTEM_254	エクストラ
MSG_SYSTEM_255	オプション
MSG_SYSTEM_256	モンスター図鑑
MSG_SYSTEM_257	サウンドプレイヤー
MSG_SYSTEM_260	プライバシーポリシー
MSG_SYSTEM_261	ライセンス
MSG_SYSTEM_262	ギャラリー
MSG_SYSTEM_263	宝箱
MSG_SYSTEM_264	アイテム
MSG_SYSTEM_265	お知らせ
MSG_SYSTEM_308	タップ移動モード
MSG_SYSTEM_267	セーブが完了しました。
MSG_SYSTEM_268	このデータに上書きしてセーブしますか？
MSG_SYSTEM_314	セーブデータが壊れています。
MSG_SYSTEM_315	セーブに失敗しました。
MSG_SYSTEM_270	オートセーブ
MSG_SYSTEM_271	中断セーブ
MSG_SYSTEM_332	クリアセーブ
MSG_SYSTEM_272	ここまでの状態をセーブしますか？
MSG_SYSTEM_273	中断セーブが完了しました。
MSG_SYSTEM_316	中断データが壊れています。
MSG_SYSTEM_317	中断セーブに失敗しました。
MSG_SYSTEM_436	ゲームのプレイに必要なストレージが足りません。\n不要なデータを削除して空きストレージを確保してください。
MSG_SYSTEM_274	このデータで始めますか？
MSG_SYSTEM_275	クリアデータをセーブしますか？
MSG_SYSTEM_276	※ラストバトル直前の状態でセーブされます
MSG_SYSTEM_277	セーブが完了しました。\nタイトル画面に戻りますか？
MSG_SYSTEM_278	クリアデータをセーブしていません。\nこのままタイトル画面に戻りますか？
MSG_SYSTEM_280	マップ切り替え
MSG_SYSTEM_284	現在位置
MSG_SYSTEM_343	チョコボ
MSG_SYSTEM_285	黒チョコボ
MSG_SYSTEM_286	エンタープライズ
MSG_SYSTEM_287	ファルコン号
MSG_SYSTEM_288	ホバー船
MSG_SYSTEM_289	魔導船
MSG_SYSTEM_399	最新のセーブデータから再開しますか？
MSG_CFG_INF_01	システム
MSG_CFG_INF_135	バトルモード
MSG_CFG_INF_136	バトルスピード
MSG_CFG_INF_137	バトルメッセージ
MSG_CFG_INF_138	ウェイト
MSG_CFG_INF_139	アクティブ
MSG_CFG_INF_02	カーソル位置記憶
MSG_CFG_INF_03	オートバトル継続
MSG_CFG_INF_05	言語設定
MSG_CFG_INF_06	タイトルに戻る
MSG_CFG_INF_07	ゲームを終了する
MSG_CFG_INF_93	画面設定
MSG_CFG_INF_09	画面モード
MSG_CFG_INF_94	解像度
MSG_CFG_INF_153	グラフィック表示
MSG_CFG_INF_11	明るさ設定
MSG_CFG_INF_12	サウンド
MSG_CFG_INF_13	マスター音量
MSG_CFG_INF_14	BGM音量
MSG_CFG_INF_15	SE音量
MSG_CFG_INF_140	バトル中の時間の流れを設定できます。
MSG_CFG_INF_141	魔法やアイテムの選択中は時間が止まります。
MSG_CFG_INF_142	魔法やアイテムの選択中でも時間が流れます。
MSG_CFG_INF_143	バトルが行われる時間の速さを設定できます。
MSG_CFG_INF_144	バトル中のメッセージの表示速度を設定できます。
MSG_CFG_INF_95	前回のカーソル位置を記憶しておくか設定できます。
MSG_CFG_INF_96	オートバトルを次のバトルにも引き継ぐか設定できます。
MSG_CFG_INF_99	画面の明るさを設定できます。
MSG_CFG_INF_100	ゲーム全体の音量を設定できます。
MSG_CFG_INF_101	ＢＧＭの音量を設定できます。
MSG_CFG_INF_102	ＳＥの音量を設定できます。
MSG_CFG_INF_104	ゲームパッドの操作ボタンを設定できます。
MSG_CFG_INF_105	キーボードの操作キーを設定できます。
MSG_CFG_INF_106	タイトル画面に戻ります。セーブされていないデータは破棄されます。
MSG_CFG_INF_107	ゲームを終了します。セーブされていないデータは破棄されます。
MSG_CFG_INF_108	ゲームパッドの操作ボタンを初期設定に戻します。
