MSG_CHAR_NAME_01	塞西尔
MSG_MON_NAME_45	巴隆海军
MSG_MON_NAME_46	上校
MSG_MON_NAME_47	灵魂
MSG_MON_NAME_48	血髅战士
MSG_MON_NAME_49	尸鬼
MSG_MON_NAME_50	骷髅战士
MSG_MON_NAME_51	亡魂
MSG_MON_NAME_52	吸血淑女
MSG_MON_NAME_53	伊罗钵那伽
MSG_MON_NAME_54	骨骸龙
MSG_MON_NAME_55	雷鱼
MSG_MON_NAME_56	巨吻鳄
MSG_MON_NAME_57	许德拉
MSG_MON_NAME_58	洪水巨虫
MSG_MON_NAME_59	巴隆近卫军
MSG_MON_NAME_60	拉米亚
MSG_MON_NAME_61	地狱针鼠
MSG_MON_NAME_62	双头蛇
MSG_MON_NAME_63	雷精
MSG_MON_NAME_64	夺心魔
MSG_MON_NAME_65	那伽
MSG_MON_NAME_66	食人魔
MSG_MON_NAME_67	凯特·西斯
MSG_MON_NAME_68	黑骑士
MSG_MON_NAME_69	人马骑兵
MSG_MON_NAME_70	吸血小姐
MSG_MON_NAME_71	傀儡师
MSG_MON_NAME_72	傀儡人偶
MSG_MON_NAME_73	昏暗蛾
MSG_MON_NAME_74	魔响贝
MSG_MON_NAME_75	玛莉德
MSG_MON_NAME_76	恶魔骑士
MSG_MON_NAME_77	犰狳
MSG_MON_NAME_78	守卫女兵
MSG_MON_NAME_79	灵骑士
MSG_MON_NAME_80	那伽大君
MSG_MON_NAME_81	美杜莎
MSG_MON_NAME_82	恐尸龙
MSG_MON_NAME_83	熔岩龟
MSG_MON_NAME_85	梦魔
MSG_MON_NAME_86	爆弹怪
MSG_MON_NAME_87	痛楚爆弹怪
MSG_MON_NAME_88	奇美拉
MSG_MON_NAME_89	地狱龟
MSG_MON_NAME_90	铁甲犰狳
MSG_MON_NAME_91	烈火猛犬
MSG_MON_NAME_92	戈尔贡
MSG_MON_NAME_93	岩石巨像
MSG_MON_NAME_94	莉莉丝
MSG_MON_NAME_95	拉米亚族长
MSG_MON_NAME_96	谄媚蟾蜍
MSG_MON_NAME_97	致命霉菌
MSG_MON_NAME_98	楼陀罗
MSG_MON_NAME_99	魔法师
MSG_MON_NAME_100	狂暴食人魔
MSG_MON_NAME_101	欺诈人偶
MSG_MON_NAME_102	血色蝠
MSG_MON_NAME_103	阿刺克涅
MSG_MON_NAME_104	火骑士
MSG_MON_NAME_105	机械炮
MSG_MON_NAME_106	治愈爆弹怪
MSG_MON_NAME_107	暗黑榴弹怪
MSG_MON_NAME_108	灾祸之瞳
MSG_MON_NAME_109	冲击眼
MSG_MON_NAME_110	长须豹
MSG_MON_NAME_111	机械龙
MSG_MON_NAME_112	爱娜温
MSG_MON_NAME_113	小精怪
MSG_MON_NAME_114	地底蜈蚣
MSG_MON_NAME_115	深渊巨虫
MSG_MON_NAME_116	血色眼
MSG_MON_NAME_117	天蚕
MSG_MON_NAME_118	冰蜥蜴
MSG_MON_NAME_119	地狱蛾
MSG_MON_NAME_120	恶魔蝠
MSG_MON_NAME_121	冰霜凶兽
MSG_MON_NAME_122	召唤师
MSG_MON_NAME_123	巫术女郎
MSG_MON_NAME_124	狂暴之门
MSG_MON_NAME_125	谄媚女巫
MSG_MON_NAME_126	玛门树精
MSG_MON_NAME_127	智化奇美拉
MSG_MON_NAME_128	月球病毒
MSG_MON_NAME_129	泽姆斯之息
MSG_MON_NAME_130	白色慕斯怪
MSG_MON_NAME_131	黑色软糊怪
MSG_MON_NAME_132	泽姆斯之念
MSG_MON_NAME_133	秘银巨像
MSG_MON_NAME_134	绿龙
MSG_MON_NAME_135	布丁公主
MSG_MON_NAME_136	监视眼
MSG_MON_NAME_137	机械兵
MSG_MON_NAME_138	巨人兵
MSG_MON_NAME_139	月女神卫兵
MSG_MON_NAME_140	魔界花
MSG_MON_NAME_141	银龙
MSG_MON_NAME_142	黄龙
MSG_MON_NAME_143	小恶魔
MSG_MON_NAME_144	真核细胞
MSG_MON_NAME_145	死亡面相
MSG_MON_NAME_146	铁骑兵
MSG_MON_NAME_147	魔人兵
MSG_MON_NAME_148	坚钢巨像
MSG_MON_NAME_149	阿里曼
MSG_MON_NAME_150	月骨龙
MSG_MON_NAME_151	侦察眼
MSG_MON_NAME_152	暗黑魔法师
MSG_MON_NAME_153	暗黑巴哈姆特
MSG_MON_NAME_154	原核细胞
MSG_MON_NAME_155	狂潮利维亚桑
MSG_MON_NAME_156	蓝龙
MSG_MON_NAME_157	金龙
MSG_MON_NAME_158	雷龙
MSG_MON_NAME_159	白龙
MSG_MON_NAME_160	红龙
MSG_MON_NAME_161	贝希摩斯
MSG_MON_NAME_162	雾龙
MSG_MON_NAME_163	八足巨妖
MSG_MON_NAME_164	蚁狮
MSG_MON_NAME_165	爆弹之母
MSG_MON_NAME_166	斯卡米留尼
MSG_MON_NAME_167	贝迦恩
MSG_MON_NAME_168	右手
MSG_MON_NAME_169	左手
MSG_MON_NAME_170	凯纳槽
MSG_MON_NAME_171	暗黑精灵
MSG_MON_NAME_172	多格
MSG_MON_NAME_173	马格
MSG_MON_NAME_174	拉格
MSG_MON_NAME_175	高贝扎
MSG_MON_NAME_176	巴尔巴莉希娅
MSG_MON_NAME_177	卡尔克
MSG_MON_NAME_178	卡尔克布莉娜
MSG_MON_NAME_179	黑龙
MSG_MON_NAME_180	博士
MSG_MON_NAME_181	巴尔纳伯
MSG_MON_NAME_182	卢格
MSG_MON_NAME_183	艾布拉纳王
MSG_MON_NAME_184	艾布拉纳王妃
MSG_MON_NAME_185	卢比坎特
MSG_MON_NAME_186	奥丁
MSG_MON_NAME_187	利维亚桑
MSG_MON_NAME_188	巴哈姆特
MSG_MON_NAME_189	恶魔墙
MSG_MON_NAME_190	阿修罗
MSG_MON_NAME_191	四天王
MSG_MON_NAME_192	暗龙
MSG_MON_NAME_193	鱼人
MSG_MON_NAME_194	控制系统
MSG_MON_NAME_195	防御系统
MSG_MON_NAME_196	泽姆斯
MSG_MON_NAME_197	泽罗姆斯
MSG_MON_NAME_198	龙骑士
MSG_MON_NAME_199	吟游诗人
MSG_MON_NAME_200	武僧
MSG_MON_NAME_201	暗黑骑士
MSG_MON_NAME_202	女孩
MSG_MON_NAME_204	浮游之眼
MSG_MON_NAME_205	祖
MSG_MON_NAME_206	布莉娜
MSG_MON_NAME_207	骨魂
MSG_MON_NAME_208	合体机器人
MSG_MON_NAME_209	攻击系统
MSG_MON_NAME_210	神秘蛋
MSG_MON_NAME_211	斯卡米留尼 二
MSG_MON_NAME_212	凯纳槽 二
MSG_MON_NAME_213	巴尔巴莉希娅 二
MSG_MON_NAME_214	卢比坎特 二
MSG_LOCATION_STICK	(AREA_NAME)　(MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	地表
MSG_MAP_NAME_02	地底
MSG_MAP_NAME_03	月球
MSG_MAP_NAME_04	巴隆城
MSG_MAP_NAME_05	巴隆镇
MSG_MAP_NAME_06	凯波
MSG_MAP_NAME_07	达姆希安城
MSG_MAP_NAME_08	法布尔城
MSG_MAP_NAME_09	密西迪亚
MSG_MAP_NAME_10	迷雾村
MSG_MAP_NAME_11	秘银村
MSG_MAP_NAME_12	艾布拉纳城
MSG_MAP_NAME_13	特罗亚镇
MSG_MAP_NAME_14	特罗亚城
MSG_MAP_NAME_15	阿加尔特
MSG_MAP_NAME_16	精金岛洞窟
MSG_MAP_NAME_17	矮人城
MSG_MAP_NAME_18	特美拉
MSG_MAP_NAME_19	可可罗的家
MSG_MAP_NAME_20	哼哼引导兔的住所
MSG_MAP_NAME_21	月民之馆
MSG_MAP_NAME_23	陆行鸟村
MSG_MAP_NAME_24	地下水脉
MSG_MAP_NAME_25	蚁狮洞窟
MSG_MAP_NAME_26	霍布斯山
MSG_MAP_NAME_27	试炼之山
MSG_MAP_NAME_28	古老水路
MSG_MAP_NAME_29	磁力洞窟
MSG_MAP_NAME_30	佐特塔
MSG_MAP_NAME_31	巴别塔
MSG_MAP_NAME_32	艾布拉纳洞窟
MSG_MAP_NAME_33	风精灵洞窟
MSG_MAP_NAME_34	幻兽洞窟
MSG_MAP_NAME_35	幻兽镇
MSG_MAP_NAME_36	封印洞窟
MSG_MAP_NAME_37	月面地下通道
MSG_MAP_NAME_38	幻兽神洞窟
MSG_MAP_NAME_39	巴别巨人
MSG_MAP_NAME_40	月面地下溪谷
MSG_MAP_NAME_41	雾之洞窟
MSG_MAP_NAME_47	训练室
MSG_MAP_NAME_48	祈福之馆
MSG_MAP_NAME_87	祈福之塔
MSG_MAP_NAME_54	矮人基地
MSG_MAP_NAME_56	通往地下的瀑布
MSG_MAP_NAME_59	蚁狮巢穴
MSG_MAP_NAME_60	通往巴别塔的密道
MSG_MAP_NAME_63	巨人口
MSG_MAP_NAME_64	巨人颈
MSG_MAP_NAME_65	巨人胸
MSG_MAP_NAME_66	巨人腹
MSG_MAP_NAME_67	巨人内部通道
MSGARA_NAME_36	巨人内部楼梯间
MSGARA_NAME_39	巨人控制装置
MSG_MAP_NAME_69	艾布拉纳镇
MSG_MAP_NAME_70	陆行鸟之森 巴隆
MSG_MAP_NAME_71	陆行鸟之森 法布尔
MSG_MAP_NAME_72	陆行鸟之森 密西迪亚
MSG_MAP_NAME_73	陆行鸟之森 特罗亚
MSG_MAP_NAME_74	陆行鸟之森 南海孤岛
MSG_MAP_NAME_75	风精灵之家
MSG_MAP_NAME_76	地下湖
MSG_MAP_NAME_77	雾之洞窟南口
MSG_MAP_NAME_78	雾之洞窟北口
MSG_MAP_NAME_79	地下水脉南口
MSG_MAP_NAME_80	地下水脉北口
MSG_MAP_NAME_81	霍布斯山西口
MSG_MAP_NAME_82	霍布斯山东口
MSG_MAP_NAME_83	月面地下通道西南口
MSG_MAP_NAME_84	月面地下通道西北口
MSG_MAP_NAME_85	月面地下通道东北口
MSG_MAP_NAME_86	月面地下通道东南口
MSG_MAP_NAME_88	月面地下通道东
MSG_MAP_NAME_89	月面地下通道西
MSGARA_NAME_09	水晶之间
MSGARA_NAME_10	魔鬼之路
MSGARA_NAME_01	旅店
MSGARA_NAME_02	酒馆
MSGARA_NAME_03	酒馆二层
MSGARA_NAME_04	旅店道具店
MSGARA_NAME_05	道具店
MSGARA_NAME_06	武器店
MSGARA_NAME_07	防具店
MSGARA_NAME_08	武器防具店
MSGARA_NAME_11	西塔一层
MSGARA_NAME_12	西塔二层
MSGARA_NAME_13	西塔三层
MSGARA_NAME_14	东塔一层
MSGARA_NAME_15	东塔二层
MSGARA_NAME_16	东塔三层
MSGARA_NAME_17	东塔地下一层
MSGARA_NAME_18	东塔地下二层
MSGARA_NAME_19	密室
MSGARA_NAME_20	一层
MSGARA_NAME_21	二层
MSGARA_NAME_22	三层
MSGARA_NAME_23	四层
MSGARA_NAME_24	五层
MSGARA_NAME_25	六层
MSGARA_NAME_26	七层
MSGARA_NAME_27	地下一层
MSGARA_NAME_28	地下二层
MSGARA_NAME_29	地下三层
MSGARA_NAME_30	地下四层
MSGARA_NAME_31	地下五层
MSGARA_NAME_32	地下六层
MSGARA_NAME_33	地下七层
MSGARA_NAME_34	第三阶段
MSGARA_NAME_35	第七阶段
MSGARA_NAME_37	大殿
MSGARA_NAME_38	山顶
MSGARA_NAME_40	西口
MSGARA_NAME_41	地下通道
MSGARA_NAME_42	地牢
MSGARA_NAME_43	地底一层
MSGARA_NAME_44	地底二层
MSGARA_NAME_45	地底三层
MSGARA_NAME_46	地底四层
MSGARA_NAME_47	地底五层
MSGARA_NAME_48	地底六层
MSGARA_NAME_49	地底七层
MSGARA_NAME_50	地底八层
MSGARA_NAME_51	东口
MSGARA_NAME_52	南口
MSGARA_NAME_53	入口
MSGARA_NAME_54	北口
MSGARA_NAME_55	牢房
MSGARA_NAME_56	牢房地下一层
MSGARA_NAME_57	第五阶段
MSGARA_NAME_58	地下八层
MSGARA_NAME_59	地下九层
MSGARA_NAME_60	地下十层
MSGARA_NAME_61	地下十一层
MSGARA_NAME_62	地下十二层
MSG_MAP_NAME_42	(CECIL)的房间
MSG_MAP_NAME_43	黑魔法研究室
MSG_MAP_NAME_44	白魔法研究室
MSG_MAP_NAME_45	(CID)的家
MSG_MAP_NAME_46	(ROZA)的家
MSG_MAP_NAME_49	帝王酒吧
MSG_MAP_NAME_50	黑陆行鸟养殖园
MSG_MAP_NAME_51	黑陆行鸟养殖园地下一层
MSG_MAP_NAME_52	天文台
MSG_MAP_NAME_53	观测室
MSG_MAP_NAME_55	啦哩吼酒吧
MSG_MAP_NAME_62	幻兽图书馆
MSG_MAP_NAME_90	医务室
MSG_SYSTEM_001	关闭
MSG_SYSTEM_002	返回
MSG_SYSTEM_328	离开
MSG_SYSTEM_003	是
MSG_SYSTEM_004	否
MSG_SYSTEM_010	/
MSG_SYSTEM_011	：
MSG_SYSTEM_015	×
MSG_SYSTEM_018	次
MSG_SYSTEM_019	％
MSG_SYSTEM_020	？？？？？？？？
MSG_SYSTEM_022	确定
MSG_SYSTEM_340	完成
MSG_SYSTEM_024	默认
MSG_SYSTEM_026	先发制人的机会！
MSG_SYSTEM_027	突然袭击！
MSG_SYSTEM_028	背后受敌！
MSG_SYSTEM_030	队伍全灭了……
MSG_SYSTEM_034	没有效果
MSG_SYSTEM_035	逃跑了
MSG_SYSTEM_036	无法逃跑！
MSG_SYSTEM_037	ＭＰ不足！
MSG_SYSTEM_040	呜……什么也想不起来
MSG_SYSTEM_042	蛙变之歌
MSG_SYSTEM_043	催眠曲
MSG_SYSTEM_044	诱惑之歌
MSG_SYSTEM_045	沉默之歌
MSG_SYSTEM_046	药剂不足
MSG_SYSTEM_047	祈祷未成功
MSG_SYSTEM_048	同步失败
MSG_SYSTEM_049	魔力上升！
MSG_SYSTEM_050	使敌人受到惊吓！
MSG_SYSTEM_051	没有明显弱点
MSG_SYSTEM_052	对火属性抵抗力低
MSG_SYSTEM_053	对冰属性抵抗力低
MSG_SYSTEM_054	对雷属性抵抗力低
MSG_SYSTEM_055	对暗属性抵抗力低
MSG_SYSTEM_056	对圣属性抵抗力低
MSG_SYSTEM_057	对投掷武器抵抗力低
MSG_SYSTEM_058	偷盗失败！
MSG_SYSTEM_059	被怪物发现了！
MSG_SYSTEM_060	偷到了(ITEM_N)！
MSG_SYSTEM_061	(FC_0)／(FC_9)
MSG_SYSTEM_075	中毒伤害
MSG_SYSTEM_076	ＨＰ渐渐恢复！
MSG_SYSTEM_077	积蓄力量攻击力提高至两倍！
MSG_SYSTEM_078	防御力提高
MSG_SYSTEM_079	获得金币
MSG_SYSTEM_080	获得经验值
MSG_SYSTEM_081	获得道具
MSG_SYSTEM_082	继续
MSG_SYSTEM_083	结束
MSG_SYSTEM_084	LEVEL UP
MSG_SYSTEM_330	(CHA_N)学会了(MAGC_N)！
MSG_SYSTEM_085	攻击
MSG_SYSTEM_086	暗黑
MSG_SYSTEM_087	道具
MSG_SYSTEM_088	跳跃
MSG_SYSTEM_089	白魔法
MSG_SYSTEM_090	祈祷
MSG_SYSTEM_091	狙击
MSG_SYSTEM_092	黑魔法
MSG_SYSTEM_093	召唤
MSG_SYSTEM_094	回忆
MSG_SYSTEM_095	凝气
MSG_SYSTEM_096	踢击
MSG_SYSTEM_097	忍耐
MSG_SYSTEM_098	吟唱
MSG_SYSTEM_099	药剂
MSG_SYSTEM_100	隐遁
MSG_SYSTEM_101	逞强
MSG_SYSTEM_102	合力咏唱
MSG_SYSTEM_103	装哭
MSG_SYSTEM_104	调查
MSG_SYSTEM_105	投掷
MSG_SYSTEM_106	偷盗
MSG_SYSTEM_107	忍术
MSG_SYSTEM_108	精神波
MSG_SYSTEM_109	保护
MSG_SYSTEM_110	停止保护
MSG_SYSTEM_111	现身
MSG_SYSTEM_112	换列
MSG_SYSTEM_113	防御
MSG_SYSTEM_338	跳过
MSG_SYSTEM_114	中毒
MSG_SYSTEM_115	失明
MSG_SYSTEM_116	沉默
MSG_SYSTEM_117	猪变
MSG_SYSTEM_118	缩小
MSG_SYSTEM_119	蛙变
MSG_SYSTEM_120	石化
MSG_SYSTEM_121	无法战斗
MSG_SYSTEM_122	狂暴
MSG_SYSTEM_123	混乱
MSG_SYSTEM_124	睡眠
MSG_SYSTEM_125	麻痹
MSG_SYSTEM_126	浮空
MSG_SYSTEM_127	诅咒
MSG_SYSTEM_128	死亡宣告
MSG_SYSTEM_129	停止
MSG_SYSTEM_131	反射
MSG_SYSTEM_339	磁力
MSG_SYSTEM_341	恢复ＨＰ
MSG_SYSTEM_398	失血
MSG_SYSTEM_132	失手！
MSG_SYSTEM_134	反击
MSG_SYSTEM_135	道具
MSG_SYSTEM_136	魔法
MSG_SYSTEM_137	装备
MSG_SYSTEM_138	状态
MSG_SYSTEM_139	队形
MSG_SYSTEM_140	设定
MSG_SYSTEM_141	中断
MSG_SYSTEM_142	保存
MSG_SYSTEM_143	金币
MSG_SYSTEM_144	时间
MSG_SYSTEM_145	ＬＶ
MSG_SYSTEM_146	ＨＰ
MSG_SYSTEM_147	ＭＰ
MSG_SYSTEM_148	贵重物品
MSG_SYSTEM_149	使用
MSG_SYSTEM_150	整理
MSG_SYSTEM_151	(STATUS_NAME)＋(VALUE_NUM)
MSG_SYSTEM_152	(STATUS_NAME)－(VALUE_NUM)
MSG_SYSTEM_153	(FULL_SPACE)
MSG_SYSTEM_154	当前没有任何道具。
MSG_SYSTEM_155	当前没有任何贵重物品。
MSG_SYSTEM_331	当前没有能在战斗中使用的道具。
MSG_SYSTEM_156	当前没有适合这件装备的角色。
MSG_SYSTEM_157	(RYDIA)学会了(MAGC_N)。
MSG_SYSTEM_160	无法使用魔法。
MSG_SYSTEM_161	消耗ＭＰ
MSG_SYSTEM_345	召唤
MSG_SYSTEM_318	全员
MSG_SYSTEM_319	按习得顺序
MSG_SYSTEM_320	按MP上升顺序
MSG_SYSTEM_321	按MP下降顺序
MSG_SYSTEM_329	请选择想要整理的类别。
MSG_SYSTEM_322	自己选择魔法进行排列。
MSG_SYSTEM_323	按习得魔法的顺序进行自动排列。
MSG_SYSTEM_324	按魔法消耗MP从小到大的顺序进行自动排列。
MSG_SYSTEM_325	按魔法消耗MP从大到小的顺序进行自动排列。
MSG_SYSTEM_326	按魔法的发音顺序进行自动排列。
MSG_SYSTEM_163	最强装备
MSG_SYSTEM_164	卸下
MSG_SYSTEM_165	全部卸下
MSG_SYSTEM_166	空手
MSG_SYSTEM_167	无
MSG_SYSTEM_168	右手
MSG_SYSTEM_169	左手
MSG_SYSTEM_170	头部
MSG_SYSTEM_171	身体
MSG_SYSTEM_172	手臂
MSG_SYSTEM_173	经验值
MSG_SYSTEM_174	升级所需：
MSG_SYSTEM_175	力量
MSG_SYSTEM_176	敏捷
MSG_SYSTEM_177	体力
MSG_SYSTEM_178	智力
MSG_SYSTEM_179	精神
MSG_SYSTEM_180	攻击
MSG_SYSTEM_181	命中率
MSG_SYSTEM_182	防御
MSG_SYSTEM_183	回避率
MSG_SYSTEM_184	魔法防御
MSG_SYSTEM_185	魔法回避率
MSG_SYSTEM_186	右利手
MSG_SYSTEM_187	左利手
MSG_SYSTEM_188	两手同利
MSG_SYSTEM_189	（利手）
MSG_SYSTEM_190	指令
MSG_SYSTEM_192	存档
MSG_SYSTEM_194	空
MSG_SYSTEM_344	yyyy/MM/dd　H:mm
MSG_SYSTEM_195	要对谁使用？
MSG_SYSTEM_196	我方全体
MSG_SYSTEM_197	我方单体
MSG_SYSTEM_198	敌方全体
MSG_SYSTEM_199	敌方单体
MSG_SYSTEM_200	全体
MSG_SYSTEM_201	操作说明
MSG_SYSTEM_202	切换指令
MSG_SYSTEM_203	更换装备
MSG_SYSTEM_204	选择道具
MSG_SYSTEM_205	选择
MSG_SYSTEM_206	上一页/下一页
MSG_SYSTEM_207	关闭菜单
MSG_SYSTEM_208	取消
MSG_SYSTEM_209	切换说明
MSG_SYSTEM_428	跳下
MSG_SYSTEM_438	放下
MSG_SYSTEM_333	变更队列
MSG_SYSTEM_346	切换全体
MSG_SYSTEM_347	切换单体
MSG_SYSTEM_305	扩大
MSG_SYSTEM_306	缩小
MSG_SYSTEM_307	移动
MSG_SYSTEM_210	手动
MSG_SYSTEM_327	武器
MSG_SYSTEM_211	防具
MSG_SYSTEM_212	名字
MSG_SYSTEM_213	自己选择道具进行排列。
MSG_SYSTEM_214	按消费道具在前的顺序进行自动排列。
MSG_SYSTEM_215	按武器在前的顺序进行自动排列。
MSG_SYSTEM_216	按防具在前的顺序进行自动排列。
MSG_SYSTEM_217	按道具的发音顺序进行自动排列。
MSG_SYSTEM_218	暂停/重开
MSG_SYSTEM_219	同时长按：逃跑
MSG_SYSTEM_220	选择敌方时：切换全体/单体
MSG_SYSTEM_221	选择我方时：切换全体/单体
MSG_SYSTEM_222	选择列表时：上一页
MSG_SYSTEM_223	选择列表时：下一页
MSG_SYSTEM_224	跳过行动
MSG_SYSTEM_225	开始/结束自动战斗
MSG_SYSTEM_226	暂停/重开
MSG_SYSTEM_227	逃跑
MSG_SYSTEM_228	返回/取消
MSG_SYSTEM_229	从选择道具切换到更换装备
MSG_SYSTEM_230	从更换装备切换到选择道具
MSG_SYSTEM_231	从选择单体对象切换到选择全体对象
MSG_SYSTEM_232	从选择全体对象切换到选择单体对象
MSG_SYSTEM_233	返回初期设定
MSG_SYSTEM_235	变更
MSG_SYSTEM_236	武器店
MSG_SYSTEM_237	防具店
MSG_SYSTEM_238	道具店
MSG_SYSTEM_400	武器防具店
MSG_SYSTEM_401	酒馆
MSG_SYSTEM_239	价格
MSG_SYSTEM_240	购买数
MSG_SYSTEM_241	出售数
MSG_SYSTEM_242	合计
MSG_SYSTEM_243	买入
MSG_SYSTEM_244	卖出
MSG_SYSTEM_245	离开
MSG_SYSTEM_246	持有数
MSG_SYSTEM_247	装备数
MSG_SYSTEM_249	新游戏
MSG_SYSTEM_250	读取存档
MSG_SYSTEM_251	TAP TO START
MSG_SYSTEM_252	PRESS ANY BUTTON
MSG_SYSTEM_253	©SQUARE ENIX CO., LTD. All Rights Reserved.\nLOGO & IMAGE ILLUSTRATION: ©YOSHITAKA AMANO
MSG_SYSTEM_254	特典
MSG_SYSTEM_255	选项
MSG_SYSTEM_256	怪物图鉴
MSG_SYSTEM_257	音乐播放器
MSG_SYSTEM_260	隐私政策
MSG_SYSTEM_261	LICENSE
MSG_SYSTEM_262	画廊
MSG_SYSTEM_263	宝箱
MSG_SYSTEM_264	道具
MSG_SYSTEM_265	通知
MSG_SYSTEM_308	触摸移动模式
MSG_SYSTEM_267	存档完成
MSG_SYSTEM_268	要覆盖已有存档吗？
MSG_SYSTEM_314	存档已损坏。
MSG_SYSTEM_315	存档失败。
MSG_SYSTEM_270	自动存档
MSG_SYSTEM_271	中断存档
MSG_SYSTEM_332	通关存档
MSG_SYSTEM_272	要保存当前状态吗？
MSG_SYSTEM_273	中断存档保存完成。
MSG_SYSTEM_316	中断存档已损坏。
MSG_SYSTEM_317	中断存档失败。
MSG_SYSTEM_436	游玩游戏所需空间不足。\n请删除多余数据留出足够的空间。
MSG_SYSTEM_274	要读取此存档吗？
MSG_SYSTEM_275	要保存通关存档吗？
MSG_SYSTEM_276	※以最终战之前的状态进行存档。
MSG_SYSTEM_277	存档完成。\n返回标题画面吗？
MSG_SYSTEM_278	未保存通关存档。\n确定要返回标题画面吗？
MSG_SYSTEM_280	切换地图
MSG_SYSTEM_284	现在位置
MSG_SYSTEM_343	陆行鸟
MSG_SYSTEM_285	黑陆行鸟
MSG_SYSTEM_286	企业号
MSG_SYSTEM_287	飞隼号
MSG_SYSTEM_288	气垫船
MSG_SYSTEM_289	魔导船
MSG_SYSTEM_399	要从最新的存档开始吗？
MSG_CFG_INF_01	系统
MSG_CFG_INF_135	战斗模式
MSG_CFG_INF_136	战斗速度
MSG_CFG_INF_137	战斗信息
MSG_CFG_INF_138	等待
MSG_CFG_INF_139	即时
MSG_CFG_INF_02	记忆光标位置
MSG_CFG_INF_03	保持自动战斗
MSG_CFG_INF_05	语言设定
MSG_CFG_INF_06	返回标题画面
MSG_CFG_INF_07	结束游戏
MSG_CFG_INF_93	画面设定
MSG_CFG_INF_09	画面模式
MSG_CFG_INF_94	分辨率
MSG_CFG_INF_153	图像显示
MSG_CFG_INF_11	亮度设定
MSG_CFG_INF_12	声音
MSG_CFG_INF_13	总音量
MSG_CFG_INF_14	音乐音量
MSG_CFG_INF_15	音效音量
MSG_CFG_INF_140	设定战斗中的时间流逝情况。
MSG_CFG_INF_141	选择魔法和道具时时间暂时停止。
MSG_CFG_INF_142	选择魔法和道具时时间保持流动。
MSG_CFG_INF_143	设定战斗中时间流逝的速度。
MSG_CFG_INF_144	设定战斗中文字的显示速度。
MSG_CFG_INF_95	设定是否保持上一次光标的位置。
MSG_CFG_INF_96	设定下次战斗是否保持自动战斗状态。
MSG_CFG_INF_99	设定画面的亮度。
MSG_CFG_INF_100	设定游戏的整体音量。
MSG_CFG_INF_101	设定背景音乐的音量。
MSG_CFG_INF_102	设定音效的音量。
MSG_CFG_INF_104	设定游戏手柄的按键。
MSG_CFG_INF_105	设定键盘的按键。
MSG_CFG_INF_106	返回标题画面。将会废弃没有保存的记录。
MSG_CFG_INF_107	结束游戏。将会废弃没有保存的记录。
MSG_CFG_INF_108	将游戏手柄的按键恢复为初期设定。
MSG_CFG_INF_109	将键盘的按键恢复为初期设定。
MSG_CFG_INF_158	可以设定画面图像的查看方式。
MSG_CFG_INF_18	手柄设定
MSG_CFG_INF_19	确定
MSG_CFG_INF_21	打开/关闭菜单
MSG_CFG_INF_23	上一页
MSG_CFG_INF_24	下一页
MSG_CFG_INF_25	切换显示角色（向左）
MSG_CFG_INF_26	切换显示角色（向右）
MSG_CFG_INF_28	键盘设定
MSG_CFG_INF_29	向上移动
MSG_CFG_INF_30	向下移动
MSG_CFG_INF_31	向左移动
MSG_CFG_INF_32	向右移动
MSG_CFG_INF_145	键盘
MSG_CFG_INF_146	鼠标
MSG_CFG_INF_33	游戏手柄操作方法
MSG_CFG_INF_110	奔跑（按住移动）
MSG_CFG_INF_113	开启/关闭自动战斗
MSG_CFG_INF_114	打开/关闭地图
MSG_CFG_INF_115	开启/关闭小地图
MSG_CFG_INF_148	暂停（战斗中）
MSG_CFG_INF_34	键盘操作方法
MSG_CFG_INF_116	页面滚动条
MSG_CFG_INF_117	大地图画面
MSG_CFG_INF_118	打开菜单
MSG_CFG_INF_119	打开地图
MSG_CFG_INF_120	切换移动模式
MSG_CFG_INF_121	对话
MSG_CFG_INF_147	调查
MSG_CFG_INF_123	战斗画面
MSG_CFG_INF_35	大地图画面UI的显示位置
MSG_CFG_INF_37	移动手柄的显示位置
MSG_CFG_INF_38	菜单画面UI的显示位置
MSG_CFG_INF_39	菜单指令的显示位置
MSG_CFG_INF_40	战斗画面UI的显示位置
MSG_CFG_INF_41	战斗指令的显示位置
MSG_CFG_INF_154	图像设置
MSG_CFG_INF_42	操作方法确认
MSG_CFG_INF_43	ＯＮ
MSG_CFG_INF_44	ＯＦＦ
MSG_CFG_INF_45	左
MSG_CFG_INF_46	右
MSG_CFG_INF_156	通常
MSG_CFG_INF_157	模拟
MSG_CFG_INF_48	慢
MSG_CFG_INF_49	较慢
MSG_CFG_INF_50	标准
MSG_CFG_INF_51	较快
MSG_CFG_INF_52	快
MSG_CFG_INF_129	语言
MSG_CFG_INF_53	日本語（日文）
MSG_CFG_INF_54	English（英文）
MSG_CFG_INF_55	Français（法文）
MSG_CFG_INF_56	Italiano（意大利文）
MSG_CFG_INF_57	Deutsch（德文）
MSG_CFG_INF_58	Español（西班牙文）
MSG_CFG_INF_59	한국어（韩文）
MSG_CFG_INF_60	繁體中文
MSG_CFG_INF_61	简体中文
MSG_CFG_INF_62	русский（俄文）
