MSG_CHAR_NAME_01	Cecil
MSG_MON_NAME_53	Cave Naga
MSG_MON_NAME_54	Bone Dragon
MSG_MON_NAME_55	Electrofish
MSG_MON_NAME_56	Gigas Gator
MSG_MON_NAME_57	Hydra
MSG_MON_NAME_58	Flood Worm
MSG_MON_NAME_59	Baron Guard
MSG_MON_NAME_60	Lamia
MSG_MON_NAME_61	Hell Needle
MSG_MON_NAME_62	Twin Snake
MSG_MON_NAME_63	Grudger
MSG_MON_NAME_64	Mind Flayer
MSG_MON_NAME_65	Naga
MSG_MON_NAME_66	Ogre
MSG_MON_NAME_67	Cait Sith
MSG_MON_NAME_68	Black Knight
MSG_MON_NAME_69	Centaur Knight
MSG_MON_NAME_70	Miss Vamp
MSG_MON_NAME_71	Puppeteer
MSG_MON_NAME_72	Puppet
MSG_MON_NAME_73	Gloomwing
MSG_MON_NAME_74	Death Shell
MSG_MON_NAME_75	Screamer
MSG_MON_NAME_76	Warrior
MSG_MON_NAME_77	Armadillo
MSG_MON_NAME_78	Soldieress
MSG_MON_NAME_79	Ghost Knight
MSG_MON_NAME_80	King Naga
MSG_MON_NAME_81	Medusa
MSG_MON_NAME_82	Dinozombie
MSG_MON_NAME_83	Magma Tortoise
MSG_MON_NAME_85	Evil Dreamer
MSG_MON_NAME_86	Bomb
MSG_MON_NAME_87	Gray Bomb
MSG_MON_NAME_88	Chimera
MSG_MON_NAME_89	Hell Turtle
MSG_MON_NAME_90	Ironback
MSG_MON_NAME_91	Fiery Hound
MSG_MON_NAME_92	Gorgon
MSG_MON_NAME_93	Stone Golem
MSG_MON_NAME_94	Lilith
MSG_MON_NAME_95	Lamia Matriarch
MSG_MON_NAME_96	Tiny Toad
MSG_MON_NAME_97	Mors
MSG_MON_NAME_98	Roc
MSG_MON_NAME_99	Sorcerer
MSG_MON_NAME_100	Mad Ogre
MSG_MON_NAME_101	Evil Doll
MSG_MON_NAME_102	Bloody Bat
MSG_MON_NAME_103	Arachne
MSG_MON_NAME_104	Fiery Knight
MSG_MON_NAME_105	Beamer
MSG_MON_NAME_106	Balloon
MSG_MON_NAME_107	Dark Grenade
MSG_MON_NAME_108	Plague
MSG_MON_NAME_109	Last Arm
MSG_MON_NAME_110	Coeurl
MSG_MON_NAME_111	Mech Dragon
MSG_MON_NAME_112	Tarantula
MSG_MON_NAME_113	Gremlin
MSG_MON_NAME_114	Undergrounder
MSG_MON_NAME_115	Abyss Worm
MSG_MON_NAME_116	Bloody Eye
MSG_MON_NAME_117	Crawler
MSG_MON_NAME_118	Ice Lizard
MSG_MON_NAME_119	Hell Flapper
MSG_MON_NAME_120	Evil Bat
MSG_MON_NAME_121	Cold Beast
MSG_MON_NAME_122	Summoner
MSG_MON_NAME_123	Sorceress
MSG_MON_NAME_124	Trap Door
MSG_MON_NAME_125	Bog Witch
MSG_MON_NAME_126	Mammon
MSG_MON_NAME_127	Chimera Brain
MSG_MON_NAME_128	Lunar Virus
MSG_MON_NAME_129	Zemus's Breath
MSG_MON_NAME_130	White Mousse
MSG_MON_NAME_131	Black Flan
MSG_MON_NAME_132	Zemus's Mind
MSG_MON_NAME_133	Mythril Golem
MSG_MON_NAME_134	Green Dragon
MSG_MON_NAME_135	Flan Princess
MSG_MON_NAME_136	Security Eye
MSG_MON_NAME_137	Mech Soldier
MSG_MON_NAME_138	Giant Soldier
MSG_MON_NAME_139	Selene Guardian
MSG_MON_NAME_140	Malboro
MSG_MON_NAME_141	Silver Dragon
MSG_MON_NAME_142	Yellow Dragon
MSG_MON_NAME_143	Mini Satana
MSG_MON_NAME_144	Eukaryote
MSG_MON_NAME_145	Wicked Mask
MSG_MON_NAME_146	Centaurion
MSG_MON_NAME_147	Giant Warrior
MSG_MON_NAME_148	Steel Golem
MSG_MON_NAME_149	Ahriman
MSG_MON_NAME_150	Lunasaur
MSG_MON_NAME_151	Searcher
MSG_MON_NAME_152	Dark Sage
MSG_MON_NAME_153	Dark Bahamut
MSG_MON_NAME_154	Prokaryote
MSG_MON_NAME_155	Ogopogo
MSG_MON_NAME_156	Blue Dragon
MSG_MON_NAME_157	Gold Dragon
MSG_MON_NAME_158	Thunder Dragon
MSG_MON_NAME_159	White Dragon
MSG_MON_NAME_160	Red Dragon
MSG_MON_NAME_161	Behemoth
MSG_MON_NAME_162	Mist Dragon
MSG_MON_NAME_163	Octomammoth
MSG_MON_NAME_164	Antlion
MSG_MON_NAME_165	Mom Bomb
MSG_MON_NAME_166	Scarmiglione
MSG_MON_NAME_167	Baigan
MSG_MON_NAME_168	Right Arm
MSG_MON_NAME_169	Left Arm
MSG_MON_NAME_170	Cagnazzo
MSG_MON_NAME_171	Dark Elf
MSG_MON_NAME_172	Sandy
MSG_MON_NAME_173	Cindy
MSG_MON_NAME_174	Mindy
MSG_MON_NAME_175	Golbez
MSG_MON_NAME_176	Barbariccia
MSG_MON_NAME_177	Calco
MSG_MON_NAME_178	Calcobrena
MSG_MON_NAME_179	Shadow Dragon
MSG_MON_NAME_180	Doctor
MSG_MON_NAME_181	Barnabas
MSG_MON_NAME_182	Dr. Lugae
MSG_MON_NAME_183	King of Eblan
MSG_MON_NAME_184	Queen of Eblan
MSG_MON_NAME_185	Rubicante
MSG_MON_NAME_186	Odin
MSG_MON_NAME_187	Leviathan
MSG_MON_NAME_188	Bahamut
MSG_MON_NAME_189	Demon Wall
MSG_MON_NAME_190	Asura
MSG_MON_NAME_191	Elemental Lord
MSG_MON_NAME_192	Dark Dragon
MSG_MON_NAME_193	Sahagin
MSG_MON_NAME_194	CPU
MSG_MON_NAME_195	Defense Node
MSG_MON_NAME_196	Zemus
MSG_MON_NAME_197	Zeromus
MSG_MON_NAME_198	Dragoon
MSG_MON_NAME_199	Bard
MSG_MON_NAME_200	Monk
MSG_MON_NAME_201	Dark Knight
MSG_MON_NAME_202	Girl
MSG_MON_NAME_204	Floating Eyeball
MSG_MON_NAME_205	Zu
MSG_MON_NAME_206	Brina
MSG_MON_NAME_207	Skullnant
MSG_MON_NAME_208	Barnabas-Z
MSG_MON_NAME_209	Attack Node
MSG_MON_NAME_210	Mystery Egg
MSG_MON_NAME_211	Scarmiglione II
MSG_MON_NAME_212	Cagnazzo II
MSG_MON_NAME_213	Barbariccia II
MSG_MON_NAME_214	Rubicante II
MSG_LOCATION_STICK	(AREA_NAME) – (MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	Overworld
MSG_MAP_NAME_02	Underworld
MSG_MAP_NAME_03	Moon
MSG_MAP_NAME_04	Castle Baron
MSG_MAP_NAME_05	Town of Baron
MSG_MAP_NAME_06	Kaipo, Oasis of the Desert
MSG_MAP_NAME_07	Damcyan Castle
MSG_MAP_NAME_08	Fabul Castle
MSG_MAP_NAME_09	Mysidia
MSG_MAP_NAME_10	Mist
MSG_MAP_NAME_11	Mythril
MSG_MAP_NAME_12	Eblan Castle
MSG_MAP_NAME_13	Town of Troia
MSG_MAP_NAME_14	Troia Castle
MSG_MAP_NAME_15	Agart
MSG_MAP_NAME_16	Adamant Grotto
MSG_MAP_NAME_17	Dwarven Castle
MSG_MAP_NAME_18	Tomra
MSG_MAP_NAME_19	Kokkol's Smithy
MSG_MAP_NAME_20	Hummingway Home
MSG_MAP_NAME_21	Crystal Palace
MSG_MAP_NAME_23	Chocobo Village
MSG_MAP_NAME_24	Underground Waterway
MSG_MAP_NAME_25	Antlion Cave
MSG_MAP_NAME_26	Mt. Hobs
MSG_MAP_NAME_27	Mt. Ordeals
MSG_MAP_NAME_28	Old Waterway
MSG_MAP_NAME_29	Magnetic Cavern
MSG_MAP_NAME_30	Tower of Zot
MSG_MAP_NAME_31	Tower of Babel
MSG_MAP_NAME_32	Cave of Eblan
MSG_MAP_NAME_33	Sylvan Cave
MSG_MAP_NAME_34	Cave of Summons
MSG_MAP_NAME_35	Land of Summons
MSG_MAP_NAME_36	Sealed Cavern
MSG_MAP_NAME_37	Lunar Path
MSG_MAP_NAME_38	Cave of Bahamut
MSG_MAP_NAME_39	Giant of Babel
MSG_MAP_NAME_40	Lunar Subterrane
MSG_MAP_NAME_41	Mist Cave
MSG_MAP_NAME_47	Training Room
MSG_MAP_NAME_48	Manor of Prayers
MSG_MAP_NAME_87	Tower of Worship
MSG_MAP_NAME_54	Dwarven Base
MSG_MAP_NAME_56	Waterfall
MSG_MAP_NAME_59	Antlion Nest
MSG_MAP_NAME_60	Path to the Tower of Babel
MSG_MAP_NAME_63	Mouth of the Giant
MSG_MAP_NAME_64	Neck of the Giant
MSG_MAP_NAME_65	Chest of the Giant
MSG_MAP_NAME_66	Stomach of the Giant
MSG_MAP_NAME_67	Inner Path of the Giant
MSGARA_NAME_36	Stairwell of the Giant
MSGARA_NAME_39	CPU of the Giant
MSG_MAP_NAME_69	Eblan Settlement
MSG_MAP_NAME_70	Chocobo Forest, Baron Area
MSG_MAP_NAME_71	Chocobo Forest, Fabul Area
MSG_MAP_NAME_72	Chocobo Forest, Mysidia Area
MSG_MAP_NAME_73	Chocobo Forest, Troia Area
MSG_MAP_NAME_74	Chocobo Forest, Southern Island
MSG_MAP_NAME_75	Sylvan Cottage
MSG_MAP_NAME_76	Subterranean Lake
MSG_MAP_NAME_77	Mist Cave, South Entrance
MSG_MAP_NAME_78	Mist Cave, North Entrance
MSG_MAP_NAME_79	Underground Waterway, South Entrance
MSG_MAP_NAME_80	Underground Waterway, North Entrance
MSG_MAP_NAME_81	Mt. Hobs, West Entrance
MSG_MAP_NAME_82	Mt. Hobs, East Entrance
MSG_MAP_NAME_83	Western Lunar Path, South Entrance
MSG_MAP_NAME_84	Western Lunar Path, North Entrance
MSG_MAP_NAME_85	Eastern Lunar Path, North Entrance
MSG_MAP_NAME_86	Eastern Lunar Path, South Entrance
MSG_MAP_NAME_88	Eastern Lunar Path
MSG_MAP_NAME_89	Western Lunar Path
MSGARA_NAME_09	Crystal Room
MSGARA_NAME_10	Devil's Road
MSGARA_NAME_01	Inn
MSGARA_NAME_02	Pub
MSGARA_NAME_03	Pub 2F
MSGARA_NAME_04	Inn & Item Shop
MSGARA_NAME_05	Item Shop
MSGARA_NAME_06	Weapon Shop
MSGARA_NAME_07	Armor Shop
MSGARA_NAME_08	Armor & Weapons Shop
MSGARA_NAME_11	West Tower 1F
MSGARA_NAME_12	West Tower 2F
MSGARA_NAME_13	West Tower 3F
MSGARA_NAME_14	East Tower 1F
MSGARA_NAME_15	East Tower 2F
MSGARA_NAME_16	East Tower 3F
MSGARA_NAME_17	East Tower B1
MSGARA_NAME_18	East Tower B2
MSGARA_NAME_19	Hidden Chamber
MSGARA_NAME_20	1F
MSGARA_NAME_21	2F
MSGARA_NAME_22	3F
MSGARA_NAME_23	4F
MSGARA_NAME_24	5F
MSGARA_NAME_25	6F
MSGARA_NAME_26	7F
MSGARA_NAME_27	B1
MSGARA_NAME_28	B2
MSGARA_NAME_29	B3
MSGARA_NAME_30	B4
MSGARA_NAME_31	B5
MSGARA_NAME_32	B6
MSGARA_NAME_33	B7
MSGARA_NAME_34	Ridge
MSGARA_NAME_35	Pass
MSGARA_NAME_37	Throne Room
MSGARA_NAME_38	Summit
MSGARA_NAME_40	West Entrance
MSGARA_NAME_41	Underground Passage
MSGARA_NAME_42	Dungeon
MSGARA_NAME_43	Underworld 1F
MSGARA_NAME_44	Underworld 2F
MSGARA_NAME_45	Underworld 3F
MSGARA_NAME_46	Underworld 4F
MSGARA_NAME_47	Underworld 5F
MSGARA_NAME_48	Underworld 6F
MSGARA_NAME_49	Underworld 7F
MSGARA_NAME_50	Underworld 8F
MSGARA_NAME_51	East Entrance
MSGARA_NAME_52	South Entrance
MSGARA_NAME_53	Entrance
MSGARA_NAME_54	North Entrance
MSGARA_NAME_55	Jail
MSGARA_NAME_56	Jail B1
MSGARA_NAME_57	Trail
MSGARA_NAME_58	B8
MSGARA_NAME_59	B9
MSGARA_NAME_60	B10
MSGARA_NAME_61	B11
MSGARA_NAME_62	B12
MSG_MAP_NAME_42	(CECIL)'s Chamber
MSG_MAP_NAME_43	Black Magic Research Lab
MSG_MAP_NAME_44	White Magic Research Lab
MSG_MAP_NAME_45	Initial Setup Room
MSG_MAP_NAME_46	(ROZA)'s House
MSG_MAP_NAME_49	King's Pub
MSG_MAP_NAME_50	Black Chocobo Farm
MSG_MAP_NAME_51	Chocobo Farm B1
MSG_MAP_NAME_52	Observatory
MSG_MAP_NAME_53	Observation Room
MSG_MAP_NAME_55	Lali-ho Pub
MSG_MAP_NAME_62	Library
MSG_MAP_NAME_90	Infirmary
MSG_SYSTEM_001	Close
MSG_SYSTEM_002	Back
MSG_SYSTEM_328	Exit
MSG_SYSTEM_003	Yes
MSG_SYSTEM_004	No
MSG_SYSTEM_010	/
MSG_SYSTEM_011	(HALF_COLON)
MSG_SYSTEM_015	x
MSG_SYSTEM_018	x
MSG_SYSTEM_019	%
MSG_SYSTEM_020	??????
MSG_SYSTEM_022	Confirm
MSG_SYSTEM_340	Done
MSG_SYSTEM_024	Default
MSG_SYSTEM_026	Preemptive strike!
MSG_SYSTEM_027	Ambushed!
MSG_SYSTEM_028	Back attack!
MSG_SYSTEM_030	The party was defeated.
MSG_SYSTEM_034	No effect.
MSG_SYSTEM_035	Escaped.
MSG_SYSTEM_036	Can't escape!
MSG_SYSTEM_037	Not enough MP.
MSG_SYSTEM_040	Couldn't remember.
MSG_SYSTEM_042	Song of the Toad
MSG_SYSTEM_043	Lullaby
MSG_SYSTEM_044	Song of Enticement
MSG_SYSTEM_045	Song of Silence
MSG_SYSTEM_046	Not enough restoration items.
MSG_SYSTEM_047	Prayer unanswered.
MSG_SYSTEM_048	Out of sync.
MSG_SYSTEM_049	Magic increased!
MSG_SYSTEM_050	Flustered the enemy.
MSG_SYSTEM_051	No specific weaknesses.
MSG_SYSTEM_052	Vulnerable to fire.
MSG_SYSTEM_053	Vulnerable to ice.
MSG_SYSTEM_054	Vulnerable to lightning.
MSG_SYSTEM_055	Vulnerable to dark energy.
MSG_SYSTEM_056	Vulnerable to holy energy.
MSG_SYSTEM_057	Vulnerable to projectiles.
MSG_SYSTEM_058	Couldn't steal.
MSG_SYSTEM_059	Detected by the enemy!
MSG_SYSTEM_060	Stole (ITEM_N)!
MSG_SYSTEM_061	(FC_0)/(FC_9)
MSG_SYSTEM_075	Damaged by poison.
MSG_SYSTEM_076	Gradually recovering HP.
MSG_SYSTEM_077	Energy stored for double the attack power!
MSG_SYSTEM_078	Increased defense!
MSG_SYSTEM_079	Gil
MSG_SYSTEM_080	EXP
MSG_SYSTEM_081	Items
MSG_SYSTEM_082	Next
MSG_SYSTEM_083	Close
MSG_SYSTEM_084	LEVEL UP
MSG_SYSTEM_330	(CHA_N) learned (MAGC_N)!
MSG_SYSTEM_085	Attack
MSG_SYSTEM_086	Darkness
MSG_SYSTEM_087	Items
MSG_SYSTEM_088	Jump
MSG_SYSTEM_089	White Magic
MSG_SYSTEM_090	Pray
MSG_SYSTEM_091	Aim
MSG_SYSTEM_092	Black Magic
MSG_SYSTEM_093	Summon
MSG_SYSTEM_094	Recall
MSG_SYSTEM_095	Focus
MSG_SYSTEM_096	Kick
MSG_SYSTEM_097	Gird
MSG_SYSTEM_098	Sing
MSG_SYSTEM_099	Heal
MSG_SYSTEM_100	Hide
MSG_SYSTEM_101	Bluff
MSG_SYSTEM_102	Twincast
MSG_SYSTEM_103	Cry
MSG_SYSTEM_104	Study
MSG_SYSTEM_105	Throw
MSG_SYSTEM_106	Steal
MSG_SYSTEM_107	Ninjutsu
MSG_SYSTEM_108	Regen
MSG_SYSTEM_109	Cover
MSG_SYSTEM_110	Cease Cover
MSG_SYSTEM_111	Return
MSG_SYSTEM_112	Row
MSG_SYSTEM_113	Defend
MSG_SYSTEM_338	Skip
MSG_SYSTEM_114	Poison
MSG_SYSTEM_115	Darkness
MSG_SYSTEM_116	Silence
MSG_SYSTEM_117	Pig
MSG_SYSTEM_118	Mini
MSG_SYSTEM_119	Toad
MSG_SYSTEM_120	Petrify
MSG_SYSTEM_121	KO
MSG_SYSTEM_122	Berserk
MSG_SYSTEM_123	Confuse
MSG_SYSTEM_124	Sleep
MSG_SYSTEM_125	Paralyze
MSG_SYSTEM_126	Float
MSG_SYSTEM_127	Curse
MSG_SYSTEM_128	Doom
MSG_SYSTEM_129	Stop
MSG_SYSTEM_131	Reflect
MSG_SYSTEM_339	Magnet
MSG_SYSTEM_341	Recover HP
MSG_SYSTEM_398	Sap
MSG_SYSTEM_132	MISS
MSG_SYSTEM_134	Countered!
MSG_SYSTEM_135	Items
MSG_SYSTEM_136	Magic
MSG_SYSTEM_137	Equip
MSG_SYSTEM_138	Status
MSG_SYSTEM_139	Order
MSG_SYSTEM_140	Configuration
MSG_SYSTEM_141	Quick Save
MSG_SYSTEM_142	Save
MSG_SYSTEM_143	Gil
MSG_SYSTEM_144	Time
MSG_SYSTEM_145	Lv.
MSG_SYSTEM_146	HP
MSG_SYSTEM_147	MP
MSG_SYSTEM_148	Key Items
MSG_SYSTEM_149	Use
MSG_SYSTEM_150	Sort
MSG_SYSTEM_151	(STATUS_NAME) +(VALUE_NUM)
MSG_SYSTEM_152	(STATUS_NAME) -(VALUE_NUM)
MSG_SYSTEM_153	(HALF_SPACE)
MSG_SYSTEM_154	No items.
MSG_SYSTEM_155	No key items.
MSG_SYSTEM_331	You don't have any items that can be used in battle.
MSG_SYSTEM_156	No party members can equip this now.
MSG_SYSTEM_157	(RYDIA) has learned (MAGC_N).
MSG_SYSTEM_160	Cannot use magic.
MSG_SYSTEM_161	MP Cost
MSG_SYSTEM_345	Summon
MSG_SYSTEM_318	All
MSG_SYSTEM_319	Learned
MSG_SYSTEM_320	MP (Ascending)
MSG_SYSTEM_321	MP (Descending)
MSG_SYSTEM_329	Select the category to sort.
MSG_SYSTEM_322	Select and organize magic spells yourself.
MSG_SYSTEM_323	Organize magic with learned spells first.
MSG_SYSTEM_324	Organize magic with the lowest MP cost first.
MSG_SYSTEM_325	Organize magic with the highest MP cost first.
MSG_SYSTEM_326	
MSG_SYSTEM_163	Optimal
MSG_SYSTEM_164	Remove
MSG_SYSTEM_165	Remove All
MSG_SYSTEM_166	Empty
MSG_SYSTEM_167	None
MSG_SYSTEM_168	R. Hand
MSG_SYSTEM_169	L. Hand
MSG_SYSTEM_170	Head
MSG_SYSTEM_171	Body
MSG_SYSTEM_172	Arms
MSG_SYSTEM_173	EXP
MSG_SYSTEM_174	Next Level in
MSG_SYSTEM_175	Strength
MSG_SYSTEM_176	Agility
MSG_SYSTEM_177	Stamina
MSG_SYSTEM_178	Intellect
MSG_SYSTEM_179	Spirit
MSG_SYSTEM_180	Attack
MSG_SYSTEM_181	Accuracy
MSG_SYSTEM_182	Defense
MSG_SYSTEM_183	Evasion
MSG_SYSTEM_184	Magic Defense
MSG_SYSTEM_185	Magic Evasion
MSG_SYSTEM_186	Right-handed
MSG_SYSTEM_187	Left-handed
MSG_SYSTEM_188	Both
MSG_SYSTEM_189	(HALF_SPACE)(Favored Hand)
MSG_SYSTEM_190	Commands
MSG_SYSTEM_192	File
MSG_SYSTEM_194	Empty
MSG_SYSTEM_344	MM/dd/yyyy(FULL_SPACE)H:mm
MSG_SYSTEM_195	Select target.
MSG_SYSTEM_196	Entire party
MSG_SYSTEM_197	Single ally
MSG_SYSTEM_198	All enemies
MSG_SYSTEM_199	Single enemy
MSG_SYSTEM_200	All
MSG_SYSTEM_201	Controls
MSG_SYSTEM_202	More Commands
MSG_SYSTEM_203	Change Equipment
MSG_SYSTEM_204	Items
MSG_SYSTEM_205	Select
MSG_SYSTEM_206	Scroll Page
MSG_SYSTEM_207	Close Menu
MSG_SYSTEM_208	Cancel
MSG_SYSTEM_209	View Description
MSG_SYSTEM_428	Disembark
MSG_SYSTEM_438	Descend
MSG_SYSTEM_333	Change Formation
MSG_SYSTEM_346	Target all
MSG_SYSTEM_347	Single target
MSG_SYSTEM_305	Zoom In
MSG_SYSTEM_306	Zoom Out
MSG_SYSTEM_307	Move
MSG_SYSTEM_210	Custom
MSG_SYSTEM_327	Weapons
MSG_SYSTEM_211	Armor
MSG_SYSTEM_212	Name
MSG_SYSTEM_213	Select and organize items yourself.
MSG_SYSTEM_214	Organize inventory with single-use items first.
MSG_SYSTEM_215	Organize inventory with weapons first.
MSG_SYSTEM_216	Organize inventory with armor first.
MSG_SYSTEM_217	
MSG_SYSTEM_218	Pause/Restart
MSG_SYSTEM_219	Press and Hold: Flee
MSG_SYSTEM_220	Target Enemy: All/Single
MSG_SYSTEM_221	Target Ally: All/Single
MSG_SYSTEM_222	List: Page Up
MSG_SYSTEM_223	List: Page Down
MSG_SYSTEM_224	Skip Turn
MSG_SYSTEM_225	Start/Stop Auto-Battle
MSG_SYSTEM_226	Pause/Restart
MSG_SYSTEM_227	Flee
MSG_SYSTEM_228	Back/Cancel
MSG_SYSTEM_229	Switch to Change Equipment
MSG_SYSTEM_230	Switch to Items
MSG_SYSTEM_231	Target All
MSG_SYSTEM_232	Single Target
MSG_SYSTEM_233	Restore Default Settings
MSG_SYSTEM_235	Change
MSG_SYSTEM_236	Weapons
MSG_SYSTEM_237	Armor
MSG_SYSTEM_238	Items
MSG_SYSTEM_400	Armor & Weapons Shop
MSG_SYSTEM_401	Pub
MSG_SYSTEM_239	Cost
MSG_SYSTEM_240	Number
MSG_SYSTEM_241	Number
MSG_SYSTEM_242	Total
MSG_SYSTEM_243	Buy
MSG_SYSTEM_244	Sell
MSG_SYSTEM_245	Exit
MSG_SYSTEM_246	Stock
MSG_SYSTEM_247	Equipped
MSG_SYSTEM_249	New Game
MSG_SYSTEM_250	Load Game
MSG_SYSTEM_251	TAP TO START
MSG_SYSTEM_252	PRESS ANY KEY
MSG_SYSTEM_253	©SQUARE ENIX CO., LTD. All Rights Reserved.\nLogo & Image Illustration: ©YOSHITAKA AMANO
MSG_SYSTEM_254	Extras
MSG_SYSTEM_255	Options
MSG_SYSTEM_256	Bestiary
MSG_SYSTEM_257	Music Player
MSG_SYSTEM_260	Privacy Policy
MSG_SYSTEM_261	License
MSG_SYSTEM_262	Gallery
MSG_SYSTEM_263	Chests
MSG_SYSTEM_264	Items
MSG_SYSTEM_265	Notifications
MSG_SYSTEM_308	Tap Mode
MSG_SYSTEM_267	Save complete.
MSG_SYSTEM_268	Overwrite save data?
MSG_SYSTEM_314	Save data is corrupted.
MSG_SYSTEM_315	Data could not be saved.
MSG_SYSTEM_270	Autosave
MSG_SYSTEM_271	Quick Save
MSG_SYSTEM_332	Completed Game Save
MSG_SYSTEM_272	Save your progress?
MSG_SYSTEM_273	Quick Save complete.
MSG_SYSTEM_316	Quick Save data is corrupted.
MSG_SYSTEM_317	Quick Save data could not be saved.
MSG_SYSTEM_436	Not enough storage available to play the game. Please delete unnecessary files to free up storage space.
MSG_SYSTEM_274	Start playing using this data?
MSG_SYSTEM_275	Save Completed Game data?
MSG_SYSTEM_276	*Data saves progress up to the final boss.
MSG_SYSTEM_277	Save complete. Return to title screen?
MSG_SYSTEM_278	Completed Game data has not been saved. Return to title screen?
MSG_SYSTEM_280	Switch Maps
MSG_SYSTEM_284	Current Location
MSG_SYSTEM_343	Chocobo
MSG_SYSTEM_285	Black Chocobo
MSG_SYSTEM_286	Enterprise
MSG_SYSTEM_287	Falcon
MSG_SYSTEM_288	Hovercraft
MSG_SYSTEM_289	Lunar Whale
MSG_SYSTEM_399	Start from recent save data?
MSG_CFG_INF_01	System
MSG_CFG_INF_135	Battle Mode
MSG_CFG_INF_136	Battle Speed
MSG_CFG_INF_137	Battle Messages
MSG_CFG_INF_138	Wait
MSG_CFG_INF_139	Active
MSG_CFG_INF_02	Cursor Memory
MSG_CFG_INF_03	Continue Auto-Battle
MSG_CFG_INF_05	Language Settings
MSG_CFG_INF_06	Return to Title Screen
MSG_CFG_INF_07	Quit Game
MSG_CFG_INF_93	Display Settings
MSG_CFG_INF_09	Mode
MSG_CFG_INF_94	Resolution
MSG_CFG_INF_153	Graphic Display
MSG_CFG_INF_11	Brightness
MSG_CFG_INF_12	Sound
MSG_CFG_INF_13	Master Volume
MSG_CFG_INF_14	BGM Volume
MSG_CFG_INF_15	SFX Volume
MSG_CFG_INF_140	Set how time flows in battle.
MSG_CFG_INF_141	Time stops when selecting items or magic spells.
MSG_CFG_INF_142	Time continues to flow when selecting items or magic spells.
MSG_CFG_INF_143	Set the speed at which battles take place.
MSG_CFG_INF_144	Adjust the text display speed in battle.
MSG_CFG_INF_95	Turn cursor location memory on or off.
MSG_CFG_INF_96	Set auto-battle to remain on in the next battle.
MSG_CFG_INF_99	Adjust the screen brightness.
MSG_CFG_INF_100	Adjust the volume for the entire game.
MSG_CFG_INF_101	Adjust the volume of the background music.
MSG_CFG_INF_102	Adjust the volume of the sound effects.
MSG_CFG_INF_104	Set the controls on the gamepad.
MSG_CFG_INF_105	Set the controls on the keyboard.
MSG_CFG_INF_106	Return to title screen. Unsaved progress will be lost.
MSG_CFG_INF_107	Quit the game. Unsaved progress will be lost.
MSG_CFG_INF_108	Gamepad controls will return to their default settings.
MSG_CFG_INF_109	Keyboard controls will return to their default settings.
MSG_CFG_INF_158	Adjust the look of the on-screen graphics.
MSG_CFG_INF_18	Gamepad Settings
MSG_CFG_INF_19	Confirm
MSG_CFG_INF_21	Open/Close Menu
MSG_CFG_INF_23	Page Up
MSG_CFG_INF_24	Page Down
MSG_CFG_INF_25	Switch Party Member (Left)
MSG_CFG_INF_26	Switch Party Member (Right)
MSG_CFG_INF_28	Keyboard Settings
MSG_CFG_INF_29	Move Up
MSG_CFG_INF_30	Move Down
MSG_CFG_INF_31	Move Left
MSG_CFG_INF_32	Move Right
MSG_CFG_INF_145	Keyboard
MSG_CFG_INF_146	Mouse
MSG_CFG_INF_33	Gamepad Controls
MSG_CFG_INF_110	Run (press and hold)
MSG_CFG_INF_113	Auto-Battle On/Off
MSG_CFG_INF_114	Open/Close Map
MSG_CFG_INF_115	Mini-map On/Off
MSG_CFG_INF_148	Pause Battle
MSG_CFG_INF_34	Keyboard Controls
MSG_CFG_INF_116	Scroll
MSG_CFG_INF_117	Field Menu
MSG_CFG_INF_118	Menu
MSG_CFG_INF_119	Map
MSG_CFG_INF_120	Movement Controls
MSG_CFG_INF_121	Talk
MSG_CFG_INF_147	Interact
MSG_CFG_INF_123	Battle menu
MSG_CFG_INF_35	Field Menu Display
MSG_CFG_INF_37	Directional Pad Display
MSG_CFG_INF_38	Menu Display
MSG_CFG_INF_39	Menu Bar Display
MSG_CFG_INF_40	Battle UI Display
MSG_CFG_INF_41	Battle Commands Display
MSG_CFG_INF_154	Graphics
MSG_CFG_INF_42	Controls
MSG_CFG_INF_43	On
MSG_CFG_INF_44	Off
MSG_CFG_INF_45	Left
MSG_CFG_INF_46	Right
MSG_CFG_INF_156	Standard
MSG_CFG_INF_157	Classic
MSG_CFG_INF_48	Very Slow
MSG_CFG_INF_49	Slow
MSG_CFG_INF_50	Normal
MSG_CFG_INF_51	Fast
MSG_CFG_INF_52	Very Fast
MSG_CFG_INF_129	Language
MSG_CFG_INF_53	日本語 (Japanese)
MSG_CFG_INF_54	English
MSG_CFG_INF_55	Français (French)
MSG_CFG_INF_56	Italiano (Italian)
MSG_CFG_INF_57	Deutsch (German)
MSG_CFG_INF_58	Español (Spanish)
MSG_CFG_INF_59	한국어 (Korean)
MSG_CFG_INF_60	繁體中文 (Traditional Chinese)
MSG_CFG_INF_61	简体中文 (Simplified Chinese)
MSG_CFG_INF_62	русский (Russian)
MSG_CFG_INF_63	ภาษาไทย (Thai)
MSG_CFG_INF_64	Português brasileiro (Brazilian Portuguese)
MSG_CFG_INF_66	Fullscreen
MSG_CFG_INF_67	Windowed
MSG_CFG_INF_68	Borderless Windowed
