MSG_CHAR_NAME_01	세실
MSG_KEY_INF_01	술집 '임금님'의 회원이라는 증표
MSG_KEY_INF_02	바론 왕이 준 반지
MSG_KEY_INF_03	바론에 있는 문을 열기 위한 열쇠
MSG_KEY_INF_04	고열병을 치료하는 약
MSG_KEY_INF_05	대지에 은혜를 내리는 크리스탈
MSG_KEY_INF_06	마그마의 힘이 봉인된 돌
MSG_KEY_INF_07	루카가 가지고 있던 목걸이
MSG_KEY_INF_08	소리를 멀리 전달하는 신기한 풀
MSG_KEY_INF_09	지하 세계의 크리스탈
MSG_KEY_INF_10	용기를 증명하는 쥐 꼬리
MSG_KEY_INF_11	매우 단단하고 귀한 금속
MSG_KEY_INF_12	사랑이 담긴 프라이팬
MSG_KEY_INF_13	분홍색을 띤 꼬리
MSG_KEY_INF_14	르게이에가 가지고 있던 열쇠
MSG_KEY_INF_15	????
MSG_KEY_INF_16	Turn this in to stay at the Kaipo Inn for free!
MSG_KEY_INF_17	Used to move hovercrafts!
MSG_KEY_INF_18	A tail not commonly found in Pixel Remaster...
MSG_KEY_INF_24	Apparently you can use this to effectively throw monsters away...
MSG_KEY_INF_25	This shard slightly shimmers...
MSG_MON_NAME_01	고블린
MSG_MON_NAME_02	바실리스크
MSG_MON_NAME_03	다이브 이글
MSG_MON_NAME_04	플로타이볼
MSG_MON_NAME_05	인섹터스
MSG_MON_NAME_06	페이스 배트
MSG_MON_NAME_07	우드 아이즈
MSG_MON_NAME_08	소드 래트
MSG_MON_NAME_09	미니 매지션
MSG_MON_NAME_10	데저트 사하긴
MSG_MON_NAME_11	플라잉 아이
MSG_MON_NAME_12	헌드레그
MSG_MON_NAME_13	샌드 웜
MSG_MON_NAME_14	기간토드
MSG_MON_NAME_15	팽 셸
MSG_MON_NAME_16	좀비
MSG_MON_NAME_17	플라이 킬러
MSG_MON_NAME_18	블러드 플라워
MSG_MON_NAME_19	오거니토드
MSG_MON_NAME_20	레드 마시멜로
MSG_MON_NAME_21	옐로 젤리
MSG_MON_NAME_22	사하긴
MSG_MON_NAME_23	레시
MSG_MON_NAME_24	크리설리스
MSG_MON_NAME_25	고블린 캡
MSG_MON_NAME_26	검은 도마뱀
MSG_MON_NAME_27	아다만타이마이
MSG_MON_NAME_28	도모보이
MSG_MON_NAME_29	퍼플 바바루아
MSG_MON_NAME_30	바론군 병사
MSG_MON_NAME_31	제너럴
MSG_MON_NAME_32	개틀링어
MSG_MON_NAME_33	릴 머더
MSG_MON_NAME_34	데스 뷰티
MSG_MON_NAME_35	스피릿
MSG_MON_NAME_36	스켈레톤
MSG_MON_NAME_37	코카트리스
MSG_MON_NAME_38	가고일
MSG_MON_NAME_39	루드라 베이비
MSG_MON_NAME_40	벨페고르
MSG_MON_NAME_41	즈
MSG_MON_NAME_42	시 포츠
MSG_MON_NAME_43	앨리게이터
MSG_MON_NAME_44	스플래셔
MSG_MON_NAME_45	바론군 수병
MSG_MON_NAME_46	캡틴
MSG_MON_NAME_47	소울
MSG_MON_NAME_48	블러디본
MSG_MON_NAME_49	구울
MSG_MON_NAME_50	스컬저
MSG_MON_NAME_51	레버넌트
MSG_MON_NAME_52	드라큘레이디
MSG_MON_NAME_53	엘라파트라
MSG_MON_NAME_54	스컬 드래곤
MSG_MON_NAME_55	번개어
MSG_MON_NAME_56	기가스게이터
MSG_MON_NAME_57	히드라
MSG_MON_NAME_58	플러드 웜
MSG_MON_NAME_59	바론군 근위병
MSG_MON_NAME_60	라미아
MSG_MON_NAME_61	헬 니들
MSG_MON_NAME_62	트윈 스네이크
MSG_MON_NAME_63	번개 정령
MSG_MON_NAME_64	마인드 플레이어
MSG_MON_NAME_65	나가
MSG_MON_NAME_66	오거
MSG_MON_NAME_67	캐트시
MSG_MON_NAME_68	블랙 나이트
MSG_MON_NAME_69	켄타우로 나이트
MSG_MON_NAME_70	미스 뱀파이어
MSG_MON_NAME_71	마리오네이터
MSG_MON_NAME_72	마리온
MSG_MON_NAME_73	글룸 윙
MSG_MON_NAME_74	데스터네츠
MSG_MON_NAME_75	마리드
MSG_MON_NAME_76	사타나이트
MSG_MON_NAME_77	암드 마멀
MSG_MON_NAME_78	레이디 거더
MSG_MON_NAME_79	유령 기사
MSG_MON_NAME_80	나가라자
MSG_MON_NAME_81	메두사
MSG_MON_NAME_82	사우루스 좀비
MSG_MON_NAME_83	마그만토터스
MSG_MON_NAME_85	드림 이블
MSG_MON_NAME_86	봄
MSG_MON_NAME_87	페이니 봄
MSG_MON_NAME_88	키메라
MSG_MON_NAME_89	헬 터틀
MSG_MON_NAME_90	아이언 드레스
MSG_MON_NAME_91	플레임 도그
MSG_MON_NAME_92	고르곤
MSG_MON_NAME_93	스톤 골렘
MSG_MON_NAME_94	릴리스
MSG_MON_NAME_95	마더 라미아
MSG_MON_NAME_96	토디 토드
MSG_MON_NAME_97	모르스
MSG_MON_NAME_98	루드라
MSG_MON_NAME_99	소서러
MSG_MON_NAME_100	버서 오거
MSG_MON_NAME_101	프라우드 퍼펫
MSG_MON_NAME_102	블러디 배트
MSG_MON_NAME_103	아라크네
MSG_MON_NAME_104	플레임 나이트
MSG_MON_NAME_105	기계포
MSG_MON_NAME_106	리메디 봄
MSG_MON_NAME_107	다크 그레네이드
MSG_MON_NAME_108	플레이그
MSG_MON_NAME_109	라스트 암
MSG_MON_NAME_110	커얼
MSG_MON_NAME_111	기계용
MSG_MON_NAME_112	아라우네
MSG_MON_NAME_113	프라크티
MSG_MON_NAME_114	언더그라운더
MSG_MON_NAME_115	어비스 웜
MSG_MON_NAME_116	블러디 레드
MSG_MON_NAME_117	미스리더
MSG_MON_NAME_118	브리즈 리자드
MSG_MON_NAME_119	헬 플래퍼
MSG_MON_NAME_120	이블 헤드
MSG_MON_NAME_121	브리즈 비스트
MSG_MON_NAME_122	소환사
MSG_MON_NAME_123	소서레이디
MSG_MON_NAME_124	어설트 도어
MSG_MON_NAME_125	토디 위치
MSG_MON_NAME_126	마몬
MSG_MON_NAME_127	키메라 브레인
MSG_MON_NAME_128	루나 바이러스
MSG_MON_NAME_129	제무스 브레스
MSG_MON_NAME_130	화이트 무스
MSG_MON_NAME_131	블랙 푸딩
MSG_MON_NAME_132	제무스 마인드
MSG_MON_NAME_133	미스릴 골렘
MSG_MON_NAME_134	그린 드래곤
MSG_MON_NAME_135	푸딩 프린세스
MSG_MON_NAME_136	아이즈
MSG_MON_NAME_137	기계병
MSG_MON_NAME_138	거인병
MSG_MON_NAME_139	달의 여신
MSG_MON_NAME_140	몰볼
MSG_MON_NAME_141	은룡
MSG_MON_NAME_142	옐로 드래곤
MSG_MON_NAME_143	사타나 주니어
MSG_MON_NAME_144	유캐리오트
MSG_MON_NAME_145	페이즈
MSG_MON_NAME_146	철기병
MSG_MON_NAME_147	마인병
MSG_MON_NAME_148	스틸 골렘
MSG_MON_NAME_149	아리만
MSG_MON_NAME_150	루나사우루스
MSG_MON_NAME_151	서쳐
MSG_MON_NAME_152	암흑마도사
MSG_MON_NAME_153	다크 바하무트
MSG_MON_NAME_154	프로캐리오트
MSG_MON_NAME_155	타이달리어선
MSG_MON_NAME_156	블루 드래곤
MSG_MON_NAME_157	금룡
MSG_MON_NAME_158	뇌룡
MSG_MON_NAME_159	백룡
MSG_MON_NAME_160	레드 드래곤
MSG_MON_NAME_161	베히모스
MSG_MON_NAME_162	미스트 드래곤
MSG_MON_NAME_163	옥토맘모스
MSG_MON_NAME_164	앤트리온
MSG_MON_NAME_165	마더 봄
MSG_MON_NAME_166	스카르밀리오네
MSG_MON_NAME_167	베이건
MSG_MON_NAME_168	오른팔
MSG_MON_NAME_169	왼팔
MSG_MON_NAME_170	카냐초
MSG_MON_NAME_171	다크 엘프
MSG_MON_NAME_172	도그
MSG_MON_NAME_173	마그
MSG_MON_NAME_174	라그
MSG_MON_NAME_175	골베자
MSG_MON_NAME_176	바르바리치아
MSG_MON_NAME_177	카르코
MSG_MON_NAME_178	카르코브리나
MSG_MON_NAME_179	흑룡
MSG_MON_NAME_180	박사
MSG_MON_NAME_181	바르나바
MSG_MON_NAME_182	르게이에
MSG_MON_NAME_183	에블라나 왕
MSG_MON_NAME_184	에블라나 왕비
MSG_MON_NAME_185	루비칸테
MSG_MON_NAME_186	오딘
MSG_MON_NAME_187	리바이어선
MSG_MON_NAME_188	바하무트
MSG_MON_NAME_189	데몬즈 월
MSG_MON_NAME_190	아슈라
MSG_MON_NAME_191	사천왕
MSG_MON_NAME_192	다크 드래곤
MSG_MON_NAME_193	사하긴
MSG_MON_NAME_194	제어 시스템
MSG_MON_NAME_195	방어 시스템
MSG_MON_NAME_196	제무스
MSG_MON_NAME_197	제로무스
MSG_MON_NAME_198	용기사
MSG_MON_NAME_199	음유시인
MSG_MON_NAME_200	몽크
MSG_MON_NAME_201	암흑기사
MSG_MON_NAME_202	여자아이
MSG_MON_NAME_204	플로타이볼
MSG_MON_NAME_205	즈
MSG_MON_NAME_206	브리나
MSG_MON_NAME_207	스컬넌트
MSG_MON_NAME_208	합체 로봇
MSG_MON_NAME_209	요격 시스템
MSG_MON_NAME_210	미스터레그
MSG_MON_NAME_211	스카르밀리오네 2
MSG_MON_NAME_212	카냐초 2
MSG_MON_NAME_213	바르바리치아 2
MSG_MON_NAME_214	루비칸테 2
MSG_LOCATION_STICK	(AREA_NAME) (MAP_NAME)
MSG_LOCATION_STICK_01	(AREA_NAME)
MSG_LOCATION_STICK_02	(MAP_NAME)
MSG_MAP_NAME_01	지상 세계
MSG_MAP_NAME_02	지하 세계
MSG_MAP_NAME_03	달
MSG_MAP_NAME_04	바론성
MSG_MAP_NAME_05	바론
MSG_MAP_NAME_06	오아시스 마을 카이포
MSG_MAP_NAME_07	담시안성
MSG_MAP_NAME_08	파블성
MSG_MAP_NAME_09	미시디아
MSG_MAP_NAME_10	미스트 마을
MSG_MAP_NAME_11	미스릴 마을
MSG_MAP_NAME_12	에블라나성
MSG_MAP_NAME_13	트로이아
MSG_MAP_NAME_14	트로이아성
MSG_MAP_NAME_15	아가르트
MSG_MAP_NAME_16	아다만섬 동굴
MSG_MAP_NAME_17	드워프성
MSG_MAP_NAME_18	토메라
MSG_MAP_NAME_19	쿠쿠로의 집
MSG_MAP_NAME_20	허밍웨이의 거주지
MSG_MAP_NAME_21	달의 주민의 전당
MSG_MAP_NAME_23	초코보 마을
MSG_MAP_NAME_24	지하 수맥
MSG_MAP_NAME_25	앤트리온 동굴
MSG_MAP_NAME_26	홉스산
MSG_MAP_NAME_27	시련의 산
MSG_MAP_NAME_28	옛 수로
MSG_MAP_NAME_29	자력 동굴
MSG_MAP_NAME_30	조트탑
MSG_MAP_NAME_31	바빌탑
MSG_MAP_NAME_32	에블라나 동굴
MSG_MAP_NAME_33	실프 동굴
MSG_MAP_NAME_34	환수 동굴
MSG_MAP_NAME_35	환수 마을
MSG_MAP_NAME_36	봉인의 동굴
MSG_MAP_NAME_37	달의 지하 통로
MSG_MAP_NAME_38	환수신의 동굴
MSG_MAP_NAME_39	바빌의 거인
MSG_MAP_NAME_40	달의 지하 계곡
MSG_MAP_NAME_41	미스트 동굴
MSG_MAP_NAME_47	트레이닝 룸
MSG_MAP_NAME_48	기원의 관
MSG_MAP_NAME_87	기원의 탑
MSG_MAP_NAME_54	드워프 기지
MSG_MAP_NAME_56	지하로 통하는 폭포
MSG_MAP_NAME_59	앤트리온 둥지
MSG_MAP_NAME_60	바빌탑으로 통하는 샛길
MSG_MAP_NAME_63	거인의 입
MSG_MAP_NAME_64	거인의 목
MSG_MAP_NAME_65	거인의 가슴
MSG_MAP_NAME_66	거인의 배
MSG_MAP_NAME_67	거인 내부 통로
MSGARA_NAME_36	거인 내부 웰홀 통로
MSGARA_NAME_39	거인 제어 장치
MSG_MAP_NAME_69	에블라나 마을
MSG_MAP_NAME_70	초코보 숲(바론)
MSG_MAP_NAME_71	초코보 숲(파블)
MSG_MAP_NAME_72	초코보 숲(미시디아)
MSG_MAP_NAME_73	초코보 숲(트로이아)
MSG_MAP_NAME_74	초코보 숲(남쪽 바다 외딴섬)
MSG_MAP_NAME_75	실프의 집
MSG_MAP_NAME_76	지하 호수
MSG_MAP_NAME_77	미스트 동굴 남쪽 출구
MSG_MAP_NAME_78	미스트 동굴 북쪽 출구
MSG_MAP_NAME_79	지하 수맥 남쪽 출구
MSG_MAP_NAME_80	지하 수맥 북쪽 출구
MSG_MAP_NAME_81	홉스산 서쪽 출구
MSG_MAP_NAME_82	홉스산 동쪽 출구
MSG_MAP_NAME_83	달의 지하 통로(서편) 남쪽 출구
MSG_MAP_NAME_84	달의 지하 통로(서편) 북쪽 출구
MSG_MAP_NAME_85	달의 지하 통로(동편) 북쪽 출구
MSG_MAP_NAME_86	달의 지하 통로(동편) 남쪽 출구
MSG_MAP_NAME_88	달의 지하 통로(동편)
MSG_MAP_NAME_89	달의 지하 통로(서편)
MSGARA_NAME_09	크리스탈 룸
MSGARA_NAME_10	데빌 로드
MSGARA_NAME_01	여관
MSGARA_NAME_02	술집
MSGARA_NAME_03	술집 2층
MSGARA_NAME_04	여관&도구 상점
MSGARA_NAME_05	도구 상점
MSGARA_NAME_06	무기 상점
MSGARA_NAME_07	방어구 상점
MSGARA_NAME_08	무기&방어구 상점
MSGARA_NAME_11	왼쪽 탑 1층
MSGARA_NAME_12	왼쪽 탑 2층
MSGARA_NAME_13	왼쪽 탑 3층
MSGARA_NAME_14	오른쪽 탑 1층
MSGARA_NAME_15	오른쪽 탑 2층
MSGARA_NAME_16	오른쪽 탑 3층
MSGARA_NAME_17	오른쪽 탑 지하 1층
MSGARA_NAME_18	오른쪽 탑 지하 2층
MSGARA_NAME_19	비밀 방
MSGARA_NAME_20	1층
MSGARA_NAME_21	2층
MSGARA_NAME_22	3층
MSGARA_NAME_23	4층
MSGARA_NAME_24	5층
MSGARA_NAME_25	6층
MSGARA_NAME_26	7층
MSGARA_NAME_27	지하 1층
MSGARA_NAME_28	지하 2층
MSGARA_NAME_29	지하 3층
MSGARA_NAME_30	지하 4층
MSGARA_NAME_31	지하 5층
MSGARA_NAME_32	지하 6층
MSGARA_NAME_33	지하 7층
MSGARA_NAME_34	3부 능선
MSGARA_NAME_35	7부 능선
MSGARA_NAME_37	알현실
MSGARA_NAME_38	정상
MSGARA_NAME_40	서쪽 출구
MSGARA_NAME_41	지하 통로
MSGARA_NAME_42	지하 감옥
MSGARA_NAME_43	지하 세계 1층
MSGARA_NAME_44	지하 세계 2층
MSGARA_NAME_45	지하 세계 3층
MSGARA_NAME_46	지하 세계 4층
MSGARA_NAME_47	지하 세계 5층
MSGARA_NAME_48	지하 세계 6층
MSGARA_NAME_49	지하 세계 7층
MSGARA_NAME_50	지하 세계 8층
MSGARA_NAME_51	동쪽 출구
MSGARA_NAME_52	남쪽 출구
MSGARA_NAME_53	입구
MSGARA_NAME_54	북쪽 출구
MSGARA_NAME_55	감옥
MSGARA_NAME_56	감옥 지하 1층
MSGARA_NAME_57	5부 능선
MSGARA_NAME_58	지하 8층
MSGARA_NAME_59	지하 9층
MSGARA_NAME_60	지하 10층
MSGARA_NAME_61	지하 11층
MSGARA_NAME_62	지하 12층
MSG_MAP_NAME_42	(CECIL)의 방
MSG_MAP_NAME_43	흑마법 연구실
MSG_MAP_NAME_44	백마법 연구실
MSG_MAP_NAME_45	(CID)의 집
MSG_MAP_NAME_46	(ROZA)의 집
MSG_MAP_NAME_49	술집 '임금님'
MSG_MAP_NAME_50	검은 초코보 사육장
MSG_MAP_NAME_51	검은 초코보 사육장 지하 1층
MSG_MAP_NAME_52	천문대
MSG_MAP_NAME_53	관측실
MSG_MAP_NAME_55	술집 '라리호'
MSG_MAP_NAME_62	환계 도서관
MSG_MAP_NAME_90	의무실
MSG_SYSTEM_001	닫기
MSG_SYSTEM_002	돌아가기
MSG_SYSTEM_328	그만두기
MSG_SYSTEM_003	예
MSG_SYSTEM_004	아니요
MSG_SYSTEM_010	/
MSG_SYSTEM_011	(HALF_COLON)
MSG_SYSTEM_015	×
MSG_SYSTEM_018	회
MSG_SYSTEM_019	%
MSG_SYSTEM_020	????????
MSG_SYSTEM_022	결정
MSG_SYSTEM_340	모두 결정
MSG_SYSTEM_024	초기화
MSG_SYSTEM_026	선제 공격 기회!
MSG_SYSTEM_027	적의 급습!
MSG_SYSTEM_028	백 어택!
MSG_SYSTEM_030	파티가 전멸했다.
MSG_SYSTEM_034	효과가 없었다.
MSG_SYSTEM_035	도주에 성공했다.
MSG_SYSTEM_036	도주할 수 없다!
MSG_SYSTEM_037	MP가 부족하다.
MSG_SYSTEM_040	음…. 아무 것도 떠오르지 않는군.
MSG_SYSTEM_042	개구리의 노래
MSG_SYSTEM_043	자장가
MSG_SYSTEM_044	유혹의 노래
MSG_SYSTEM_045	침묵의 노래
MSG_SYSTEM_046	약이 부족하다.
MSG_SYSTEM_047	기도가 하늘에 닿지 않았다.
MSG_SYSTEM_048	동조가 어긋났다.
MSG_SYSTEM_049	마법 위력 상승!
MSG_SYSTEM_050	마물을 당황시켰다.
MSG_SYSTEM_051	특별한 약점은 없다.
MSG_SYSTEM_052	화염에 약함
MSG_SYSTEM_053	냉기에 약함
MSG_SYSTEM_054	번개에 약함
MSG_SYSTEM_055	어둠의 힘에 약함
MSG_SYSTEM_056	성스러운 힘에 약함
MSG_SYSTEM_057	투척 무기에 약함
MSG_SYSTEM_058	훔치지 못했다.
MSG_SYSTEM_059	몬스터에게 들켰다.
MSG_SYSTEM_060	(ITEM_N)<josa(을,를)> 훔쳐 냈다.
MSG_SYSTEM_061	(FC_0)/(FC_9)
MSG_SYSTEM_075	독 피해
MSG_SYSTEM_076	서서히 HP 회복
MSG_SYSTEM_077	힘을 모아서 공격력 2배 축적!
MSG_SYSTEM_078	방어력 상승
MSG_SYSTEM_079	획득 길
MSG_SYSTEM_080	획득 경험치
MSG_SYSTEM_081	획득 아이템
MSG_SYSTEM_082	다음
MSG_SYSTEM_083	종료
MSG_SYSTEM_084	LEVEL UP
MSG_SYSTEM_330	(CHA_N)<josa(이,가)> (MAGC_N)<josa(을,를)> 익혔다.
MSG_SYSTEM_085	공격
MSG_SYSTEM_086	암흑
MSG_SYSTEM_087	아이템
MSG_SYSTEM_088	점프
MSG_SYSTEM_089	백마법
MSG_SYSTEM_090	기도
MSG_SYSTEM_091	조준
MSG_SYSTEM_092	흑마법
MSG_SYSTEM_093	소환
MSG_SYSTEM_094	기억 떠올리기
MSG_SYSTEM_095	힘 축적
MSG_SYSTEM_096	발차기
MSG_SYSTEM_097	견디기
MSG_SYSTEM_098	노래하기
MSG_SYSTEM_099	치료약
MSG_SYSTEM_100	숨기
MSG_SYSTEM_101	허세 부리기
MSG_SYSTEM_102	쌍둥이 합심
MSG_SYSTEM_103	우는 척하기
MSG_SYSTEM_104	파악하기
MSG_SYSTEM_105	던지기
MSG_SYSTEM_106	훔치기
MSG_SYSTEM_107	인술
MSG_SYSTEM_108	정신파
MSG_SYSTEM_109	감싸기
MSG_SYSTEM_110	감싸기 해제
MSG_SYSTEM_111	나타나기
MSG_SYSTEM_112	열 변경
MSG_SYSTEM_113	방어
MSG_SYSTEM_338	건너뛰기
MSG_SYSTEM_114	중독
MSG_SYSTEM_115	실명
MSG_SYSTEM_116	침묵
MSG_SYSTEM_117	돼지
MSG_SYSTEM_118	소인
MSG_SYSTEM_119	개구리
MSG_SYSTEM_120	석화
MSG_SYSTEM_121	전투 불능
MSG_SYSTEM_122	광전사
MSG_SYSTEM_123	혼란
MSG_SYSTEM_124	수면
MSG_SYSTEM_125	마비
MSG_SYSTEM_126	레비테트
MSG_SYSTEM_127	저주
MSG_SYSTEM_128	죽음의 선고
MSG_SYSTEM_129	스톱
MSG_SYSTEM_131	리플렉
MSG_SYSTEM_339	자력
MSG_SYSTEM_341	HP 회복
MSG_SYSTEM_398	출혈
MSG_SYSTEM_132	MISS
MSG_SYSTEM_134	카운터
MSG_SYSTEM_135	아이템
MSG_SYSTEM_136	마법
MSG_SYSTEM_137	장비
MSG_SYSTEM_138	스테이터스
MSG_SYSTEM_139	배치 변경
MSG_SYSTEM_140	설정
MSG_SYSTEM_141	중단 저장
MSG_SYSTEM_142	저장하기
MSG_SYSTEM_143	길
MSG_SYSTEM_144	Time
MSG_SYSTEM_145	Lv.
MSG_SYSTEM_146	HP
MSG_SYSTEM_147	MP
MSG_SYSTEM_148	귀중품
MSG_SYSTEM_149	사용
MSG_SYSTEM_150	정돈
MSG_SYSTEM_151	(STATUS_NAME) +(VALUE_NUM)
MSG_SYSTEM_152	(STATUS_NAME) -(VALUE_NUM)
MSG_SYSTEM_153	(HALF_SPACE)
MSG_SYSTEM_154	아이템을 가지고 있지 않습니다.
MSG_SYSTEM_155	귀중품을 가지고 있지 않습니다.
MSG_SYSTEM_331	전투 시 사용할 수 있는 아이템을 가지고 있지 않습니다.
MSG_SYSTEM_156	장착할 수 있는 캐릭터가 없습니다.
MSG_SYSTEM_157	(RYDIA)<josa(이,가)> (MAGC_N)<josa(을,를)> 익혔다.
MSG_SYSTEM_160	마법을 사용할 수 없습니다.
MSG_SYSTEM_161	소비 MP
MSG_SYSTEM_345	소환
MSG_SYSTEM_318	전원
MSG_SYSTEM_319	습득순
MSG_SYSTEM_320	MP 오름차순
MSG_SYSTEM_321	MP 내림차순
MSG_SYSTEM_329	정돈할 카테고리를 선택하십시오.
MSG_SYSTEM_322	직접 마법을 선택하여 정렬합니다.
MSG_SYSTEM_323	마법을 습득한 순서에 따라 자동으로 정렬합니다.
MSG_SYSTEM_324	마법을 소비 MP가 적은 순서에 따라 자동으로 정렬합니다.
MSG_SYSTEM_325	마법을 소비 MP가 많은 순서에 따라 자동으로 정렬합니다.
MSG_SYSTEM_326	마법을 일본어 오십음도 순서에 따라 자동으로 정렬합니다.
MSG_SYSTEM_163	최강
MSG_SYSTEM_164	해제
MSG_SYSTEM_165	모두 해제
MSG_SYSTEM_166	맨손
MSG_SYSTEM_167	없음
MSG_SYSTEM_168	오른손
MSG_SYSTEM_169	왼손
MSG_SYSTEM_170	머리
MSG_SYSTEM_171	몸
MSG_SYSTEM_172	팔
MSG_SYSTEM_173	경험치
MSG_SYSTEM_174	다음 레벨까지
MSG_SYSTEM_175	힘
MSG_SYSTEM_176	민첩성
MSG_SYSTEM_177	체력
MSG_SYSTEM_178	지력
MSG_SYSTEM_179	정신력
MSG_SYSTEM_180	공격력
MSG_SYSTEM_181	명중률
MSG_SYSTEM_182	방어력
MSG_SYSTEM_183	회피율
MSG_SYSTEM_184	마법 방어력
MSG_SYSTEM_185	마법 회피율
MSG_SYSTEM_186	오른손잡이
MSG_SYSTEM_187	왼손잡이
MSG_SYSTEM_188	양손잡이
MSG_SYSTEM_189	(주로 쓰는 손)
MSG_SYSTEM_190	커맨드
MSG_SYSTEM_192	데이터
MSG_SYSTEM_194	비어 있음
MSG_SYSTEM_344	yyyy/MM/dd　H:mm
MSG_SYSTEM_195	누구에게 사용하시겠습니까?
MSG_SYSTEM_196	아군 전체
MSG_SYSTEM_197	아군 한 명
MSG_SYSTEM_198	적 전체
MSG_SYSTEM_199	적 한 체
MSG_SYSTEM_200	전체
MSG_SYSTEM_201	조작 설명
MSG_SYSTEM_202	커맨드 전환
MSG_SYSTEM_203	장비 변경
MSG_SYSTEM_204	아이템 선택
MSG_SYSTEM_205	선택
MSG_SYSTEM_206	위/아래 페이지로 이동
MSG_SYSTEM_207	메뉴 닫기
MSG_SYSTEM_208	취소
MSG_SYSTEM_209	설명문 전환
MSG_SYSTEM_428	착륙
MSG_SYSTEM_438	내려놓기
MSG_SYSTEM_333	대열 변경
MSG_SYSTEM_346	전체 전환
MSG_SYSTEM_347	한 체 전환
MSG_SYSTEM_305	확대
MSG_SYSTEM_306	축소
MSG_SYSTEM_307	이동
MSG_SYSTEM_210	직접 하기
MSG_SYSTEM_327	무기
MSG_SYSTEM_211	방어구
MSG_SYSTEM_212	이름
MSG_SYSTEM_213	직접 아이템을 선택하여 정렬합니다.
MSG_SYSTEM_214	소비 아이템이 가장 앞에 오도록 자동으로 정렬합니다.
MSG_SYSTEM_215	무기가 가장 앞에 오도록 자동으로 정렬합니다.
MSG_SYSTEM_216	방어구가 가장 앞에 오도록 자동으로 정렬합니다.
MSG_SYSTEM_217	아이템을 일본어 오십음도 순서에 따라 자동으로 정렬합니다.
MSG_SYSTEM_218	일시 정지/재개
MSG_SYSTEM_219	동시에 계속 누름: 도주
MSG_SYSTEM_220	적 선택 시: 전체/한 체 전환
MSG_SYSTEM_221	아군 선택 시: 전체/한 명 전환
MSG_SYSTEM_222	목록 선택 시: 위 페이지로 이동
MSG_SYSTEM_223	목록 선택 시: 아래 페이지로 이동
MSG_SYSTEM_224	행동 건너뛰기
MSG_SYSTEM_225	자동 전투 시작/종료
MSG_SYSTEM_226	일시 정지/재개
MSG_SYSTEM_227	도주
MSG_SYSTEM_228	돌아가기/취소
MSG_SYSTEM_229	아이템 선택에서 장비 변경으로 전환
MSG_SYSTEM_230	장비 변경에서 아이템 선택으로 전환
MSG_SYSTEM_231	대상을 한 체에서 전체로 전환
MSG_SYSTEM_232	대상을 전체에서 한 체로 전환
MSG_SYSTEM_233	초기 설정으로 되돌리기
MSG_SYSTEM_235	변경
MSG_SYSTEM_236	무기 상점
MSG_SYSTEM_237	방어구 상점
MSG_SYSTEM_238	도구 상점
MSG_SYSTEM_400	무기&방어구 상점
MSG_SYSTEM_401	술집
MSG_SYSTEM_239	가격
MSG_SYSTEM_240	구입 수
MSG_SYSTEM_241	매각 수
MSG_SYSTEM_242	합계
MSG_SYSTEM_243	구입
MSG_SYSTEM_244	판매
MSG_SYSTEM_245	나가기
MSG_SYSTEM_246	소지 수
MSG_SYSTEM_247	장착 수
MSG_SYSTEM_249	새 게임
MSG_SYSTEM_250	불러오기
MSG_SYSTEM_251	TAP TO START
MSG_SYSTEM_252	PRESS ANY BUTTON
MSG_SYSTEM_253	©SQUARE ENIX CO., LTD. All Rights Reserved.\nLOGO & IMAGE ILLUSTRATION: ©YOSHITAKA AMANO
MSG_SYSTEM_254	엑스트라
MSG_SYSTEM_255	옵션
MSG_SYSTEM_256	몬스터 도감
MSG_SYSTEM_257	사운드 플레이어
MSG_SYSTEM_260	개인정보 처리 방침
MSG_SYSTEM_261	라이선스
MSG_SYSTEM_262	갤러리
MSG_SYSTEM_263	보물상자
MSG_SYSTEM_264	아이템
MSG_SYSTEM_265	공지
MSG_SYSTEM_308	탭 이동 모드
MSG_SYSTEM_267	저장을 완료했습니다.
MSG_SYSTEM_268	이 데이터를 덮어쓰시겠습니까?
MSG_SYSTEM_314	저장 데이터가 손상되었습니다.
MSG_SYSTEM_315	저장에 실패했습니다.
MSG_SYSTEM_270	자동 저장
MSG_SYSTEM_271	중단 저장
MSG_SYSTEM_332	클리어 저장
MSG_SYSTEM_272	지금까지의 상태를 저장하시겠습니까?
MSG_SYSTEM_273	중단 저장을 완료하였습니다.
MSG_SYSTEM_316	중단 저장 데이터가 손상되었습니다.
MSG_SYSTEM_317	중단 저장에 실패했습니다.
MSG_SYSTEM_436	게임 플레이에 필요한 스토리지가 부족한 상태입니다.\n불필요한 데이터를 삭제하여 스토리지 용량을 확보하십시오.
MSG_SYSTEM_274	이 데이터로 시작하시겠습니까?
MSG_SYSTEM_275	클리어 데이터를 저장하시겠습니까?
MSG_SYSTEM_276	※마지막 전투 직전 상태로 저장됩니다.
MSG_SYSTEM_277	저장을 완료하였습니다.\n타이틀 화면으로 돌아가시겠습니까?
MSG_SYSTEM_278	클리어 데이터를 저장하지 않았습니다.\n이대로 타이틀 화면으로 돌아가시겠습니까?
MSG_SYSTEM_280	맵 전환
MSG_SYSTEM_284	현재 위치
MSG_SYSTEM_343	초코보
MSG_SYSTEM_285	검은 초코보
MSG_SYSTEM_286	엔터프라이즈
